k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2591898739337921, 0.098960280418396]                                         |  1.7618877887725830|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.7269063591957092, -0.7584618330001831]                                       |  0.1758241206407547|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.7269063591957092, -0.7584618330001831]                                       |  0.1758241206407547|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.7269063591957092, -0.7584618330001831]                                       |  0.1758241206407547|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.7269063591957092, -0.7584618330001831]                                       |  0.1758241206407547|      0.50000000|[23, 0, 2, 7]                                                              |  | used linear model with 5 points | actual_k=0
       6|[1.8654892444610596, -1.196896344423294]                                        |  0.0827808454632759|      1.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[1.9349327087402344, -0.9282021522521973]                                       |  0.0130363116040826|      2.00000000|[31, 0, 2, 9]                                                              | | GPS sucess | actual_k=0
       8|[1.9349327087402344, -0.9282021522521973]                                       |  0.0130363116040826|      1.00000000|[35, 0, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.9349327087402344, -0.9282021522521973]                                       |  0.0130363116040826|      0.50000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.9349327087402344, -0.9282021522521973]                                       |  0.0130363116040826|      0.25000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.9349327087402344, -0.9282021522521973]                                       |  0.0130363116040826|      0.12500000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[1.9885775372385979, -0.9293579933000728]                                       |  0.0052334559150040|      0.25000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[1.9885775372385979, -0.9293579933000728]                                       |  0.0052334559150040|      0.12500000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
