k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 4.428536474704742]                                         |905.5949707031250000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1619579792022705, 2.4286124110221863]                                        |  3.1662793159484863|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.1619579792022705, 2.4286124110221863]                                        |  3.1662793159484863|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1619579792022705, 2.4286124110221863]                                        |  3.1662793159484863|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.9205467700958252, 1.7770427465438843]                                        |  0.6055300235748291|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.9205467700958252, 1.7770427465438843]                                        |  0.6055300235748291|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.9205467700958252, 1.7770427465438843]                                        |  0.6055300235748291|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.9205467700958252, 1.7770427465438843]                                        |  0.6055300235748291|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.8767409548163414, 1.5309105664491653]                                        |  0.3743533492088318|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.8767409548163414, 1.5309105664491653]                                        |  0.3743533492088318|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.8767409548163414, 1.5309105664491653]                                        |  0.3743533492088318|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.9717660173773766, 1.4496994987130165]                                        |  0.2639559507369995|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[0.9717660173773766, 1.4496994987130165]                                        |  0.2639559507369995|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
