k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1662749350070953, 1.5669379830360413]                                        |  0.8271909356117249|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.328147441148758, 1.2465384304523468]                                         | -0.5808414220809937|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.328147441148758, 1.2465384304523468]                                         | -0.5808414220809937|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.004454642534256, 0.9792228043079376]                                         | -0.9995086789131165|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.9932269463315606, 1.0009290762245655]                                        | -0.9998618364334106|      0.06250000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
