k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3084864020347595, 0.39991295337677]                                          |  6.0918040275573730|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.3816969990730286, -0.473741888999939]                                       |  0.8953815102577209|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.3816969990730286, -0.473741888999939]                                       |  0.8953815102577209|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0631721615791321, 0.2522045373916626]                                        |  0.1817665994167328|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.0631721615791321, 0.2522045373916626]                                        |  0.1817665994167328|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.0631721615791321, 0.2522045373916626]                                        |  0.1817665994167328|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0151916444301605, 0.0472395271062851]                                        |  0.0062376605346799|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.0151916444301605, 0.0472395271062851]                                        |  0.0062376605346799|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0151916444301605, 0.0472395271062851]                                        |  0.0062376605346799|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0151916444301605, 0.0472395271062851]                                        |  0.0062376605346799|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0151916444301605, 0.0472395271062851]                                        |  0.0062376605346799|      0.12500000|[51, 0, 6, 17]                                                             |  | used linear model with 5 points | actual_k=0
      12|[-0.0458658114075661, -0.0156233012676239]                                      |  0.0040256450884044|      0.25000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[-0.0458658114075661, -0.0156233012676239]                                      |  0.0040256450884044|      0.12500000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
