k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9403092861175537, 0.6830661296844482]                                        |999996129280.0000000000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[3.0652025938034058, -0.0484516620635986]                                       |999993901056.0000000000000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[5.345006108283997, -0.2628887742757797]                                        |999989313536.0000000000000000|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[12.504981637001038, -1.6365393251180649]                                       |999974961152.0000000000000000|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[28.50498142951269, -1.6391160724895741]                                        |999942993226.2897949218750000|     32.00000000|[16, 5, 1, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       6|[60.503576389092274, -1.9389837312457083]                                       |999879010747.8409423828125000|     64.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       7|[100.89536487175829, -25.49897366044493]                                        |999804829696.0000000000000000|    128.00000000|[24, 7, 2, 9]                                                              | | GPS sucess | actual_k=1
       8|[184.53687488152391, -23.974866085028363]                                       |999650557952.0000000000000000|    256.00000000|[27, 8, 2, 10]                                                             | | GPS sucess | actual_k=1
       9|[184.53687488152391, -23.974866085028363]                                       |999650557952.0000000000000000|    128.00000000|[30, 9, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[271.66281329705123, -34.87434785840483]                                        |999546552320.0000000000000000|    256.00000000|[34, 10, 3, 13]                                                            | | GPS sucess | actual_k=1
      11|[271.66281329705123, -34.87434785840483]                                        |999546552320.0000000000000000|    128.00000000|[37, 11, 4, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[271.66281329705123, -34.87434785840483]                                        |999546552320.0000000000000000|     64.00000000|[41, 12, 5, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[282.6935050656624, 28.167890673438983]                                         |999498069305.2274169921875000|    128.00000000|[45, 13, 6, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      14|[302.4514320065804, 3.7892819698257014]                                         |999396474880.0000000000000000|    256.00000000|[49, 14, 6, 20]                                                            | | GPS sucess | actual_k=1
