k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     | 24.1999999999999957|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.98811776638031, 1.2480235248804092]                                         | 11.3318109512329102|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4600649356842041, 0.0446013361215591]                                        |  3.0823810100555420|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.4600649356842041, 0.0446013361215591]                                        |  3.0823810100555420|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.4600649356842041, 0.0446013361215591]                                        |  3.0823810100555420|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0448953986167908, -0.0916318148374557]                                       |  1.7892085313796997|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.0448953986167908, -0.0916318148374557]                                       |  1.7892085313796997|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0448953986167908, -0.0916318148374557]                                       |  1.7892085313796997|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0448953986167908, -0.0916318148374557]                                       |  1.7892085313796997|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0448953986167908, -0.0916318148374557]                                       |  1.7892085313796997|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0301315383478406, 0.0324932367434355]                                        |  1.0404081219630492|      0.25000000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.0301315383478406, 0.0324932367434355]                                        |  1.0404081219630492|      0.12500000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0301315383478406, 0.0324932367434355]                                        |  1.0404081219630492|      0.06250000|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
