k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.254401296377182, 1.1262690424919128]                                         |  0.2692048251628876|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.254401296377182, 1.1262690424919128]                                         |  0.2692048251628876|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.9968561232089996, 1.1506361849606037]                                        | -0.9772791266441345|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.9968561232089996, 1.1506361849606037]                                        | -0.9772791266441345|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9968561232089996, 1.1506361849606037]                                        | -0.9772791266441345|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.9968561232089996, 1.1506361849606037]                                        | -0.9772791266441345|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9968561232089996, 1.1506361849606037]                                        | -0.9772791266441345|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9356008979884334, 1.0416738181398628]                                        | -0.9860886386732690|      0.25000000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.9356008979884334, 1.0416738181398628]                                        | -0.9860886386732690|      0.12500000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9725776824561305, 0.9705588459060905]                                        | -0.9968978762626648|      0.25000000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[0.9725776824561305, 0.9705588459060905]                                        | -0.9968978762626648|      0.12500000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.0193625229803271, 0.9656959068985103]                                        | -0.9976912736892700|      0.25000000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
