k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9684764796066977, 4.000496989668359]                                         |4216.1816833966149716|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.9675866716089606, 2.1443717541108027]                                        |145.9111328125000000|      4.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[1.2531360142412544, 1.5500137867340937]                                        | 76.9551010131835938|      8.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[1.2531360142412544, 1.5500137867340937]                                        | 76.9551010131835938|      4.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.2531360142412544, 1.5500137867340937]                                        | 76.9551010131835938|      2.00000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.0135363691034676, -0.2001241384139165]                                       | 71.5178375244140625|      4.00000000|[22, 6, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[2.0135363691034676, -0.2001241384139165]                                       | 71.5178375244140625|      2.00000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.0135363691034676, -0.2001241384139165]                                       | 71.5178375244140625|      1.00000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[2.763089393872297, -0.0340904234042272]                                        | 67.7170410156250000|      2.00000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[2.3338686876478554, -1.362797403155814]                                        | 46.5581321716308594|      4.00000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[2.3338686876478554, -1.362797403155814]                                        | 46.5581321716308594|      2.00000000|[39, 11, 6, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[2.3338686876478554, -1.362797403155814]                                        | 46.5581321716308594|      1.00000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[2.3338686876478554, -1.362797403155814]                                        | 46.5581321716308594|      0.50000000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
