k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |106.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2892870604991913, 0.7277660369873047]                                        |100.9751129150390625|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5994036495685577, 2.0117125511169434]                                        | 43.1796684265136719|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.5994036495685577, 2.0117125511169434]                                        | 43.1796684265136719|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[3.2612690031528473, 1.6429361999034882]                                        |  2.7159023284912109|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[3.6397288143634796, -1.6394512951374054]                                       |  0.8220930099487305|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[3.527781576867155, -1.6950643872735331]                                        |  0.4211820241267842|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
