k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |749.0383999999999105|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[-1.084518913924694, 0.7627031803131104]                                        |419.8094787597656250|      1.00000000|[4, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[-0.3992475315928459, 1.084316909313202]                                        |133.7382812500000000|      2.00000000|[5, 3, 1, 4]                                                               | | GPS sucess | actual_k=1
       4|[-0.1770753309130668, 0.3287399411201477]                                       | 12.5606374740600586|      4.00000000|[7, 3, 1, 5]                                                               | | GPS sucess | actual_k=1
       5|[-0.1770753309130668, 0.3287399411201477]                                       | 12.5606374740600586|      2.00000000|[8, 4, 2, 7]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[-0.1770753309130668, 0.3287399411201477]                                       | 12.5606374740600586|      1.00000000|[11, 4, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[-0.1770753309130668, 0.3287399411201477]                                       | 12.5606374740600586|      0.50000000|[13, 5, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[-0.530148042834429, -0.0252934755180206]                                       |  3.8717277537293775|      1.00000000|[15, 6, 5, 13]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
       9|[-0.530148042834429, -0.0252934755180206]                                       |  3.8717277537293775|      0.50000000|[17, 7, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[-0.530148042834429, -0.0252934755180206]                                       |  3.8717277537293775|      0.25000000|[19, 8, 7, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[-0.530148042834429, -0.0252934755180206]                                       |  3.8717277537293775|      0.12500000|[22, 8, 8, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      12|[-0.5286107312450836, -0.0253774071160762]                                      |  3.8331606388092041|      0.25000000|[24, 9, 8, 20]                                                             | | GPS sucess | actual_k=1
