k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2947211563587189, 0.2241206765174866, 0.409699559211731, 0.3005358576774597, -0.2443361282348633, 0.4153689444065094, 0.424654632806778, -0.0606209971010685, 0.2621268332004547, -0.1438595056533813, -0.1329857409000397, -0.2199725657701492]|  8.9137926101684570|      2.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       2|[0.2947211563587189, 0.2241206765174866, 0.409699559211731, 0.3005358576774597, -0.2443361282348633, 0.4153689444065094, 0.424654632806778, -0.0606209971010685, 0.2621268332004547, -0.1438595056533813, -0.1329857409000397, -0.2199725657701492]|  8.9137926101684570|      1.00000000|[19, 6, 1, 7]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.0793152302503586, 0.5692620575428009, 0.3551306165754795, 0.1951708495616913, -0.4564123898744583, 0.0092149972915649, 0.2823505699634552, 0.1420699171721935, 0.7350501418113708, -0.4215121269226074, -0.3071001917123795, -0.0241772383451462]|  3.0440430641174316|      2.00000000|[29, 9, 1, 10]                                                             | | GPS sucess | actual_k=1
       4|[0.0793152302503586, 0.5692620575428009, 0.3551306165754795, 0.1951708495616913, -0.4564123898744583, 0.0092149972915649, 0.2823505699634552, 0.1420699171721935, 0.7350501418113708, -0.4215121269226074, -0.3071001917123795, -0.0241772383451462]|  3.0440430641174316|      1.00000000|[38, 12, 2, 14]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       5|[0.0820884481072426, 0.7770704478025436, 0.3369136285036802, 0.3555707335472107, -0.3590884581208229, -0.1566475480794907, 0.3128027897328138, 0.5739882700145245, 0.7776425667107105, 0.0289516150951385, -0.7976003438234329, -0.0320663880556822]|  2.3423874378204346|      2.00000000|[48, 15, 2, 17]                                                            | | GPS sucess | actual_k=1
       6|[0.0820884481072426, 0.7770704478025436, 0.3369136285036802, 0.3555707335472107, -0.3590884581208229, -0.1566475480794907, 0.3128027897328138, 0.5739882700145245, 0.7776425667107105, 0.0289516150951385, -0.7976003438234329, -0.0320663880556822]|  2.3423874378204346|      1.00000000|[57, 18, 3, 21]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       7|[0.0820884481072426, 0.7770704478025436, 0.3369136285036802, 0.3555707335472107, -0.3590884581208229, -0.1566475480794907, 0.3128027897328138, 0.5739882700145245, 0.7776425667107105, 0.0289516150951385, -0.7976003438234329, -0.0320663880556822]|  2.3423874378204346|      0.50000000|[67, 21, 4, 25]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[0.054841848090291, 1.1473141461610794, 0.4439458753913641, 0.1921031177043915, -0.4374052584171295, -0.2195334583520889, 0.4219020213931799, 0.5348240993916988, 0.8395076468586922, 0.0904023610055447, -0.6794804707169533, 0.0110428836196661]|  2.1456470489501953|      1.00000000|[77, 24, 4, 28]                                                            | | GPS sucess | actual_k=1
       9|[0.054841848090291, 1.1473141461610794, 0.4439458753913641, 0.1921031177043915, -0.4374052584171295, -0.2195334583520889, 0.4219020213931799, 0.5348240993916988, 0.8395076468586922, 0.0904023610055447, -0.6794804707169533, 0.0110428836196661]|  2.1456470489501953|      0.50000000|[86, 27, 5, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
      10|[0.0407422985881567, 0.9337790757417679, 0.5767159219831228, 0.2689894288778305, -0.4562633577734232, -0.3527428060770035, 0.3416392710059881, 0.3991268388926983, 0.6273295506834984, 0.0806564586237073, -0.7714592143893242, 0.1027577947825193]|  1.5281426906585693|      1.00000000|[96, 30, 5, 35]                                                            | | GPS sucess | actual_k=1
      11|[0.0407422985881567, 0.9337790757417679, 0.5767159219831228, 0.2689894288778305, -0.4562633577734232, -0.3527428060770035, 0.3416392710059881, 0.3991268388926983, 0.6273295506834984, 0.0806564586237073, -0.7714592143893242, 0.1027577947825193]|  1.5281426906585693|      0.50000000|[105, 33, 6, 39]                                                           |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[0.0669075287878513, 0.9860424660146236, 0.726535951718688, 0.2100101932883263, -0.7531302813440561, -0.2650425061583519, 0.4631131570786238, 0.3903848808258772, 0.5612790435552597, 0.3546998696401715, -0.7753162088338286, -0.0033253971487284]|  1.3132493495941162|      1.00000000|[115, 36, 6, 42]                                                           | | GPS sucess | actual_k=1
      13|[0.0316406153142452, 0.8451358936727047, 0.787090165540576, 0.1298334151506424, -1.0541888419538736, 0.1083290055394173, 0.540574861690402, 0.3495867159217596, 0.3186643868684769, 0.344210552982986, -0.7087145077530295, 0.0151953268796206]|  0.3310131728649139|      2.00000000|[124, 39, 6, 45]                                                           | | GPS sucess | actual_k=1
      14|[0.0316406153142452, 0.8451358936727047, 0.787090165540576, 0.1298334151506424, -1.0541888419538736, 0.1083290055394173, 0.540574861690402, 0.3495867159217596, 0.3186643868684769, 0.344210552982986, -0.7087145077530295, 0.0151953268796206]|  0.3310131728649139|      1.00000000|[133, 42, 7, 49]                                                           |  | used linear model with 13 points | iterate failure | actual_k=1
      15|[0.0316406153142452, 0.8451358936727047, 0.787090165540576, 0.1298334151506424, -1.0541888419538736, 0.1083290055394173, 0.540574861690402, 0.3495867159217596, 0.3186643868684769, 0.344210552982986, -0.7087145077530295, 0.0151953268796206]|  0.3310131728649139|      0.50000000|[143, 45, 8, 53]                                                           |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[0.0316406153142452, 0.8451358936727047, 0.787090165540576, 0.1298334151506424, -1.0541888419538736, 0.1083290055394173, 0.540574861690402, 0.3495867159217596, 0.3186643868684769, 0.344210552982986, -0.7087145077530295, 0.0151953268796206]|  0.3310131728649139|      0.25000000|[153, 48, 9, 57]                                                           |  | used linear model with 13 points | iterate failure | actual_k=1
      17|[-0.033106554299593, 0.8271693456918001, 0.7530810292810202, -0.0342958569526672, -1.0086808297783136, 0.121928152628243, 0.5272370092570782, 0.3295189738273621, 0.2742027305066586, 0.3579298248514533, -0.7064669805113226, 0.0290973447263241]|  0.2347362190485001|      0.50000000|[163, 51, 9, 60]                                                           | | GPS sucess | actual_k=1
      18|[-0.033106554299593, 0.8271693456918001, 0.7530810292810202, -0.0342958569526672, -1.0086808297783136, 0.121928152628243, 0.5272370092570782, 0.3295189738273621, 0.2742027305066586, 0.3579298248514533, -0.7064669805113226, 0.0290973447263241]|  0.2347362190485001|      0.25000000|[172, 54, 10, 64]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[-0.033106554299593, 0.8271693456918001, 0.7530810292810202, -0.0342958569526672, -1.0086808297783136, 0.121928152628243, 0.5272370092570782, 0.3295189738273621, 0.2742027305066586, 0.3579298248514533, -0.7064669805113226, 0.0290973447263241]|  0.2347362190485001|      0.12500000|[182, 57, 11, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      20|[-0.033106554299593, 0.8271693456918001, 0.7530810292810202, -0.0342958569526672, -1.0086808297783136, 0.121928152628243, 0.5272370092570782, 0.3295189738273621, 0.2742027305066586, 0.3579298248514533, -0.7064669805113226, 0.0290973447263241]|  0.2347362190485001|      0.06250000|[192, 60, 12, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[-0.033106554299593, 0.8271693456918001, 0.7530810292810202, -0.0342958569526672, -1.0086808297783136, 0.121928152628243, 0.5272370092570782, 0.3295189738273621, 0.2742027305066586, 0.3579298248514533, -0.7064669805113226, 0.0290973447263241]|  0.2347362190485001|      0.03125000|[202, 63, 13, 76]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      22|[-0.0286430022679269, 0.8267279698920902, 0.7693002410233021, -0.027275777887553, -1.0097116580000147, 0.1206599536817521, 0.5236162203364074, 0.3264715808909386, 0.2680086148902774, 0.3501196308061481, -0.707750789471902, 0.0455795004963875]|  0.2316910475492477|      0.06250000|[212, 66, 13, 79]                                                          | | GPS sucess | actual_k=1
      23|[-0.0286430022679269, 0.8267279698920902, 0.7693002410233021, -0.027275777887553, -1.0097116580000147, 0.1206599536817521, 0.5236162203364074, 0.3264715808909386, 0.2680086148902774, 0.3501196308061481, -0.707750789471902, 0.0455795004963875]|  0.2316910475492477|      0.03125000|[221, 69, 14, 83]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      24|[-0.0286430022679269, 0.8267279698920902, 0.7693002410233021, -0.027275777887553, -1.0097116580000147, 0.1206599536817521, 0.5236162203364074, 0.3264715808909386, 0.2680086148902774, 0.3501196308061481, -0.707750789471902, 0.0455795004963875]|  0.2316910475492477|      0.01562500|[231, 72, 15, 87]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      25|[-0.0293226922512986, 0.8303597961494233, 0.76374267693609, -0.0190844940952957, -1.015081821824424, 0.1242926553823054, 0.519699995405972, 0.332901161396876, 0.2630154900252819, 0.3509748258511536, -0.7066066793631762, 0.0462736045592465]|  0.2291801422834396|      0.03125000|[241, 75, 15, 90]                                                          | | GPS sucess | actual_k=1
      26|[-0.0293226922512986, 0.8303597961494233, 0.76374267693609, -0.0190844940952957, -1.015081821824424, 0.1242926553823054, 0.519699995405972, 0.332901161396876, 0.2630154900252819, 0.3509748258511536, -0.7066066793631762, 0.0462736045592465]|  0.2291801422834396|      0.01562500|[250, 78, 16, 94]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      27|[-0.0323915870976634, 0.8229060895682778, 0.7633642551954836, -0.0176139360992238, -1.0079031175700948, 0.1182202743366361, 0.5158137541729957, 0.331825475092046, 0.2657275085803121, 0.3540705500054173, -0.7051195610547438, 0.0413456569076516]|  0.2257921099662781|      0.03125000|[260, 81, 16, 97]                                                          | | GPS sucess | actual_k=1
      28|[-0.0323915870976634, 0.8229060895682778, 0.7633642551954836, -0.0176139360992238, -1.0079031175700948, 0.1182202743366361, 0.5158137541729957, 0.331825475092046, 0.2657275085803121, 0.3540705500054173, -0.7051195610547438, 0.0413456569076516]|  0.2257921099662781|      0.01562500|[269, 84, 17, 101]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      29|[-0.0302024949924089, 0.8271871582546737, 0.7611161507666111, -0.0078340544132516, -1.0031177856726572, 0.1187406590906903, 0.5209304380696267, 0.3281859586713836, 0.2612249732483178, 0.3508306501316838, -0.7051171756315853, 0.0419458877877332]|  0.2221762388944626|      0.03125000|[279, 87, 17, 104]                                                         | | GPS sucess | actual_k=1
      30|[-0.0302024949924089, 0.8271871582546737, 0.7611161507666111, -0.0078340544132516, -1.0031177856726572, 0.1187406590906903, 0.5209304380696267, 0.3281859586713836, 0.2612249732483178, 0.3508306501316838, -0.7051171756315853, 0.0419458877877332]|  0.2221762388944626|      0.01562500|[288, 90, 18, 108]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      31|[-0.0312286880216561, 0.8205258851812687, 0.7593796877190471, -0.0047561455285177, -0.994882088038139, 0.1181063860422, 0.5189273010473698, 0.3231247019721195, 0.2654938052874058, 0.3534097622032277, -0.7031037540141369, 0.0383079385501333]|  0.2167772501707077|      0.03125000|[298, 93, 18, 111]                                                         | | GPS sucess | actual_k=1
      32|[-0.0312286880216561, 0.8205258851812687, 0.7593796877190471, -0.0047561455285177, -0.994882088038139, 0.1181063860422, 0.5189273010473698, 0.3231247019721195, 0.2654938052874058, 0.3534097622032277, -0.7031037540141369, 0.0383079385501333]|  0.2167772501707077|      0.01562500|[307, 96, 19, 115]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      33|[-0.0309857373358682, 0.8227042233047541, 0.7556961746886373, 0.0004921584622934, -0.9989341095788404, 0.121312914066948, 0.5183859203243628, 0.3319804210914299, 0.2623016778379679, 0.3465455185505562, -0.7039910806192893, 0.0429379561101086]|  0.2154813259840012|      0.03125000|[317, 99, 19, 118]                                                         | | GPS sucess | actual_k=1
      34|[-0.0309857373358682, 0.8227042233047541, 0.7556961746886373, 0.0004921584622934, -0.9989341095788404, 0.121312914066948, 0.5183859203243628, 0.3319804210914299, 0.2623016778379679, 0.3465455185505562, -0.7039910806192893, 0.0429379561101086]|  0.2154813259840012|      0.01562500|[326, 102, 20, 122]                                                        |  | used linear model with 13 points | iterate failure | actual_k=1
