k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.1, 0.1]                                                                      |48401.1000000000858563|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1, 0.1]                                                                      |48401.1000000000858563|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.8750848829746247, 0.1515459887683392]                                        |44631.7734375000000000|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[0.8750848829746247, 0.1515459887683392]                                        |44631.7734375000000000|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9636408299207688, 0.2718234829604625]                                        |  7.1719851493835449|      0.03125000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9546559968963266, 0.2976332813501358]                                        |  0.9568049907684326|      0.06250000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[0.9546559968963266, 0.2976332813501358]                                        |  0.9568049907684326|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.9546559968963266, 0.2976332813501358]                                        |  0.9568049907684326|      0.01562500|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
