k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9607943296432495, 4.722737789154053]                                         |1198.7312011718750000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.9607943296432495, 4.722737789154053]                                         |1198.7312011718750000|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.4509289264678955, 3.8624836802482605]                                        |1163.4119873046875000|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[-1.400815725326538, 1.057567536830902]                                         |120.6262130737304688|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[-1.400815725326538, 1.057567536830902]                                         |120.6262130737304688|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.400815725326538, 1.057567536830902]                                         |120.6262130737304688|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.4516560435295105, 1.3723624348640442]                                       | 18.4262962341308594|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.3340138792991638, -0.4668557047843933]                                       |  1.7449655532836914|      4.00000000|[36, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[0.3340138792991638, -0.4668557047843933]                                       |  1.7449655532836914|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.3340138792991638, -0.4668557047843933]                                       |  1.7449655532836914|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.3340138792991638, -0.4668557047843933]                                       |  1.7449655532836914|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.2791905701160431, -0.9638409912586212]                                       |  0.7757604122161865|      1.00000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[0.2791905701160431, -0.9638409912586212]                                       |  0.7757604122161865|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
