k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5273224711418152, -0.1188619956374168, -0.0198237057775259, 0.2184645682573318, 0.0871427729725838, 0.02992276661098, -0.2838146686553955, 0.14389568567276, 0.3305078744888306, -0.1722643375396729, -0.2018192857503891, -0.0615423396229744, -0.0044256527908146, -0.1477864384651184, -0.2065191566944122, 0.3574776947498322, -0.2440374046564102, 0.1031817123293877, 0.0396112278103828, -0.0040252590551972, -0.2681185305118561, -0.107902355492115]| 13.9897460937500000|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
       2|[1.2107345461845398, -0.3362316265702248, 0.3363795224577188, 1.0249389559030533, -0.0105785503983498, 0.4556821417063475, 0.128891259431839, 0.2252396419644356, -0.0669539868831635, -0.4943074285984039, -0.1371465846896172, 0.202814869582653, -0.4458165247924626, -0.2770311236381531, -0.4346681982278824, 0.7203883826732635, -0.067395955324173, -0.3243528380990028, -0.4871305748820305, -0.1459389859810472, -0.6982666254043579, 0.0072376802563667]| 12.5236587524414062|      4.00000000|[129, 0, 0, 2]                                                             | | GPS sucess | actual_k=0
       3|[1.313705489039421, -1.0503008738160133, 0.5412147436290979, 2.039177194237709, 0.0895890444517136, -0.6375671792775393, 1.0039920508861542, -0.2574793621897697, -0.8517451584339142, -0.7473432123661041, -0.366081066429615, -0.781917579472065, -0.6275316854007542, 0.7048366069793701, -1.607623353600502, 1.131305754184723, -0.6002620160579681, -0.3522565122693777, -0.751038633286953, -0.9708517724648118, -0.2884505987167358, 2.1985004022717476]| 12.1447181701660156|      8.00000000|[193, 0, 0, 3]                                                             | | GPS sucess | actual_k=0
       4|[-0.0092741996049881, 0.2703734263777733, 0.9178602192550898, 2.9920340925455093, 0.2816078662872314, -2.798601286485791, 1.509603589773178, -0.6748790964484215, -0.8562658061273396, 2.795604556798935, 1.415244035422802, -1.411372847855091, -0.2453187783248723, 3.9875664710998535, -1.9291847795248032, 3.5249040722846985, 0.9075206816196442, -0.9957877155393362, -1.5346184596419334, -1.916909092105925, 0.5788715481758118, 4.916787870228291]| 12.1409959793090820|     16.00000000|[257, 0, 0, 4]                                                             | | GPS sucess | actual_k=0
       5|[-4.427677825093269, -1.500958003103733, 1.3464133236557245, 6.669986143708229, -0.3762930035591125, -1.4103385377675295, -1.072693020105362, -4.204070828855038, -0.376363240648061, 6.266322940587997, -1.802053041756153, 2.540940575301647, 2.7753788153640926, 5.142176032066345, -3.718804821372032, 3.9060012102127075, 7.481664091348648, -3.3256324287503958, 0.1918135061860085, -4.866665714420378, -5.410702884197235, 0.7735035493969917]| 12.1375312805175781|     32.00000000|[321, 0, 0, 5]                                                             | | GPS sucess | actual_k=0
       6|[-5.200724080204964, -7.527442492544651, 10.061861703172326, 5.79575403034687, -6.500346004962921, -2.534214274957776, 6.646227687597275, -15.217813275754452, 1.2799890409223735, 0.0707329213619232, 1.5574449822306633, 0.5856689736247063, 4.49293004674837, -1.3887521028518677, -10.754268154501915, 6.6894248723983765, 0.8607553541660309, -15.04532084427774, -7.752982579171658, -7.499095791019499, 4.287661373615265, 11.677178628742695]| 12.1330833435058594|     64.00000000|[385, 0, 0, 6]                                                             | | GPS sucess | actual_k=0
       7|[-5.200724080204964, -7.527442492544651, 10.061861703172326, 5.79575403034687, -6.500346004962921, -2.534214274957776, 6.646227687597275, -15.217813275754452, 1.2799890409223735, 0.0707329213619232, 1.5574449822306633, 0.5856689736247063, 4.49293004674837, -1.3887521028518677, -10.754268154501915, 6.6894248723983765, 0.8607553541660309, -15.04532084427774, -7.752982579171658, -7.499095791019499, 4.287661373615265, 11.677178628742695]| 12.1330833435058594|     32.00000000|[449, 0, 0, 7]                                                             |  | used linear model with 65 points | actual_k=0
       8|[-11.15600772202015, -20.43838170915842, 15.87603492476046, 10.596385076642036, -1.949693500995636, 4.269239170476794, -4.256153255701065, -7.07288720458746, 0.2057865033857524, -5.345569759607315, 8.964285783469677, 2.769903115928173, 5.664953462313861, 1.196311593055725, -17.099873051047325, 14.473162055015564, -10.345483392477036, -15.967594480141997, -8.993411265313625, -3.1104286843910813, 7.598675072193146, 21.88846803456545]| 12.0992088317871094|     64.00000000|[513, 0, 0, 8]                                                             | | GPS sucess | actual_k=0
       9|[-11.15600772202015, -20.43838170915842, 15.87603492476046, 10.596385076642036, -1.949693500995636, 4.269239170476794, -4.256153255701065, -7.07288720458746, 0.2057865033857524, -5.345569759607315, 8.964285783469677, 2.769903115928173, 5.664953462313861, 1.196311593055725, -17.099873051047325, 14.473162055015564, -10.345483392477036, -15.967594480141997, -8.993411265313625, -3.1104286843910813, 7.598675072193146, 21.88846803456545]| 12.0992088317871094|     32.00000000|[577, 0, 0, 9]                                                             |  | used linear model with 65 points | actual_k=0
      10|[-11.15600772202015, -20.43838170915842, 15.87603492476046, 10.596385076642036, -1.949693500995636, 4.269239170476794, -4.256153255701065, -7.07288720458746, 0.2057865033857524, -5.345569759607315, 8.964285783469677, 2.769903115928173, 5.664953462313861, 1.196311593055725, -17.099873051047325, 14.473162055015564, -10.345483392477036, -15.967594480141997, -8.993411265313625, -3.1104286843910813, 7.598675072193146, 21.88846803456545]| 12.0992088317871094|     16.00000000|[641, 0, 0, 10]                                                            |  | used linear model with 65 points | actual_k=0
      11|[-9.733213976025581, -25.594203032553196, 13.303558537736535, 10.134669855237007, -2.400867223739624, 5.1708968710154295, -0.2179376184940338, -10.668517850339413, -4.3508092989213765, -5.124700218439102, 0.9784259125590324, 3.463214747607708, 8.908740989398211, 2.8318952322006226, -14.215291485190392, 12.573460817337036, -13.529199451208115, -22.55396637879312, -10.718630157411098, -6.70190226379782, 4.6534348130226135, 23.098593719303608]| 12.0987205505371094|     32.00000000|[705, 0, 0, 11]                                                            | | GPS sucess | actual_k=0
