k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.229074120521545, 150.483962059021, -99.89619857817888, 0.6536049246788025, 2.2017170786857605]|85415.9140625000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[47.586955547332764, 151.2242021560669, -100.36949486285448, 0.3319215178489685, 2.855935275554657]|80662.5000000000000000|      4.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
       3|[45.35108494758606, 150.87910255789757, -101.8783784583211, 1.8855827450752258, 0.3677241206169128]|72532.4218750000000000|      8.00000000|[43, 6, 0, 3]                                                              | | GPS sucess | actual_k=2
       4|[40.66932797431946, 154.05829963088036, -97.45516926795244, 1.6332407891750336, 3.881328046321869]|60615.2578125000000000|     16.00000000|[57, 8, 0, 4]                                                              | | GPS sucess | actual_k=2
       5|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|     32.00000000|[71, 10, 0, 5]                                                             | | GPS sucess | actual_k=2
       6|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|     16.00000000|[99, 14, 0, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      8.00000000|[127, 18, 1, 10]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      4.00000000|[156, 22, 1, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      2.00000000|[184, 26, 1, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      1.00000000|[212, 30, 1, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.50000000|[240, 34, 1, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.25000000|[267, 38, 1, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      13|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.12500000|[294, 42, 1, 22]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.06250000|[321, 46, 1, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      15|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.03125000|[348, 50, 1, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.01562500|[375, 54, 1, 28]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      17|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00781250|[402, 58, 1, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      18|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00390625|[429, 62, 1, 32]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      19|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00195312|[456, 66, 1, 34]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      20|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00097656|[483, 70, 1, 36]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      21|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00048828|[510, 74, 1, 38]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      22|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00024414|[537, 78, 1, 40]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      23|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00012207|[565, 82, 2, 43]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=2
      24|[47.55875515937805, 147.96039018034935, -103.17030913382769, -2.6716279089450836, -7.080267488956451]|-100000002004087734272.0000000000000000|      0.00006104|[593, 86, 3, 46]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=2
