k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725104302015, 0.4285365074106918]                                        |  0.6568236346397103|      2.00000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       2|[0.1793725104302015, 0.4285365074106918]                                        |  0.6568236346397103|      1.00000000|[5, 1, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.1793725104302015, 0.4285365074106918]                                        |  0.6568236346397103|      0.50000000|[8, 1, 2, 5]                                                               |  | used linear model with 3 points | actual_k=1
       4|[0.1793725104302015, 0.4285365074106918]                                        |  0.6568236346397103|      0.25000000|[9, 2, 3, 7]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[0.3690197081535902, 0.2656440912911163]                                        |  0.5139226317405701|      0.50000000|[12, 2, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[-0.1043745665580187, 0.4265722661444412]                                       |  0.3869510889053345|      1.00000000|[14, 2, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[-0.1043745665580187, 0.4265722661444412]                                       |  0.3869510889053345|      0.50000000|[16, 2, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[-0.5925695686370287, 0.3185644476839767]                                       |  0.3391163945198059|      1.00000000|[19, 2, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[-0.5925695686370287, 0.3185644476839767]                                       |  0.3391163945198059|      0.50000000|[20, 3, 5, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[-0.5925695686370287, 0.3185644476839767]                                       |  0.3391163945198059|      0.25000000|[22, 4, 6, 16]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[-0.443321415665761, 0.1180027603337036]                                        |  0.1601446568965912|      0.50000000|[25, 4, 6, 17]                                                             | | GPS sucess | actual_k=1
      12|[-0.443321415665761, 0.1180027603337036]                                        |  0.1601446568965912|      0.25000000|[26, 5, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      13|[-0.1959697394400988, 0.1542952872046696]                                       |  0.0310456845909357|      0.50000000|[29, 5, 7, 20]                                                             | | GPS sucess | actual_k=1
