k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |106.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6406275033950806, 0.6649051904678345]                                        | 82.6016998291015625|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.7200582027435303, 0.5493545904755592]                                        | 25.1399574279785156|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.3541512191295624, 2.0346306934952736]                                        | 11.9754304885864258|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[2.3541512191295624, 2.0346306934952736]                                        | 11.9754304885864258|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[2.3541512191295624, 2.0346306934952736]                                        | 11.9754304885864258|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[3.3534989058971405, 0.8520632162690163]                                        |  9.7349023818969727|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[3.3534989058971405, 0.8520632162690163]                                        |  9.7349023818969727|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.8301409780979156, 1.8080611005425453]                                        |  2.2090876102447510|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[2.8301409780979156, 1.8080611005425453]                                        |  2.2090876102447510|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.8301409780979156, 1.8080611005425453]                                        |  2.2090876102447510|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[2.963789001107216, 1.7081761881709099]                                         |  1.5085349082946777|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[2.963789001107216, 1.7081761881709099]                                         |  1.5085349082946777|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[2.963789001107216, 1.7081761881709099]                                         |  1.5085349082946777|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
