k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0380256175994873, 2.726860284805298]                                         |415.4939880371093750|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.6106170415878296, -0.2130478620529175]                                       |  0.4371889233589172|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[1.6106170415878296, -0.2130478620529175]                                       |  0.4371889233589172|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.6106170415878296, -0.2130478620529175]                                       |  0.4371889233589172|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.4557873579715355, 0.2623759163503911]                                        |  0.1990421622255829|      1.00000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[1.4557873579715355, 0.2623759163503911]                                        |  0.1990421622255829|      0.50000000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.4557873579715355, 0.2623759163503911]                                        |  0.1990421622255829|      0.25000000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.4557873579715355, 0.2623759163503911]                                        |  0.1990421622255829|      0.12500000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[1.4617019790266617, 0.0124458922033574]                                        |  0.1894499361515045|      0.25000000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
