k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5489702820777893, 0.1163929924368858, 0.328338623046875, 0.7496638894081116, 0.1525867283344269, 0.4345364570617676, 0.6576316952705383, 0.4257676005363464, -0.1848170608282089, -0.505072295665741, -0.7533788084983826, -0.0325717180967331, 0.4159857630729675, -0.2395432144403458, 0.0127339018508792, -0.188658282160759, 0.1669849455356598, 0.0615657716989517, 0.7095125317573547, -0.0780480951070786, -0.7219283580780029, 0.0546883046627045]| 13.1938056945800781|      2.00000000|[249, 35, 0, 5]                                                            | | GPS sucess | actual_k=8
       2|[1.4865984320640564, -0.8785356655716896, 0.0630630850791931, 1.9656597971916199, 0.6158641576766968, 0.8237944841384888, 2.971694052219391, 0.2818116545677185, -0.6534711569547653, 0.02687007188797, -1.6310670971870422, 0.8075411468744278, 0.0315293073654175, 0.0077513158321381, -0.4831619309261441, 0.5564041286706924, 0.8861201703548431, -1.142287716269493, 0.076627790927887, -0.7028587907552719, -0.1598920822143555, 0.9368697106838226]| 12.1457376480102539|      4.00000000|[499, 68, 0, 10]                                                           | | GPS sucess | actual_k=8
       3|[0.4699479937553406, -2.478972353041172, 3.123788058757782, 2.353212296962738, 0.3300265371799469, 2.5649526119232178, 5.08438903093338, 1.57584148645401, -1.4915255159139633, -3.0627796053886414, 0.687644898891449, 0.1906657367944717, -1.0318052768707275, 0.785640150308609, -0.2543243961408734, -0.6021079868078232, 1.9678227603435516, -2.993693694472313, 0.3072132915258408, 1.5806971937417984, 3.3925797939300537, 0.8173449337482452]| 12.1410789489746094|      8.00000000|[746, 104, 0, 15]                                                          | | GPS sucess | actual_k=8
       4|[-1.4385064244270325, -1.6394447460770607, 3.5604848861694336, 3.815311014652252, -3.1708734929561615, -0.3522047996520996, 5.416125148534775, 3.3000375628471375, -2.9305126518011093, -2.073127865791321, 1.5671916007995605, -2.922981485724449, -2.982792019844055, -0.024436742067337, -1.6487142639234662, -2.854285940527916, 2.36355784535408, -3.269029602408409, -1.8764801174402237, 0.0946657806634903, 4.4908447265625, 0.5674456655979156]| 12.1361370086669922|     16.00000000|[993, 140, 0, 20]                                                          | | GPS sucess | actual_k=8
       5|[-2.426509916782379, -7.616913236677647, 6.154991626739502, 4.4271188378334045, -4.287456601858139, 1.8024673461914062, 8.464178651571274, 4.264029145240784, -4.669434532523155, -1.35338693857193, -0.6779778003692627, -5.653591141104698, -0.2531803846359253, 1.9394799172878265, -6.150184352882206, -9.70182679593563, -1.0388154685497284, 1.7468371540307999, 3.0230464786291122, 0.8769717961549759, 9.923933029174805, -2.705023854970932]| 12.1306142807006836|     32.00000000|[1241, 175, 0, 25]                                                         | | GPS sucess | actual_k=8
       6|[-2.426509916782379, -7.616913236677647, 6.154991626739502, 4.4271188378334045, -4.287456601858139, 1.8024673461914062, 8.464178651571274, 4.264029145240784, -4.669434532523155, -1.35338693857193, -0.6779778003692627, -5.653591141104698, -0.2531803846359253, 1.9394799172878265, -6.150184352882206, -9.70182679593563, -1.0388154685497284, 1.7468371540307999, 3.0230464786291122, 0.8769717961549759, 9.923933029174805, -2.705023854970932]| 12.1306142807006836|     16.00000000|[1491, 208, 0, 30]                                                         |  | used quadratic model with 284 points | actual_k=8
       7|[-9.739427149295807, -7.057214953005314, 20.622817516326904, 7.77083283662796, -11.639136880636215, 6.24197244644165, 11.41044744849205, 14.961355805397034, -7.170166477560997, -6.339016020298004, 8.479668378829956, -9.388601288199425, -1.5111627578735352, 12.953352063894272, -5.746643920429051, -16.71192191541195, 7.610298186540604, 4.453639045357704, 13.426204666495323, -3.135283872485161, 3.605307102203369, -5.016259044408798]| 12.1114788055419922|     32.00000000|[1738, 244, 0, 35]                                                         | | GPS sucess | actual_k=8
       8|[-12.31240040063858, -14.417383886873722, 16.699354887008667, 10.91488367319107, -11.71247535198927, 3.0944793224334717, 10.886670917272568, 10.120161652565002, -12.41799210011959, -9.076022207736969, 13.42634892463684, -6.872081503272057, -3.80234694480896, 15.727224439382553, -4.836276073940098, -22.69906209409237, 10.793049603700638, 3.610748365521431, 14.959807977080345, -3.4375190883874893, 6.304945230484009, -5.547207087278366]| 12.0992031097412109|     64.00000000|[1984, 281, 0, 40]                                                         | | GPS sucess | actual_k=8
       9|[-40.89802700281143, 7.925605081021786, 8.86789870262146, 33.4477224946022, -59.120472483336926, -5.215958833694458, -31.389799267053604, 11.105203866958618, -27.186672672629356, -30.14397531747818, -23.390080213546753, -11.494818910956383, 5.696563005447388, 86.47046479582787, -0.0969982342794538, -49.159692510962486, 9.731675654649734, 13.464732244610786, 3.0155082792043686, -10.159398570656776, 6.202222779393196, 41.901721745729446]| 12.0762119293212891|    128.00000000|[2231, 317, 0, 45]                                                         | | GPS sucess | actual_k=8
      10|[-76.66756588220596, -101.25524208694696, 39.413026571273804, 63.066023886203766, -70.50219016522169, -134.15042233467102, 19.949426501989365, 1.0134727954864502, 44.26855041086674, -0.7200441956520081, -32.710370779037476, 27.9284675270319, 98.94029927253723, 3.277975171804428, -11.091938992030919, -23.374589666724205, -13.178587406873703, -11.397873803973198, 42.292585000395775, 0.9191412776708603, 31.516885712742805, 101.66404321789742]| 11.8896341323852539|    256.00000000|[2481, 350, 0, 50]                                                         | | GPS sucess | actual_k=8
      11|[-76.66756588220596, -101.25524208694696, 39.413026571273804, 63.066023886203766, -70.50219016522169, -134.15042233467102, 19.949426501989365, 1.0134727954864502, 44.26855041086674, -0.7200441956520081, -32.710370779037476, 27.9284675270319, 98.94029927253723, 3.277975171804428, -11.091938992030919, -23.374589666724205, -13.178587406873703, -11.397873803973198, 42.292585000395775, 0.9191412776708603, 31.516885712742805, 101.66404321789742]| 11.8896341323852539|    128.00000000|[2730, 384, 0, 55]                                                         |  | used quadratic model with 284 points | actual_k=8
