k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7704557776451111, 0.4589957296848297]                                        |  0.0346524342894554|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.7704557776451111, 0.4589957296848297]                                        |  0.0346524342894554|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.7704557776451111, 0.4589957296848297]                                        |  0.0346524342894554|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.7095625661313534, 0.4341248217970133]                                        |  0.0267863459885120|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.5341054014861584, 1.013716096058488]                                         |  0.0241211578249931|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.5341054014861584, 1.013716096058488]                                         |  0.0241211578249931|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.5104067660868168, 0.5291827563196421]                                        |  0.0146772833541036|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.5104067660868168, 0.5291827563196421]                                        |  0.0146772833541036|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.5104067660868168, 0.5291827563196421]                                        |  0.0146772833541036|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.6789202429354191, 0.4981670435518026]                                        |  0.0106274420395494|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.6789202429354191, 0.4981670435518026]                                        |  0.0106274420395494|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.6789202429354191, 0.4981670435518026]                                        |  0.0106274420395494|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.4937681443989277, 0.6405417378991842]                                        |  0.0055399951525033|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
