k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      | 14.2031250000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1224203109741211, 2.655346632003784]                                        |  4.1683564186096191|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.1224203109741211, 2.655346632003784]                                        |  4.1683564186096191|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.6322857141494751, 1.795092523097992]                                        |  1.8684039115905762|      0.06250000|[38, 0, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.716626450419426, 1.7028339579701424]                                        |  1.8211294412612915|      0.12500000|[43, 0, 6, 15]                                                             | | GPS sucess | actual_k=0
      10|[-0.8414089530706406, 1.695463228970766]                                        |  1.6919349431991577|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-0.8414089530706406, 1.695463228970766]                                        |  1.6919349431991577|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.8414089530706406, 1.695463228970766]                                        |  1.6919349431991577|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
