k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 0.4285364747047424]                                        |  0.6568235754966736|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1793725490570068, 0.4285364747047424]                                        |  0.6568235754966736|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.1793725490570068, 0.4285364747047424]                                        |  0.6568235754966736|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      0.50000000|[23, 0, 2, 7]                                                              |  | used linear model with 5 points | actual_k=0
       6|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      0.25000000|[27, 0, 2, 8]                                                              |  | used linear model with 5 points | actual_k=0
       7|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      0.12500000|[31, 0, 2, 9]                                                              |  | used linear model with 5 points | actual_k=0
       8|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      0.06250000|[35, 0, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0242508053779602, -0.0467920899391174]                                       |  0.0025982451625168|      0.03125000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0166718563996255, -0.0164750646799803]                                       |  0.0002671146357898|      0.06250000|[45, 0, 4, 14]                                                             | | GPS sucess | actual_k=0
      11|[0.0166718563996255, -0.0164750646799803]                                       |  0.0002671146357898|      0.03125000|[49, 0, 4, 15]                                                             |  | used linear model with 5 points | actual_k=0
      12|[-0.0070844092406332, 0.0038277022540569]                                       |  0.0000253161706496|      0.06250000|[53, 0, 4, 16]                                                             | | GPS sucess | actual_k=0
      13|[-0.0070844092406332, 0.0038277022540569]                                       |  0.0000253161706496|      0.03125000|[57, 0, 4, 17]                                                             |  | used linear model with 5 points | actual_k=0
      14|[-0.0070844092406332, 0.0038277022540569]                                       |  0.0000253161706496|      0.01562500|[61, 0, 4, 18]                                                             |  | used linear model with 5 points | actual_k=0
      15|[-0.0070844092406332, 0.0038277022540569]                                       |  0.0000253161706496|      0.00781250|[65, 0, 4, 19]                                                             |  | used linear model with 5 points | actual_k=0
      16|[-4.99119050801e-05, 0.0004290263168514]                                        |  0.0000003278703105|      0.01562500|[69, 0, 4, 20]                                                             | | GPS sucess | actual_k=0
