k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, 4.726860284805298]                                         | 89.2074890136718750|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4989514946937561, 2.78069806098938]                                          | 37.7711105346679688|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.4989514946937561, 2.78069806098938]                                          | 37.7711105346679688|      2.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.4989514946937561, 2.78069806098938]                                          | 37.7711105346679688|      1.00000000|[15, 5, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.462380826473236, 3.0486602187156677]                                         | 10.8638954162597656|      2.00000000|[19, 6, 2, 9]                                                              | | GPS sucess | actual_k=1
       6|[2.629550874233246, 1.4245561957359314]                                         |  5.8636612892150879|      4.00000000|[22, 7, 2, 10]                                                             | | GPS sucess | actual_k=1
       7|[2.629550874233246, 1.4245561957359314]                                         |  5.8636612892150879|      2.00000000|[26, 8, 3, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.629550874233246, 1.4245561957359314]                                         |  5.8636612892150879|      1.00000000|[31, 9, 4, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[2.629550874233246, 1.4245561957359314]                                         |  5.8636612892150879|      0.50000000|[36, 10, 5, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.2078426480293274, 1.1559261083602905]                                        |  4.9682321548461914|      1.00000000|[40, 11, 5, 20]                                                            | | GPS sucess | actual_k=1
