k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2419370710849762, 0.9682884812355042]                                        |  0.1639056205749512|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.2419370710849762, 0.9682884812355042]                                        |  0.1639056205749512|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.7571456134319305, 1.281708836555481]                                         |  0.1004218757152557|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.7571456134319305, 1.281708836555481]                                         |  0.1004218757152557|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.029354602098465, 0.8452692925930023]                                         |  0.0224048439413309|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[1.029354602098465, 0.8452692925930023]                                         |  0.0224048439413309|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9177094325423241, 0.9471494257450104]                                        |  0.0128410682082176|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.9177094325423241, 0.9471494257450104]                                        |  0.0128410682082176|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9177094325423241, 0.9471494257450104]                                        |  0.0128410682082176|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9177094325423241, 0.9471494257450104]                                        |  0.0128410682082176|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.7279011681675911, 0.8413629978895187]                                        |  0.0000340583064826|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[0.7279011681675911, 0.8413629978895187]                                        |  0.0000340583064826|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.7279011681675911, 0.8413629978895187]                                        |  0.0000340583064826|      0.12500000|[47, 13, 7, 20]                                                            |  | used linear model with 5 points | actual_k=1
