k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, -0.1731397151947021]                                       |  0.0027888903860003|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0380256175994873, -0.1731397151947021]                                       |  0.0027888903860003|      1.00000000|[8, 2, 1, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.0380256175994873, -0.1731397151947021]                                       |  0.0027888903860003|      0.50000000|[13, 3, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0380256175994873, -0.1731397151947021]                                       |  0.0027888903860003|      0.25000000|[18, 4, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0380256175994873, -0.1731397151947021]                                       |  0.0027888903860003|      0.12500000|[23, 5, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0669823959469795, -0.1053288221359253]                                      |  0.0005291821435094|      0.25000000|[27, 6, 4, 14]                                                             | | GPS sucess | actual_k=1
       7|[-0.0669823959469795, -0.1053288221359253]                                      |  0.0005291821435094|      0.12500000|[31, 7, 5, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0576527789235115, -0.0957856453955173]                                       |  0.0003466714115348|      0.25000000|[35, 8, 5, 18]                                                             | | GPS sucess | actual_k=1
       9|[0.0576527789235115, -0.0957856453955173]                                       |  0.0003466714115348|      0.12500000|[39, 9, 5, 20]                                                             |  | used linear model with 5 points | actual_k=1
