k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.162797451019287, -0.0587679386138916]                                        | 22.4244709014892578|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.819488286972046, 0.0718141406774521]                                         | 13.8116645812988281|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.819488286972046, 0.0718141406774521]                                         | 13.8116645812988281|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0565756559371948, 0.7837712973356247]                                        |  0.9428572654724121|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.0565756559371948, 0.7837712973356247]                                        |  0.9428572654724121|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0565756559371948, 0.7837712973356247]                                        |  0.9428572654724121|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0565756559371948, 0.7837712973356247]                                        |  0.9428572654724121|      0.50000000|[25, 7, 3, 10]                                                             |  | used linear model with 5 points | actual_k=1
       8|[-0.1916732788085938, 0.6095885843038559]                                       |  0.7934694886207581|      1.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[-0.1916732788085938, 0.6095885843038559]                                       |  0.7934694886207581|      0.50000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.1916732788085938, 0.6095885843038559]                                       |  0.7934694886207581|      0.25000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.2470846213400364, 0.7722884625196457]                                       |  0.7906979322433472|      0.50000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[-0.2470846213400364, 0.7722884625196457]                                       |  0.7906979322433472|      0.25000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.091690618544817, 0.6992463454604149]                                        |  0.7818052172660828|      0.50000000|[46, 13, 6, 19]                                                            | | GPS sucess | actual_k=1
      14|[-0.1064373264089227, 0.6471233278512954]                                       |  0.7782846689224243|      1.00000000|[49, 14, 6, 20]                                                            | | GPS sucess | actual_k=1
