k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2359480559825897, 0.1666848659515381]                                        |  1.9611485004425049|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.2359480559825897, 0.1666848659515381]                                        |  1.9611485004425049|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[2.0018360316753387, -0.0290749222040176]                                       |  0.9426988959312439|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[2.0018360316753387, -0.0290749222040176]                                       |  0.9426988959312439|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.35383740067482, -0.3568620532751083]                                         |  0.8843246698379517|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[1.4183870553970337, -0.4056653417646885]                                       |  0.7471750974655151|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[1.4183870553970337, -0.4056653417646885]                                       |  0.7471750974655151|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.4183870553970337, -0.4056653417646885]                                       |  0.7471750974655151|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.4183870553970337, -0.4056653417646885]                                       |  0.7471750974655151|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.9104698508150988, -0.4942910855051099]                                       |  0.2657155663127143|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[1.9104698508150988, -0.4942910855051099]                                       |  0.2657155663127143|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.7465471833117419, -0.9184134488340436]                                       |  0.1250786483287811|      1.00000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[1.9534377216465884, -1.2129600231882154]                                       |  0.0507098026573658|      2.00000000|[47, 13, 7, 20]                                                            | | GPS sucess | actual_k=1
