k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.942375011452153, 0.002254708185792, -0.0728179075492165, 0.0011308402568102, 0.4349428846425332, -0.1563870865106583, 1.042371877959311, 0.1690080058574676, 0.2299412002676772, -0.0584280449151993, 2.673281777648409, 0.1627862197160721, 0.8711605987574761, 0.1750926268100738, 2.4717046240041323, 0.031578175239265, 14.195892931313812, -0.1729961889982224, 12.052596897906882, 0.1164652523398399, 0.3550111425240631, -0.0641143950819969, 0.1469998770927734, 0.0660762046277523, 1.1674576341819383, -0.0688651311397552, 0.2014240230950249, -0.1600869107246399, -0.1445630282979797, 0.0245971455983818, 3.8453424296331336, 0.0713798929750919, 0.8705719733776683, 0.0452050030976534, 0.2988847136069473, -0.1328188288211823, 0.573247560500711, -0.118747438788414, 0.6762118637748047, -0.0515567618608475, 0.1614815163894554, 0.1928720068931579, 2.0091774226028623, 0.2689139139652252, 1.8719204504075317, 0.0731708039343357, 1.2940473978040115, 0.2252417695522308, 0.6410539253442658, 0.0973464068770409, 0.4902514748419773, 0.0681499321758747, 0.2810255160331863, 0.1578035992383957, 0.925731806168383, -0.0112542840838432, 0.4828596127477102, 0.0131827113032341, 0.4372590123194348, 0.2041072887182236, 0.9711415209480273, -0.0661902087926865, -0.2278787263044205, -0.0328480522334576, 0.3065679036563572, 0.0561858494579792]|272770.3750000000000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[1.1604617905697372, -0.2018855824321509, -0.223913476682975, 0.3887905985862017, 0.1638362540787973, 0.0558517915010452, 1.6965324967413544, 0.4488944900035858, 0.1623449360841559, -0.5149016934633255, 2.4936754144711095, 0.3342426759004593, 0.5069198927905266, 0.2584346798062325, 2.3492288360068865, 0.1081594745442271, 14.117153288216889, -0.5845524328947067, 12.368435979909522, 0.1286471537128091, 0.1115859520753021, -0.3046219828724861, -0.4341629332328492, -0.0252260486781597, 1.2341430797886468, 0.0644118678569794, 0.0879974867733849, 0.2047377419471741, -0.3148468972068619, -0.3352465853281319, 3.7853078528296877, -0.2764447103440761, 1.0444171006025904, -0.2825230597704649, 0.2313781246114907, -0.3085457044839859, 0.57962406819275, -0.2096381443738937, 0.1135001480765625, -0.2126960563659668, 0.0419461223765274, 0.3715672832727432, 1.5902239740688504, 0.1522593837976456, 2.084446101266411, -0.0463366727530956, 1.2845571900350348, 0.3627510410547257, 0.5345546184866798, -0.1334287258982658, 0.7628593973959934, 0.1962875951826573, 0.193327428936972, 0.0495832827687263, 0.9864313994441685, 0.0813549500703812, 0.5008580361750536, 0.0039376648887992, 0.0839756964224468, 0.4659681063890457, 0.8777048476644503, 0.2215228420495987, -0.296274966777214, 0.0959433247148991, 0.2658795230573353, 0.3715827842056751]|166346.2812500000000000|      4.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       3|[0.4720361304363754, -0.1208623214811087, -0.477928803182914, 0.3172371894866228, 0.1343052799737968, 0.2400227826833725, 1.1799964397459626, -0.304534147977829, 0.010196674417858, -0.6178807574510574, 0.8819643892330724, 0.1616248083114624, 1.0223649463679498, 0.5818699863553047, 2.3140836836466856, 0.3626122395321727, 14.249091477485, -0.9090733486413956, 12.711752505130393, 0.8851684382930398, 0.4240915251095886, 0.2199269053339958, -0.8627858048701935, -0.9327675621211529, 1.638189227850399, -0.2885818588733673, -0.6068759058085549, -0.2871334660053253, -0.4922516436200928, 0.3606241121701896, 4.132615624274008, -0.2068075682222843, 0.6709689075293177, -0.1349768280237913, 0.5952426656652626, -0.6266680914163589, 0.8748086506645976, -0.1319347950816154, 1.0545229017920776, 0.5173890781402588, 0.2398523929997345, 0.8182247024774552, 1.5469780810970963, 0.8673530560731888, 1.8064562369170458, -1.248677156418562, 1.977049257848908, 0.1283771735429764, 0.7214518814175499, -0.8190290066599846, 0.2787208490218174, 0.3379186917841435, -0.4983576515912873, 0.2761978772282601, 1.3695461844001469, 0.1637173038721085, 0.117567119493764, -0.1131949168816209, 0.0558529565560709, 0.9928713184595108, 0.6670143642135608, -0.2964083808660507, -0.2508492127367344, 0.246415891200304, 0.2371292394137319, 0.8397532184422016]|46435.0429687500000000|      8.00000000|[46, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[0.1188966405472305, -2.580812768563628, 0.3564452669846275, -0.7213475196808576, 1.7556747610605277, -0.3054550248384476, 1.9641565173178315, 0.0988369476795197, 1.1803506499046135, -1.242804463505745, 1.1567801274342138, 1.155741114616394, 0.1411080679919428, 0.6551905018091202, 2.1733806462655134, 0.8157056490704417, 14.638480694384873, -2.214195724129677, 12.309443862266166, 2.3576047471538186, 0.8732560348828431, 1.5290225264430046, -0.5719677990699463, 0.3721191366016865, 2.0200727000546075, 0.8015880477428436, -0.8806106541720498, -1.134478758573532, -0.0044458896737885, 0.6167476549558342, 4.191528005803816, -0.2002304890379309, -1.626022917574442, -0.882153356000781, 1.24775962676298, -1.2746396619081497, -0.210934180565566, -2.77708044975996, 0.4461178481765076, 0.4607091364264488, 0.004706421820726, 1.9611456733942032, 1.0235241302151383, 0.8737407219409943, 0.9017586994948656, -2.6969356755912304, 2.0063661935371653, 0.6666914564371109, -0.2445353240878212, -1.7198610040545463, -0.0296333797131527, 1.7111057569086552, 0.2414984127283233, -0.7830543848872185, 1.5334436242376026, -0.3342492836713791, 0.4468049978163653, -0.2849471909180283, 0.8106195399987589, -1.2432715553045273, -0.9374089203170789, -0.184141154885292, 1.3068285330823575, -0.7910923580825329, 0.0670718383526739, 0.2381112058460713]|26372.8906250000000000|     16.00000000|[61, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[0.7368080985626724, -0.550557689294219, 0.0268685660588005, 0.3472989112883806, 4.340113800290874, -3.878775890469551, 5.757560619643271, -4.07850212931633, 2.5458066349738884, -2.9364739018678665, 0.3620242513699132, 1.933702368736267, -0.8030768313381964, 1.301522586941719, 2.625418040312297, 2.914658657722175, 13.486124785037338, -2.826484437584877, 9.827804477042777, 0.3946195891872049, 3.7302873802502745, -0.6063091042637825, 2.2290678435539553, 2.1962441881000996, 5.320541621715984, 1.7095253360271454, -2.354642817792045, -2.573904584646225, 0.6290825217146088, -0.3850459680147469, 1.716780109609358, 2.793597807623446, 2.372239726239645, 2.1800688863545656, 2.605161593811625, -1.6422374802827835, -1.811874408074111, -3.099746707379818, 1.271823614854364, 1.1112642106413841, -2.077429970772658, 3.0161677938699722, 1.9345301040310563, 0.3171177399158478, 2.271394162255791, -2.2571254293620586, 0.3235644700569407, 0.3346325498819351, -0.6004722387702095, -3.636936638057232, -4.934651709333514, 0.508638672977686, -0.725908217787729, 0.4473280575871468, 1.9228217546735462, 3.638092969059944, 0.3556111206558161, 0.0976104992255569, 1.4690550635087383, -1.8861862081289291, -0.0935652814201368, 3.1498136562108994, -0.0660607472368564, -1.9596310476958752, -2.7844208050036494, -1.0221034805476665]|19693.0917968750000000|     32.00000000|[76, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[2.317756212957814, 7.3528494075685735, 0.6094627819287041, -4.512467572018505, 4.727147709850124, -1.563740547299385, 1.8864964335470793, -2.1590177524089817, -2.3872497195488167, 1.5020069521665573, 1.797302905468424, 5.759454627037048, 3.651544960501403, -3.247824813723564, 3.1253946454892225, -1.1177800973132253, 7.75778654346019, 3.8027699035406113, 7.849161298102958, 0.7138017467036843, 1.2549226951916808, -5.01347796946764, 1.1885006839012453, 2.3552286107838154, 10.220482589275798, 1.5963784646987915, -2.8221674655047524, -2.5196407656371593, 5.156681379594247, -1.3532997593469918, -0.440815048013933, 5.714019169546663, 5.926969903165304, 3.859587466791272, 7.522919104950541, -1.2281157928705215, -9.490396041222304, -7.115814689099789, 1.9255060255713745, 1.891951900422573, 0.033092537848558, 1.810443554520607, -2.656628762851268, -3.3747474658489227, -0.3678265523133009, -4.034753851145506, 5.841808259729792, 8.730703030228614, 5.637795182952202, -6.137328121364117, -3.896409250036334, 3.5514188338816166, -3.2746650556325774, -9.583755049407483, 8.677098983982628, 4.036112759709358, -2.389189208552558, -2.431829426921904, -3.8029242684614766, 5.305862818360328, 2.0440692343421922, -1.2887091594934463, -0.0050790116497363, -3.8419566969573498, 2.603671712849134, -0.8195636491477489]|12803.7343750000000000|     64.00000000|[136, 9, 0, 9]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       7|[2.317756212957814, 7.3528494075685735, 0.6094627819287041, -4.512467572018505, 4.727147709850124, -1.563740547299385, 1.8864964335470793, -2.1590177524089817, -2.3872497195488167, 1.5020069521665573, 1.797302905468424, 5.759454627037048, 3.651544960501403, -3.247824813723564, 3.1253946454892225, -1.1177800973132253, 7.75778654346019, 3.8027699035406113, 7.849161298102958, 0.7138017467036843, 1.2549226951916808, -5.01347796946764, 1.1885006839012453, 2.3552286107838154, 10.220482589275798, 1.5963784646987915, -2.8221674655047524, -2.5196407656371593, 5.156681379594247, -1.3532997593469918, -0.440815048013933, 5.714019169546663, 5.926969903165304, 3.859587466791272, 7.522919104950541, -1.2281157928705215, -9.490396041222304, -7.115814689099789, 1.9255060255713745, 1.891951900422573, 0.033092537848558, 1.810443554520607, -2.656628762851268, -3.3747474658489227, -0.3678265523133009, -4.034753851145506, 5.841808259729792, 8.730703030228614, 5.637795182952202, -6.137328121364117, -3.896409250036334, 3.5514188338816166, -3.2746650556325774, -9.583755049407483, 8.677098983982628, 4.036112759709358, -2.389189208552558, -2.431829426921904, -3.8029242684614766, 5.305862818360328, 2.0440692343421922, -1.2887091594934463, -0.0050790116497363, -3.8419566969573498, 2.603671712849134, -0.8195636491477489]|12803.7343750000000000|     32.00000000|[226, 15, 0, 15]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[3.7161596191010027, 12.428757591620087, -1.094132141090705, 4.103858760073781, 7.297095429424099, 2.0828201216459274, -8.30861960954374, 1.208131600618362, 1.2995417004340934, 1.3986535561084747, 1.7443073354644376, 5.082944650650024, -1.0172325053189093, -0.1887194174528122, 2.610561612404353, -4.28413689929992, 5.4590511632874605, 12.974025015234947, 5.328548104590995, 1.0973874083533883, 6.37895423892337, -11.068278956711293, 1.1173441895818064, -0.2124076406657696, 16.65388751176115, -3.1110948133468628, -1.4330328200427163, -1.3580548386275768, 5.33795245579664, -7.355221413094551, -0.543572464679487, 3.1181937358155842, 8.446652072125875, 8.443210399225354, 9.814291404144877, 4.485932115912437, -12.826754588432998, -6.018276456296444, 4.179696708936243, -1.1536218109726906, 0.2359874192162414, 1.9816396129131317, -2.1894954792361556, -10.035960386991501, 5.113328843194512, -3.067975930422545, 10.146058023218561, 11.97272172987461, 1.2100627153008352, -6.926077696979046, -3.831374890342807, 1.3788762618601322, -4.652750430464731, -13.685549769103527, 16.427391285160606, 7.1781949740648265, -1.757702494666297, -3.3748748046532273, 0.4470142195451152, 11.00869551718235, -0.3464778027824416, -0.3988047796487808, 1.321936626701704, 0.7083109994232655, -0.0440572071337764, -0.757363508939743]|12640.7890625000000000|     64.00000000|[286, 19, 0, 19]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       9|[3.7161596191010027, 12.428757591620087, -1.094132141090705, 4.103858760073781, 7.297095429424099, 2.0828201216459274, -8.30861960954374, 1.208131600618362, 1.2995417004340934, 1.3986535561084747, 1.7443073354644376, 5.082944650650024, -1.0172325053189093, -0.1887194174528122, 2.610561612404353, -4.28413689929992, 5.4590511632874605, 12.974025015234947, 5.328548104590995, 1.0973874083533883, 6.37895423892337, -11.068278956711293, 1.1173441895818064, -0.2124076406657696, 16.65388751176115, -3.1110948133468628, -1.4330328200427163, -1.3580548386275768, 5.33795245579664, -7.355221413094551, -0.543572464679487, 3.1181937358155842, 8.446652072125875, 8.443210399225354, 9.814291404144877, 4.485932115912437, -12.826754588432998, -6.018276456296444, 4.179696708936243, -1.1536218109726906, 0.2359874192162414, 1.9816396129131317, -2.1894954792361556, -10.035960386991501, 5.113328843194512, -3.067975930422545, 10.146058023218561, 11.97272172987461, 1.2100627153008352, -6.926077696979046, -3.831374890342807, 1.3788762618601322, -4.652750430464731, -13.685549769103527, 16.427391285160606, 7.1781949740648265, -1.757702494666297, -3.3748748046532273, 0.4470142195451152, 11.00869551718235, -0.3464778027824416, -0.3988047796487808, 1.321936626701704, 0.7083109994232655, -0.0440572071337764, -0.757363508939743]|12640.7890625000000000|     32.00000000|[376, 25, 0, 25]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[3.7161596191010027, 12.428757591620087, -1.094132141090705, 4.103858760073781, 7.297095429424099, 2.0828201216459274, -8.30861960954374, 1.208131600618362, 1.2995417004340934, 1.3986535561084747, 1.7443073354644376, 5.082944650650024, -1.0172325053189093, -0.1887194174528122, 2.610561612404353, -4.28413689929992, 5.4590511632874605, 12.974025015234947, 5.328548104590995, 1.0973874083533883, 6.37895423892337, -11.068278956711293, 1.1173441895818064, -0.2124076406657696, 16.65388751176115, -3.1110948133468628, -1.4330328200427163, -1.3580548386275768, 5.33795245579664, -7.355221413094551, -0.543572464679487, 3.1181937358155842, 8.446652072125875, 8.443210399225354, 9.814291404144877, 4.485932115912437, -12.826754588432998, -6.018276456296444, 4.179696708936243, -1.1536218109726906, 0.2359874192162414, 1.9816396129131317, -2.1894954792361556, -10.035960386991501, 5.113328843194512, -3.067975930422545, 10.146058023218561, 11.97272172987461, 1.2100627153008352, -6.926077696979046, -3.831374890342807, 1.3788762618601322, -4.652750430464731, -13.685549769103527, 16.427391285160606, 7.1781949740648265, -1.757702494666297, -3.3748748046532273, 0.4470142195451152, 11.00869551718235, -0.3464778027824416, -0.3988047796487808, 1.321936626701704, 0.7083109994232655, -0.0440572071337764, -0.757363508939743]|12640.7890625000000000|     16.00000000|[466, 31, 0, 31]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[4.549105621584371, 9.83800022162497, -0.2347186364901801, 2.959976008608937, 5.200031411174587, 2.0073887449502945, -10.310788741776406, 2.4126379978656765, 2.9989292507880974, 6.2676444542407985, 1.450981166212042, 0.8362624835968013, 0.6174553952243036, -2.543746139407158, 1.9605259330639906, -5.351422913856805, 6.82925883063823, 16.980137113928794, 3.9420165131755898, 0.7133457115665078, 6.782236166032135, -13.319941211044789, 0.6261833795880625, -3.644377998560667, 19.420286418468912, -3.3969198274612427, -1.1140025947657692, 2.4997170348465443, 5.957651516713541, -9.84387721868232, 2.0447842686426565, 4.712828268744051, 9.694127577001058, 5.130635058954358, 6.806478188889139, 5.2812330764532085, -14.62453402931282, -7.544391277730465, 4.330937519688158, -1.0420642006397247, 0.9224769416733642, 5.162309635877609, -1.563039278159648, -12.375938605070115, 4.552719144898918, -2.2385896961390976, 11.155324161295344, 9.388520155549049, 2.320077034720696, -8.428374025523663, -3.3053220577393523, 2.7292373706400395, -5.671064672827707, -13.499643433392048, 20.750479931095665, 6.781468723416328, -3.9219144831153936, -3.403763989470899, -1.538321368910085, 11.298134658932685, -0.4923166445783629, -2.3869966226816177, 1.5426541313222562, 0.9118497450649738, 1.165667457554334, -1.210550080537796]|12209.6757812500000000|     32.00000000|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      12|[4.549105621584371, 9.83800022162497, -0.2347186364901801, 2.959976008608937, 5.200031411174587, 2.0073887449502945, -10.310788741776406, 2.4126379978656765, 2.9989292507880974, 6.2676444542407985, 1.450981166212042, 0.8362624835968013, 0.6174553952243036, -2.543746139407158, 1.9605259330639906, -5.351422913856805, 6.82925883063823, 16.980137113928794, 3.9420165131755898, 0.7133457115665078, 6.782236166032135, -13.319941211044789, 0.6261833795880625, -3.644377998560667, 19.420286418468912, -3.3969198274612427, -1.1140025947657692, 2.4997170348465443, 5.957651516713541, -9.84387721868232, 2.0447842686426565, 4.712828268744051, 9.694127577001058, 5.130635058954358, 6.806478188889139, 5.2812330764532085, -14.62453402931282, -7.544391277730465, 4.330937519688158, -1.0420642006397247, 0.9224769416733642, 5.162309635877609, -1.563039278159648, -12.375938605070115, 4.552719144898918, -2.2385896961390976, 11.155324161295344, 9.388520155549049, 2.320077034720696, -8.428374025523663, -3.3053220577393523, 2.7292373706400395, -5.671064672827707, -13.499643433392048, 20.750479931095665, 6.781468723416328, -3.9219144831153936, -3.403763989470899, -1.538321368910085, 11.298134658932685, -0.4923166445783629, -2.3869966226816177, 1.5426541313222562, 0.9118497450649738, 1.165667457554334, -1.210550080537796]|12209.6757812500000000|     16.00000000|[631, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[4.549105621584371, 9.83800022162497, -0.2347186364901801, 2.959976008608937, 5.200031411174587, 2.0073887449502945, -10.310788741776406, 2.4126379978656765, 2.9989292507880974, 6.2676444542407985, 1.450981166212042, 0.8362624835968013, 0.6174553952243036, -2.543746139407158, 1.9605259330639906, -5.351422913856805, 6.82925883063823, 16.980137113928794, 3.9420165131755898, 0.7133457115665078, 6.782236166032135, -13.319941211044789, 0.6261833795880625, -3.644377998560667, 19.420286418468912, -3.3969198274612427, -1.1140025947657692, 2.4997170348465443, 5.957651516713541, -9.84387721868232, 2.0447842686426565, 4.712828268744051, 9.694127577001058, 5.130635058954358, 6.806478188889139, 5.2812330764532085, -14.62453402931282, -7.544391277730465, 4.330937519688158, -1.0420642006397247, 0.9224769416733642, 5.162309635877609, -1.563039278159648, -12.375938605070115, 4.552719144898918, -2.2385896961390976, 11.155324161295344, 9.388520155549049, 2.320077034720696, -8.428374025523663, -3.3053220577393523, 2.7292373706400395, -5.671064672827707, -13.499643433392048, 20.750479931095665, 6.781468723416328, -3.9219144831153936, -3.403763989470899, -1.538321368910085, 11.298134658932685, -0.4923166445783629, -2.3869966226816177, 1.5426541313222562, 0.9118497450649738, 1.165667457554334, -1.210550080537796]|12209.6757812500000000|      8.00000000|[721, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.549105621584371, 9.83800022162497, -0.2347186364901801, 2.959976008608937, 5.200031411174587, 2.0073887449502945, -10.310788741776406, 2.4126379978656765, 2.9989292507880974, 6.2676444542407985, 1.450981166212042, 0.8362624835968013, 0.6174553952243036, -2.543746139407158, 1.9605259330639906, -5.351422913856805, 6.82925883063823, 16.980137113928794, 3.9420165131755898, 0.7133457115665078, 6.782236166032135, -13.319941211044789, 0.6261833795880625, -3.644377998560667, 19.420286418468912, -3.3969198274612427, -1.1140025947657692, 2.4997170348465443, 5.957651516713541, -9.84387721868232, 2.0447842686426565, 4.712828268744051, 9.694127577001058, 5.130635058954358, 6.806478188889139, 5.2812330764532085, -14.62453402931282, -7.544391277730465, 4.330937519688158, -1.0420642006397247, 0.9224769416733642, 5.162309635877609, -1.563039278159648, -12.375938605070115, 4.552719144898918, -2.2385896961390976, 11.155324161295344, 9.388520155549049, 2.320077034720696, -8.428374025523663, -3.3053220577393523, 2.7292373706400395, -5.671064672827707, -13.499643433392048, 20.750479931095665, 6.781468723416328, -3.9219144831153936, -3.403763989470899, -1.538321368910085, 11.298134658932685, -0.4923166445783629, -2.3869966226816177, 1.5426541313222562, 0.9118497450649738, 1.165667457554334, -1.210550080537796]|12209.6757812500000000|      4.00000000|[811, 54, 1, 55]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[5.024456597574666, 10.240280999317765, -0.2938728936684867, 3.134391731098294, 5.8105539794004475, 3.2267968994379044, -10.554371839830338, 2.7969227325916286, 3.4461061840766716, 5.536713410615921, 1.0677207671088773, 0.8281906698644157, 1.3142897210147089, -2.2863878566026687, 1.4418379695782728, -5.462168254442513, 6.328139813037216, 17.11633694589138, 3.8215298886366913, 0.4734498760476709, 6.403978801997482, -12.901310104429722, 0.2817648538922617, -3.5034706215560436, 18.589924336941202, -2.8043298530578613, -1.6286252830592263, 2.596321851462126, 5.11818607739393, -9.785895258206875, 2.433676353002779, 4.4585673711076375, 9.919094758683645, 5.003785213902592, 6.170798407452219, 5.1676665958762165, -15.833833474465102, -7.578856687545777, 3.86307398976758, -1.358990262746811, 0.8587708118840118, 5.126423120945692, -1.304005449185878, -12.539644147753716, 3.1815985728087695, -1.9252981464564805, 11.334789544586588, 9.088651303648948, 2.755820247420586, -7.984092745482922, -3.6877252228413573, 2.1319261123239994, -5.917212618350969, -13.40245264351368, 21.160150790670937, 6.602698240876197, -4.112884591028411, -4.097348610423506, -1.4151342739832509, 11.205116700828075, -0.6984035781911864, -2.7690448719263077, 1.6441310837558423, 2.0276573975384236, 1.1192326564824517, -1.4366596895456314]|11984.1191406250000000|      8.00000000|[842, 56, 1, 57]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
