k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |5702.1250000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.5540489554405212, 2.1794484853744507]                                        |168.1762237548828125|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.5540489554405212, 2.1794484853744507]                                        |168.1762237548828125|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.9335619807243347, 0.2781342267990112]                                        |114.2088088989257812|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[3.9679171442985535, -2.3281444311141968]                                       | 21.8905334472656250|      8.00000000|[22, 0, 1, 6]                                                              | | GPS sucess | actual_k=0
       6|[3.9679171442985535, -2.3281444311141968]                                       | 21.8905334472656250|      4.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[3.9679171442985535, -2.3281444311141968]                                       | 21.8905334472656250|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[3.9679171442985535, -2.3281444311141968]                                       | 21.8905334472656250|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[2.9833884835243225, -2.1529211699962616]                                       | 15.2795047760009766|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[2.9833884835243225, -2.1529211699962616]                                       | 15.2795047760009766|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.9833884835243225, -2.1529211699962616]                                       | 15.2795047760009766|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[2.9833884835243225, -2.1529211699962616]                                       | 15.2795047760009766|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[3.2307401597499847, -2.1166286431252956]                                       |  3.3262100219726562|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
