k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.067071437835693, 10.360061556100845]                                         | 15.1032752990722656|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[8.075340628623962, 10.23172613978386]                                          | 14.5543889999389648|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[8.075340628623962, 10.23172613978386]                                          | 14.5543889999389648|      2.00000000|[19, 6, 1, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[8.075340628623962, 10.23172613978386]                                          | 14.5543889999389648|      1.00000000|[26, 8, 2, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[9.055548429489136, 10.033754825592041]                                         | 14.4796619415283203|      2.00000000|[33, 10, 2, 12]                                                            | | GPS sucess | actual_k=1
       6|[8.173409521579742, 10.504744231700897]                                         | 14.3205890655517578|      4.00000000|[39, 12, 2, 14]                                                            | | GPS sucess | actual_k=1
       7|[8.173409521579742, 10.504744231700897]                                         | 14.3205890655517578|      2.00000000|[45, 14, 2, 16]                                                            |  | used linear model with 5 points | actual_k=1
       8|[8.173409521579742, 10.504744231700897]                                         | 14.3205890655517578|      1.00000000|[51, 16, 3, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[8.173409521579742, 10.504744231700897]                                         | 14.3205890655517578|      0.50000000|[58, 18, 4, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
