k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[48.71147358417511, 150.87600618600845, -100.7468763589859, 0.7563686966896057, 1.0226913094520569]|83608.0703125000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[46.94851279258728, 152.57456356287003, -101.24065864086151, 3.857150375843048, 0.6377175748348236]|78149.7812500000000000|      4.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
       3|[44.95480251312256, 152.33042520284653, -97.84043300151825, 3.4502530992031097, 0.1494408547878265]|70624.1875000000000000|      8.00000000|[43, 6, 0, 3]                                                              | | GPS sucess | actual_k=2
       4|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|     16.00000000|[57, 8, 0, 4]                                                              | | GPS sucess | actual_k=2
       5|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      8.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      4.00000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      2.00000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      1.00000000|[168, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.50000000|[195, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      10|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.25000000|[222, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.12500000|[249, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      12|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.06250000|[276, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      13|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.03125000|[303, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.01562500|[330, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      15|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00781250|[357, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00390625|[384, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      17|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00195312|[411, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      18|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00097656|[439, 64, 1, 33]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=2
      19|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00048828|[466, 68, 1, 35]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      20|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00024414|[493, 72, 1, 37]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      21|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00012207|[521, 76, 2, 40]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=2
      22|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00006104|[548, 80, 2, 42]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      23|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00003052|[575, 84, 2, 44]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      24|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00001526|[602, 88, 2, 46]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      25|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00000763|[629, 92, 2, 48]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      26|[41.15532445907593, 148.75741165876389, -109.84895503520966, -4.121708303689957, -5.071511656045914]|-100000002004087734272.0000000000000000|      0.00000381|[656, 96, 2, 50]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
