k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.7995938143110835, -0.7646808318793774, -1.0052069157361985, -0.7937950265593827, -0.7848665241152049, -0.7781106393784285, -0.7736348055303097, -0.7714162964373827, -0.7713326580822468, -0.7731880892068148, -0.7767360333353281, -0.7816983994096518, -0.7877816354855895, -0.7946900252252818, -0.8021364463027567, -0.8098508596420289, -0.8175867881625891, -0.8251260083168745, -0.8322816707193852, -0.8389000661671162, -0.8448612198233605, -0.8500784851610661, -0.8544973015785218, -0.8580932646989823, -0.8608696900308133, -0.862854714691639, -0.8640981122851372, -0.8646679475903511, -0.8646470412611962, -0.8641295313835144, -0.8632173866033555, -0.8620170868933201, -0.8606364980340004, -0.8591819137334824, -0.8577553883194924, -0.8564523749053479, -0.8553596578538418, -0.854553609341383, -0.8540988333523274, -0.8540470890700818, -0.8544366352260113, -0.8552918426692486, -0.8566232167184353, -0.8584276393055916, -0.8606889910995961, -0.8633789747953415, -0.8664582550525666, -0.8698777213692666, -0.8735800340771676, -0.8775012373924256, -0.881572525203228, -0.885722103714943, -0.8898770540952683, -0.893965232372284, -0.8979171097278595, -0.9016675606369973, -0.9051575616002083, -0.9083357185125351, -0.91115962266922, -0.9135970801115036, -0.915626983344555, -0.9172400414943696, -0.9184391602873803, -0.9192395836114884, -0.9196687147021294, -0.91976557970047, -0.919580015540123, -0.9191715672612191, -0.9186079755425454, -0.9179634854197503, -0.9173167973756791, -0.9167488172650338, -0.9163401752710343, -0.9161685809493065, -0.9163060292601586, -0.9168160289525986, -0.9177507564425469, -0.919148351252079, -0.8907593965530396, -0.9233995631337166, -0.9262379139661789, -0.9295054107904435, -0.933139193058014, -0.9370537728071213, -0.6377282470464707, -0.9452768296003342, -0.9493156701326371, -0.9531043350696564, -0.9564842760562897, -0.9593008786439896, -0.9614143699407578, -0.9627129316329956, -0.9631285846233368, -0.9626560837030411, -0.9613750606775284, -0.9594758182764054, -0.9572891175746918, -0.9553201228380204, -0.9542872488498688, -0.9551659256219864]|498.4285278320312500|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       2|[-0.7995938143110835, -0.7646808318793774, -1.0052069157361985, -0.7937950265593827, -0.7848665241152049, -0.7781106393784285, -0.7736348055303097, -0.7714162964373827, -0.7713326580822468, -0.7731880892068148, -0.7767360333353281, -0.7816983994096518, -0.7877816354855895, -0.7946900252252818, -0.8021364463027567, -0.8098508596420289, -0.8175867881625891, -0.8251260083168745, -0.8322816707193852, -0.8389000661671162, -0.8448612198233605, -0.8500784851610661, -0.8544973015785218, -0.8580932646989823, -0.8608696900308133, -0.862854714691639, -0.8640981122851372, -0.8646679475903511, -0.8646470412611962, -0.8641295313835144, -0.8632173866033555, -0.8620170868933201, -0.8606364980340004, -0.8591819137334824, -0.8577553883194924, -0.8564523749053479, -0.8553596578538418, -0.854553609341383, -0.8540988333523274, -0.8540470890700818, -0.8544366352260113, -0.8552918426692486, -0.8566232167184353, -0.8584276393055916, -0.8606889910995961, -0.8633789747953415, -0.8664582550525666, -0.8698777213692666, -0.8735800340771676, -0.8775012373924256, -0.881572525203228, -0.885722103714943, -0.8898770540952683, -0.893965232372284, -0.8979171097278595, -0.9016675606369973, -0.9051575616002083, -0.9083357185125351, -0.91115962266922, -0.9135970801115036, -0.915626983344555, -0.9172400414943696, -0.9184391602873803, -0.9192395836114884, -0.9196687147021294, -0.91976557970047, -0.919580015540123, -0.9191715672612191, -0.9186079755425454, -0.9179634854197503, -0.9173167973756791, -0.9167488172650338, -0.9163401752710343, -0.9161685809493065, -0.9163060292601586, -0.9168160289525986, -0.9177507564425469, -0.919148351252079, -0.8907593965530396, -0.9233995631337166, -0.9262379139661789, -0.9295054107904435, -0.933139193058014, -0.9370537728071213, -0.6377282470464707, -0.9452768296003342, -0.9493156701326371, -0.9531043350696564, -0.9564842760562897, -0.9593008786439896, -0.9614143699407578, -0.9627129316329956, -0.9631285846233368, -0.9626560837030411, -0.9613750606775284, -0.9594758182764054, -0.9572891175746918, -0.9553201228380204, -0.9542872488498688, -0.9551659256219864]|498.4285278320312500|      1.00000000|[142, 52, 0, 13]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.7995938143110835, -0.7646808318793774, -1.0052069157361985, -0.7937950265593827, -0.7848665241152049, -0.7781106393784285, -0.7736348055303097, -0.7714162964373827, -0.7713326580822468, -0.7731880892068148, -0.7767360333353281, -0.7816983994096518, -0.7877816354855895, -0.7946900252252818, -0.8021364463027567, -0.8098508596420289, -0.8175867881625891, -0.8251260083168745, -0.8322816707193852, -0.8389000661671162, -0.8448612198233605, -0.8500784851610661, -0.8544973015785218, -0.8580932646989823, -0.8608696900308133, -0.862854714691639, -0.8640981122851372, -0.8646679475903511, -0.8646470412611962, -0.8641295313835144, -0.8632173866033555, -0.8620170868933201, -0.8606364980340004, -0.8591819137334824, -0.8577553883194924, -0.8564523749053479, -0.8553596578538418, -0.854553609341383, -0.8540988333523274, -0.8540470890700818, -0.8544366352260113, -0.8552918426692486, -0.8566232167184353, -0.8584276393055916, -0.8606889910995961, -0.8633789747953415, -0.8664582550525666, -0.8698777213692666, -0.8735800340771676, -0.8775012373924256, -0.881572525203228, -0.885722103714943, -0.8898770540952683, -0.893965232372284, -0.8979171097278595, -0.9016675606369973, -0.9051575616002083, -0.9083357185125351, -0.91115962266922, -0.9135970801115036, -0.915626983344555, -0.9172400414943696, -0.9184391602873803, -0.9192395836114884, -0.9196687147021294, -0.91976557970047, -0.919580015540123, -0.9191715672612191, -0.9186079755425454, -0.9179634854197503, -0.9173167973756791, -0.9167488172650338, -0.9163401752710343, -0.9161685809493065, -0.9163060292601586, -0.9168160289525986, -0.9177507564425469, -0.919148351252079, -0.8907593965530396, -0.9233995631337166, -0.9262379139661789, -0.9295054107904435, -0.933139193058014, -0.9370537728071213, -0.6377282470464707, -0.9452768296003342, -0.9493156701326371, -0.9531043350696564, -0.9564842760562897, -0.9593008786439896, -0.9614143699407578, -0.9627129316329956, -0.9631285846233368, -0.9626560837030411, -0.9613750606775284, -0.9594758182764054, -0.9572891175746918, -0.9553201228380204, -0.9542872488498688, -0.9551659256219864]|498.4285278320312500|      0.50000000|[262, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.7983079097582959, -0.7239362590014935, -1.169227558374405, -0.8007793693803251, -0.7854298131540418, -0.7740416654385627, -0.7668067418970168, -0.7636770291253925, -0.7644208713434637, -0.7686716510914267, -0.7759695117245429, -0.7857968194410205, -0.797607858851552, -0.8108533650636673, -0.8250003950204701, -0.8395479947328568, -0.8540391486138106, -0.8680694598704577, -0.8812928788363934, -0.8934249684214592, -0.9042439825832844, -0.913590095192194, -0.9213631182909012, -0.8989367179572583, -0.9320647262036801, -0.9350541263818741, -0.9365807801485062, -0.9367723867297173, -0.9357841342687607, -0.9337922438979149, -0.9309875398874283, -0.9275692842900753, -0.9237393468618393, -0.919696717709303, -0.9156325303018094, -0.9117256693542004, -0.9081389114260674, -0.9050156764686108, -0.9024774685502053, -0.900621871650219, -0.8995212867856026, -0.8992222242057324, -0.899745262414217, -0.9010855361819268, -0.9032138019800187, -0.9060780137777329, -0.9096053458750248, -0.9137045808136464, -0.9182689182460309, -0.9231789998710156, -0.9283061541616917, -0.9335158497095108, -0.9386711783707142, -0.9436363719403744, -0.9482802517712117, -0.9524795480072499, -0.9561221182346344, -0.9591097563505173, -0.9613608337938786, -0.9628125384449959, -0.9634226031601429, -0.9631707102060318, -0.9620592586696148, -0.9601136885583401, -0.9573822237551213, -0.953934944421053, -0.9498623788356781, -0.9452734898775816, -0.8584251768887043, -0.9350582670420409, -0.9297155926004053, -0.9244160789065063, -0.9193110845051706, -0.9145473507931456, -0.910261868685484, -0.9065767025575042, -0.9035937247797847, -0.9013895552605391, -0.8697398092597723, -0.8994697008281947, -0.8997406449168921, -0.900757408887148, -0.9024115849286318, -0.9045525781810284, -0.6035753853619099, -0.9094925627112389, -0.9118035651743412, -0.9136399172246457, -0.9147087775170804, -0.9147216409444809, -0.913413691520691, -0.9105673052370549, -0.906040544807911, -0.8998011156916619, -0.8919662564992905, -0.8828492119908333, -0.8730130150914193, -0.8633318722248078, -0.8550613403320313, -0.8499176159501076]|484.4727478027343750|      1.00000000|[284, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       5|[-0.7983079097582959, -0.7239362590014935, -1.169227558374405, -0.8007793693803251, -0.7854298131540418, -0.7740416654385627, -0.7668067418970168, -0.7636770291253925, -0.7644208713434637, -0.7686716510914267, -0.7759695117245429, -0.7857968194410205, -0.797607858851552, -0.8108533650636673, -0.8250003950204701, -0.8395479947328568, -0.8540391486138106, -0.8680694598704577, -0.8812928788363934, -0.8934249684214592, -0.9042439825832844, -0.913590095192194, -0.9213631182909012, -0.8989367179572583, -0.9320647262036801, -0.9350541263818741, -0.9365807801485062, -0.9367723867297173, -0.9357841342687607, -0.9337922438979149, -0.9309875398874283, -0.9275692842900753, -0.9237393468618393, -0.919696717709303, -0.9156325303018094, -0.9117256693542004, -0.9081389114260674, -0.9050156764686108, -0.9024774685502053, -0.900621871650219, -0.8995212867856026, -0.8992222242057324, -0.899745262414217, -0.9010855361819268, -0.9032138019800187, -0.9060780137777329, -0.9096053458750248, -0.9137045808136464, -0.9182689182460309, -0.9231789998710156, -0.9283061541616917, -0.9335158497095108, -0.9386711783707142, -0.9436363719403744, -0.9482802517712117, -0.9524795480072499, -0.9561221182346344, -0.9591097563505173, -0.9613608337938786, -0.9628125384449959, -0.9634226031601429, -0.9631707102060318, -0.9620592586696148, -0.9601136885583401, -0.9573822237551213, -0.953934944421053, -0.9498623788356781, -0.9452734898775816, -0.8584251768887043, -0.9350582670420409, -0.9297155926004053, -0.9244160789065063, -0.9193110845051706, -0.9145473507931456, -0.910261868685484, -0.9065767025575042, -0.9035937247797847, -0.9013895552605391, -0.8697398092597723, -0.8994697008281947, -0.8997406449168921, -0.900757408887148, -0.9024115849286318, -0.9045525781810284, -0.6035753853619099, -0.9094925627112389, -0.9118035651743412, -0.9136399172246457, -0.9147087775170804, -0.9147216409444809, -0.913413691520691, -0.9105673052370549, -0.906040544807911, -0.8998011156916619, -0.8919662564992905, -0.8828492119908333, -0.8730130150914193, -0.8633318722248078, -0.8550613403320313, -0.8499176159501076]|484.4727478027343750|      0.50000000|[400, 148, 0, 37]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.7983079097582959, -0.7239362590014935, -1.169227558374405, -0.8007793693803251, -0.7854298131540418, -0.7740416654385627, -0.7668067418970168, -0.7636770291253925, -0.7644208713434637, -0.7686716510914267, -0.7759695117245429, -0.7857968194410205, -0.797607858851552, -0.8108533650636673, -0.8250003950204701, -0.8395479947328568, -0.8540391486138106, -0.8680694598704577, -0.8812928788363934, -0.8934249684214592, -0.9042439825832844, -0.913590095192194, -0.9213631182909012, -0.8989367179572583, -0.9320647262036801, -0.9350541263818741, -0.9365807801485062, -0.9367723867297173, -0.9357841342687607, -0.9337922438979149, -0.9309875398874283, -0.9275692842900753, -0.9237393468618393, -0.919696717709303, -0.9156325303018094, -0.9117256693542004, -0.9081389114260674, -0.9050156764686108, -0.9024774685502053, -0.900621871650219, -0.8995212867856026, -0.8992222242057324, -0.899745262414217, -0.9010855361819268, -0.9032138019800187, -0.9060780137777329, -0.9096053458750248, -0.9137045808136464, -0.9182689182460309, -0.9231789998710156, -0.9283061541616917, -0.9335158497095108, -0.9386711783707142, -0.9436363719403744, -0.9482802517712117, -0.9524795480072499, -0.9561221182346344, -0.9591097563505173, -0.9613608337938786, -0.9628125384449959, -0.9634226031601429, -0.9631707102060318, -0.9620592586696148, -0.9601136885583401, -0.9573822237551213, -0.953934944421053, -0.9498623788356781, -0.9452734898775816, -0.8584251768887043, -0.9350582670420409, -0.9297155926004053, -0.9244160789065063, -0.9193110845051706, -0.9145473507931456, -0.910261868685484, -0.9065767025575042, -0.9035937247797847, -0.9013895552605391, -0.8697398092597723, -0.8994697008281947, -0.8997406449168921, -0.900757408887148, -0.9024115849286318, -0.9045525781810284, -0.6035753853619099, -0.9094925627112389, -0.9118035651743412, -0.9136399172246457, -0.9147087775170804, -0.9147216409444809, -0.913413691520691, -0.9105673052370549, -0.906040544807911, -0.8998011156916619, -0.8919662564992905, -0.8828492119908333, -0.8730130150914193, -0.8633318722248078, -0.8550613403320313, -0.8499176159501076]|484.4727478027343750|      0.25000000|[518, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.7735858942731284, -0.6518677242100239, -1.1887478820979596, -0.8477906106971205, -0.8368737922981382, -0.827455794159323, -0.8198852964676917, -0.8143690062686801, -0.8109953782521189, -0.8097560374997557, -0.8105648671160453, -0.8132751306518913, -0.8176945310086012, -0.8235985293984414, -0.8307419437449426, -0.8388689565006644, -0.8477216802537442, -0.8570473996922374, -0.8666045192629099, -0.8761674288660288, -0.8855303183197976, -0.8945100542157889, -0.9029481999576092, -0.8821300875395537, -0.9176962554454804, -0.9238207751885057, -0.9442458471283317, -0.9333023910410703, -0.9366260374779813, -0.9390201756730676, -0.940521576628089, -0.9411846810951829, -0.941079280525446, -0.9402880214154721, -0.9389038637280465, -0.9370275877416134, -0.9347652450203896, -0.9322256773710251, -0.9295181568711997, -0.9267500687390566, -0.9240248270332814, -0.9214398723095656, -0.9190849244594574, -0.9170403715223074, -0.9153759062290192, -0.9141494018957019, -0.9134060132317245, -0.9131774819223211, -0.9134817660786212, -0.914322847686708, -0.9156907929107547, -0.9175621040165425, -0.9199002582579852, -0.9226564887911082, -0.9257707756012679, -0.9291730087250472, -0.9327844522893429, -0.9365192104130984, -0.9402859687805176, -0.9439898610115052, -0.9475343257188797, -0.9508232010528446, -0.9537627326324583, -0.9565014445222915, -0.9582435909658671, -0.9596284592524171, -0.9603550845757127, -0.9603728150948883, -0.8777774322777987, -0.9581518687307835, -0.9558893145993352, -0.9528725265525282, -0.9491355109028519, -0.9447317911079154, -0.9397344265133143, -0.9342357052490116, -0.9283462578430772, -0.92219369225204, -0.8856496989727021, -0.909682371839881, -0.9036431889515371, -0.8979729231912643, -0.8928419474512339, -0.888415838778019, -0.581435189768672, -0.8822766944766045, -0.880808287486434, -0.8805163681507111, -0.8814272873103619, -0.8835093148052693, -0.8866601392626763, -0.890692887082696, -0.8953209334984422, -0.9001414144702722, -0.9046172799542547, -0.908057925477624, -0.9095984354615212, -0.908177050948143, -0.9025112792849541, -0.8910722240805626]|478.8270874023437500|      0.50000000|[541, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       8|[-0.7733828014286701, -0.6342081401497126, -1.2913513399660588, -0.8446881239768118, -0.8293070543557406, -0.8165111138485373, -0.8067026992328465, -0.8000771544873715, -0.7966617072932423, -0.796350082103163, -0.7989328837837093, -0.8041243303567172, -0.811585348751396, -0.8209435420110822, -0.8318101668963209, -0.8891180003527552, -0.8565150743350387, -0.8696104038506747, -0.8827453546226025, -0.8956174619495869, -0.9079609282314778, -0.9195492967963219, -0.9301968507468701, -0.9111767198890448, -0.948131100460887, -0.9552481325343252, -0.9762949032709003, -0.9656363648362458, -0.9689495581085794, -0.9710849413648248, -0.9721302699297667, -0.972193224541843, -0.9713975295424462, -0.9698789782822133, -0.9677815578877926, -0.9652537751942873, -0.9624450739473105, -0.9595024820417166, -0.9565675735473633, -0.9537736132740975, -0.951243144646287, -0.9490857936441899, -0.9473965328186751, -0.9462541911751032, -0.9457204017788172, -0.9458388892933727, -0.9466351407580078, -0.9481163426069543, -0.950271783117205, -0.9530734663829208, -0.9564770555123687, -0.960423155874014, -0.9648387853056193, -0.9696391049772501, -0.9747293304651976, -0.9800067890435458, -0.9853632330894471, -0.9906870696693659, -0.9645431090146304, -1.000788401067257, -1.0053478173911572, -1.0094432218000293, -1.0129823127761484, -1.0161212363280356, -1.0180779483169318, -1.0195112491026521, -1.0201450923457742, -1.0199585987254978, -0.9370814200490714, -1.0171336114406586, -1.0145477132871747, -1.011246935185045, -1.007305598538369, -1.0028160815825686, -0.9978874411433936, -0.9926437197253108, -0.9872216360643506, -0.9817678678780795, -0.9461648866534234, -0.9713821534067393, -0.9667621459346265, -0.962725628586486, -0.9594115439802409, -0.9569427251815796, -0.6520061429589987, -0.9549151092767716, -0.9554661225527525, -0.9570685356855393, -0.9596694253385067, -0.9631597541272641, -0.9673673242330552, -0.9720493528991938, -0.9768852258101106, -0.9814694563217927, -0.9853048102930189, -0.9877958346158267, -0.9882429942488671, -0.9858371123671532, -0.9796549037098885, -0.9686551868915558]|461.9911499023437500|      1.00000000|[564, 208, 0, 52]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       9|[-0.7733828014286701, -0.6342081401497126, -1.2913513399660588, -0.8446881239768118, -0.8293070543557406, -0.8165111138485373, -0.8067026992328465, -0.8000771544873715, -0.7966617072932423, -0.796350082103163, -0.7989328837837093, -0.8041243303567172, -0.811585348751396, -0.8209435420110822, -0.8318101668963209, -0.8891180003527552, -0.8565150743350387, -0.8696104038506747, -0.8827453546226025, -0.8956174619495869, -0.9079609282314778, -0.9195492967963219, -0.9301968507468701, -0.9111767198890448, -0.948131100460887, -0.9552481325343252, -0.9762949032709003, -0.9656363648362458, -0.9689495581085794, -0.9710849413648248, -0.9721302699297667, -0.972193224541843, -0.9713975295424462, -0.9698789782822133, -0.9677815578877926, -0.9652537751942873, -0.9624450739473105, -0.9595024820417166, -0.9565675735473633, -0.9537736132740975, -0.951243144646287, -0.9490857936441899, -0.9473965328186751, -0.9462541911751032, -0.9457204017788172, -0.9458388892933727, -0.9466351407580078, -0.9481163426069543, -0.950271783117205, -0.9530734663829208, -0.9564770555123687, -0.960423155874014, -0.9648387853056193, -0.9696391049772501, -0.9747293304651976, -0.9800067890435458, -0.9853632330894471, -0.9906870696693659, -0.9645431090146304, -1.000788401067257, -1.0053478173911572, -1.0094432218000293, -1.0129823127761484, -1.0161212363280356, -1.0180779483169318, -1.0195112491026521, -1.0201450923457742, -1.0199585987254978, -0.9370814200490714, -1.0171336114406586, -1.0145477132871747, -1.011246935185045, -1.007305598538369, -1.0028160815825686, -0.9978874411433936, -0.9926437197253108, -0.9872216360643506, -0.9817678678780795, -0.9461648866534234, -0.9713821534067393, -0.9667621459346265, -0.962725628586486, -0.9594115439802409, -0.9569427251815796, -0.6520061429589987, -0.9549151092767716, -0.9554661225527525, -0.9570685356855393, -0.9596694253385067, -0.9631597541272641, -0.9673673242330552, -0.9720493528991938, -0.9768852258101106, -0.9814694563217927, -0.9853048102930189, -0.9877958346158267, -0.9882429942488671, -0.9858371123671532, -0.9796549037098885, -0.9686551868915558]|461.9911499023437500|      0.50000000|[685, 252, 0, 63]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.7713499341345531, -0.9110949581701981, -1.2251623017643205, -0.7794756935614976, -0.7720515492461542, -0.7455255075747775, -0.7673698824284835, -0.7702542911545591, -0.7600842532774388, -0.7857637896291121, -0.7978001256648056, -0.8121864825934086, -0.8284918708685524, -0.8462644229513325, -0.8650463231655426, -0.9297101593804117, -0.9038514327688825, -0.9469168220915055, -0.957733175850846, -0.9590914668065639, -0.9753389947718243, -0.9900540585382878, -0.8808391963929207, -0.9855511654301676, -1.0232391972056747, -1.0302943697819131, -1.0504966367339286, -1.0382311393279207, -1.0356705524371996, -0.9626803058819654, -1.0356429261030378, -1.015207251616547, -1.0503970004342047, -0.9405577657394276, -0.9881924471452382, -0.974821383645175, -0.9931945184805493, -0.983691760767354, -0.9740989683821509, -0.9646370894917529, -0.9555172704885697, -0.9469376013413947, -0.9390802312853426, -0.9321087389072514, -0.9261659182794895, -0.916137499218032, -0.9169056561486076, -0.9213082081434081, -0.9147163403442794, -0.9268994662019971, -0.9171007397986771, -0.92031754784056, -0.9476639615644543, -0.9305122757206185, -0.9638376758832069, -0.9724526368431761, -0.9536672375810323, -0.9921996136670738, -0.9413899793361327, -1.0067405978316455, -0.9775434689508983, -1.0032406877644775, -1.0131901012407272, -1.0229520246955466, -1.0316345706593135, -1.0397827131713038, -1.0470043856528852, -1.05316248602421, -0.9586080410022485, -1.0618438154700593, -1.064205582876824, -1.0546765264332414, -1.0427650740276018, -1.0414506282921452, -1.0598963277232432, -1.034135699920409, -1.050132294777291, -1.0437338889187218, -1.0062827742644922, -1.028797838936695, -1.0206951084905544, -1.0124930698498054, -1.0044519669085825, -0.996838191888837, -0.7144625430778689, -0.9839387520085431, -0.9791375295970358, -1.0116000479995448, -0.9738054635829962, -1.0106911631147102, -1.0143808807850019, -0.9776922998418853, -1.0128029710082023, -1.0072269340445286, -1.0094241215934294, -0.998741544252152, -1.0022101431322499, -1.0040876302403354, -1.0021825737626586, -0.9958610500236894]|451.2660217285156250|      1.00000000|[740, 272, 0, 68]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
