k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0]                                                                      |  1.1352617173483783|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.01562500|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.00781250|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.00390625|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0, 1.0]                                                                      |  1.1352617173483783|      0.00195312|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[3.06564215862e-05, 1.0006904294132255]                                         |  0.6156121492385864|      0.00390625|[50, 0, 9, 19]                                                             | | GPS sucess | actual_k=0
      11|[3.06564215862e-05, 1.0006904294132255]                                         |  0.6156121492385864|      0.00195312|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
