k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8206274509429932, 0.5714635252952576]                                        |  0.0191096663475037|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.8206274509429932, 0.5714635252952576]                                        |  0.0191096663475037|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.8206274509429932, 0.5714635252952576]                                        |  0.0191096663475037|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.8206274509429932, 0.5714635252952576]                                        |  0.0191096663475037|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.6309802532196045, 0.7343559414148331]                                        |  0.0000790375124780|      0.50000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[0.6309802532196045, 0.7343559414148331]                                        |  0.0000790375124780|      0.25000000|[22, 6, 3, 9]                                                              |  | used linear model with 5 points | actual_k=1
       7|[0.6309802532196045, 0.7343559414148331]                                        |  0.0000790375124780|      0.12500000|[25, 7, 3, 10]                                                             |  | used linear model with 5 points | actual_k=1
       8|[0.6309802532196045, 0.7343559414148331]                                        |  0.0000790375124780|      0.06250000|[28, 8, 3, 11]                                                             |  | used linear model with 5 points | actual_k=1
       9|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.12500000|[31, 9, 3, 12]                                                             | | GPS sucess | actual_k=1
      10|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.06250000|[34, 10, 3, 13]                                                            |  | used linear model with 5 points | actual_k=1
      11|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.03125000|[37, 11, 3, 14]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.01562500|[40, 12, 3, 15]                                                            |  | used linear model with 5 points | actual_k=1
      13|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.00781250|[43, 13, 3, 16]                                                            |  | used linear model with 5 points | actual_k=1
      14|[0.6419317070394754, 0.7958889864385128]                                        |  0.0000004646692275|      0.00390625|[46, 14, 3, 17]                                                            |  | used linear model with 5 points | actual_k=1
      15|[0.638839878840372, 0.7982763252221048]                                         |  0.0000000863063789|      0.00781250|[49, 15, 3, 18]                                                            | | GPS sucess | actual_k=1
      16|[0.638839878840372, 0.7982763252221048]                                         |  0.0000000863063789|      0.00390625|[52, 16, 3, 19]                                                            |  | used linear model with 5 points | actual_k=1
      17|[0.6399938876274973, 0.8020082220900804]                                        |  0.0000000644737668|      0.00781250|[55, 17, 3, 20]                                                            | | GPS sucess | actual_k=1
