k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1296217143535614, 5.991563498973846]                                         |  2.2153885364532471|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[1.5801853835582733, 7.940150678157806]                                         |  0.7602234482765198|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[1.5801853835582733, 7.940150678157806]                                         |  0.7602234482765198|      2.00000000|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       4|[0.8329233825206757, 11.869730651378632]                                        |  0.2179255187511444|      4.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[0.8329233825206757, 11.869730651378632]                                        |  0.2179255187511444|      2.00000000|[31, 10, 1, 11]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.8329233825206757, 11.869730651378632]                                        |  0.2179255187511444|      1.00000000|[38, 12, 2, 14]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.2503050863742828, 10.960999429225922]                                        |  0.0564453415572643|      2.00000000|[45, 14, 2, 16]                                                            | | GPS sucess | actual_k=1
       8|[1.2503050863742828, 10.960999429225922]                                        |  0.0564453415572643|      1.00000000|[51, 16, 3, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.2503050863742828, 10.960999429225922]                                        |  0.0564453415572643|      0.50000000|[58, 18, 3, 21]                                                            |  | used linear model with 5 points | actual_k=1
