k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.5426242649555206, 0.3026815712451935]                                        | 54.9016265869140625|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.7410806119441986, -0.1707219421863556]                                       |  9.5780630111694336|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.7410806119441986, -0.1707219421863556]                                       |  9.5780630111694336|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1571385562419891, 0.3944308221340179]                                        |  0.9355010390281677|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.1571385562419891, 0.3944308221340179]                                        |  0.9355010390281677|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.1571385562419891, 0.3944308221340179]                                        |  0.9355010390281677|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.2467213571071625, 0.644947862625122]                                        |  0.7991943955421448|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-0.2467213571071625, 0.644947862625122]                                        |  0.7991943955421448|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.2467213571071625, 0.644947862625122]                                        |  0.7991943955421448|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.2467213571071625, 0.644947862625122]                                        |  0.7991943955421448|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.1227718219161034, 0.6780899822711944]                                       |  0.7748566269874573|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-0.1227718219161034, 0.6780899822711944]                                       |  0.7748566269874573|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.1227718219161034, 0.6780899822711944]                                       |  0.7748566269874573|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
