k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8998366594314575, 5.994971036911011]                                         |  1.9332306385040283|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.8998366594314575, 5.994971036911011]                                         |  1.9332306385040283|      1.00000000|[8, 2, 1, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.8998366594314575, 5.994971036911011]                                         |  1.9332306385040283|      0.50000000|[13, 3, 1, 6]                                                              |  | used linear model with 5 points | actual_k=1
       4|[0.6039639711380005, 6.398033529520035]                                         |  1.2427184581756592|      1.00000000|[16, 4, 1, 7]                                                              | | GPS sucess | actual_k=1
       5|[0.9062911906042768, 7.351237732390432]                                         |  0.6171639617467639|      2.00000000|[20, 5, 2, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.9062911906042768, 7.351237732390432]                                         |  0.6171639617467639|      1.00000000|[24, 7, 3, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.57604635141284, 8.295133072356252]                                           |  0.2584190666675568|      2.00000000|[28, 8, 3, 14]                                                             | | GPS sucess | actual_k=1
       8|[1.559916857699461, 10.036396700362234]                                         |  0.1630408018827438|      4.00000000|[31, 9, 3, 15]                                                             | | GPS sucess | actual_k=1
       9|[1.559916857699461, 10.036396700362234]                                         |  0.1630408018827438|      2.00000000|[35, 10, 3, 17]                                                            |  | used linear model with 5 points | actual_k=1
      10|[1.559916857699461, 10.036396700362234]                                         |  0.1630408018827438|      1.00000000|[38, 12, 4, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
