k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2712907686829567, 0.9312790557742119, -1.0970190435647964, 1.1727188378572464, -1.2492303669452667, 1.254969835281372, -1.1354218244552612, 1.0827438309788704, -1.1421121701598167, 0.9875145554542542, -1.1576421864330768, 0.9812172446399927, -1.0291798084974288, 0.9508732259273529, -1.1545981176197528, 1.0071268267929554, -1.0419058918952941, 1.031280990689993, -1.326677080988884, 0.8382366001605988, -1.292674471437931, 1.036513939499855, -1.1620135836303234, 1.0238668955862522, -1.4594976425170898, 1.0294882021844387, -1.0614054918289184, 0.8543081134557724, -1.2769119188189506, 1.0143693909049034, -1.194216535706073, 0.9245707094669342, -1.1968265742063522, 1.1241767406463623, -1.1528439976274967, 0.9773881956934929, -1.122159619629383, 1.0122561734169722, -1.2914875492453575, 0.9605039358139038, -1.2377082079648971, 1.0652458891272545, -1.1895763993263244, 0.8957462459802628, -1.0562205582857132, 1.013080546632409, -1.0880474343895912, 0.8683275282382965, -1.1571009501814842, 1.1400115489959717, -1.1343260005116462, 0.914754644036293, -1.2840654969215393, 1.0023392816074193, -1.111649078130722, 0.9485253803431988, -1.1426755607128143, 0.9876551143825054, -1.3460978835821151, 0.8712480962276459, -1.4343330234289169, 0.8911892995238304, -0.9748921513557434, 0.9121223241090775, -1.2500282868742942, 1.0417690314352512, -1.1427343904972076, 0.9041200429201126, -1.0477241694927215, 1.1011368781328201, -1.1667293056845665, 0.9140102863311768, -1.1312091246247291, 1.078077033162117, -1.2325869470834732, 1.0196085907518864, -1.2080720093101263, 0.933137483894825, -1.2371503084897995, 1.0747011601924896, -1.116400447487831, 0.9853035807609558, -1.1410063177347183, 0.9786667618900537, -1.3521916389465332, 0.7004837989807129, -1.2091599561274051, 0.8773473054170609, -1.1578678347170352, 1.058690868318081, -1.194978342205286, 1.1738337874412537, -1.2529648773372173, 0.9748478308320045, -1.227103029191494, 0.8094208836555481, -1.0950648307800293, 1.0315873473882675, -1.1681595340371131, 1.045588232576847]|24758.9589843750000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[-1.2715897431132643, 0.7879344953631653, -0.9086932738158723, 1.1611661970776943, -1.047928570527052, 1.2178506225471812, -0.8516151858622665, 0.6855636613999825, -1.1655453549443657, 0.8318007472509499, -1.3758206564152824, 1.2549706778566088, -1.0303832099407508, 0.9789434983848218, -1.085023385956698, 0.3600844635226689, -1.0317082582814103, 0.817425402169031, -1.3725603678367577, 0.7175789725416031, -1.7778916396132216, 0.6080524105732442, -1.1138771887852312, 0.7558510984341584, -1.179024522950097, 0.6325267957026548, -1.0092655794701177, 0.7065537341450882, -1.104393816750685, 0.9683874019925567, -1.258558035557856, 0.985661713782465, -1.1720700563198454, 0.7146473745138782, -1.1866608681898405, 0.9150596024483512, -1.2033595977621667, 1.1506816953374752, -1.3092073657602001, 0.8111847181713827, -1.6374500337703624, 0.925011732679428, -1.1037419694071187, 0.7239379745474666, -1.3243582703124157, 1.1882570449830672, -1.3091246075746215, 0.6958857669106727, -1.253482606674547, 1.1016146872385129, -1.367940356579823, 0.8039336267454498, -1.200219921555212, 0.8549089918976882, -1.0583621471206235, 0.8233936058250753, -1.0769944871769455, 1.058491214626812, -1.4745943280418283, 0.6290060560060143, -0.9500039810714048, 0.679624623847552, -1.0739267556602548, 1.255275242093929, -1.0664392021517304, 1.2379565454675907, -0.9221841232421975, 0.9351882198759169, -1.2449289403159485, 0.787811193056252, -1.1781668038249111, 0.6034078330313548, -0.9893507535529035, 0.8677184210783727, -1.1642425956724918, 0.7904427683603278, -0.8963511495569112, 0.6635189421261973, -1.1407735708199882, 1.0667315941013498, -1.0203165005148378, 0.9575451243570058, -1.2001980083913013, 0.9414777597883361, -1.4078539612984833, 0.730150329002858, -1.1080104112128868, 0.8283325303410091, -0.8440140280033689, 1.0414612008906572, -1.1655749078386928, 1.1435255463513714, -1.135788027003027, 0.8923222823321574, -1.1039369603064815, 0.920300464644198, -0.966390015543777, 0.8445624259858902, -1.344376294521903, 1.3307550308805915]|22759.7578125000000000|      4.00000000|[71, 10, 0, 5]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | iterate success | actual_k=2
       3|[-1.2715897431132643, 0.7879344953631653, -0.9086932738158723, 1.1611661970776943, -1.047928570527052, 1.2178506225471812, -0.8516151858622665, 0.6855636613999825, -1.1655453549443657, 0.8318007472509499, -1.3758206564152824, 1.2549706778566088, -1.0303832099407508, 0.9789434983848218, -1.085023385956698, 0.3600844635226689, -1.0317082582814103, 0.817425402169031, -1.3725603678367577, 0.7175789725416031, -1.7778916396132216, 0.6080524105732442, -1.1138771887852312, 0.7558510984341584, -1.179024522950097, 0.6325267957026548, -1.0092655794701177, 0.7065537341450882, -1.104393816750685, 0.9683874019925567, -1.258558035557856, 0.985661713782465, -1.1720700563198454, 0.7146473745138782, -1.1866608681898405, 0.9150596024483512, -1.2033595977621667, 1.1506816953374752, -1.3092073657602001, 0.8111847181713827, -1.6374500337703624, 0.925011732679428, -1.1037419694071187, 0.7239379745474666, -1.3243582703124157, 1.1882570449830672, -1.3091246075746215, 0.6958857669106727, -1.253482606674547, 1.1016146872385129, -1.367940356579823, 0.8039336267454498, -1.200219921555212, 0.8549089918976882, -1.0583621471206235, 0.8233936058250753, -1.0769944871769455, 1.058491214626812, -1.4745943280418283, 0.6290060560060143, -0.9500039810714048, 0.679624623847552, -1.0739267556602548, 1.255275242093929, -1.0664392021517304, 1.2379565454675907, -0.9221841232421975, 0.9351882198759169, -1.2449289403159485, 0.787811193056252, -1.1781668038249111, 0.6034078330313548, -0.9893507535529035, 0.8677184210783727, -1.1642425956724918, 0.7904427683603278, -0.8963511495569112, 0.6635189421261973, -1.1407735708199882, 1.0667315941013498, -1.0203165005148378, 0.9575451243570058, -1.2001980083913013, 0.9414777597883361, -1.4078539612984833, 0.730150329002858, -1.1080104112128868, 0.8283325303410091, -0.8440140280033689, 1.0414612008906572, -1.1655749078386928, 1.1435255463513714, -1.135788027003027, 0.8923222823321574, -1.1039369603064815, 0.920300464644198, -0.966390015543777, 0.8445624259858902, -1.344376294521903, 1.3307550308805915]|22759.7578125000000000|      2.00000000|[183, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-1.1580481376823024, 1.073488682891199, -1.0547236190062645, 0.9779389845258564, -0.8146159129027596, 1.3922083763838562, -1.1151459297843718, 0.8539701736678463, -1.1342233123714502, 0.9397306316883233, -1.060876677152517, 1.5528867705886014, -1.0821685006531763, 0.9244355585247817, -0.8128735450307079, 0.4045494467558928, -1.010996216097177, 1.110544547569383, -1.45038394761494, 0.6656228777151925, -1.609118641498821, 0.6663978423465637, -0.8008998679789534, 0.9773352527024299, -1.0209998076463793, 0.2926568148913583, -1.096313249479886, 0.711960294372245, -0.7636570879920968, 0.8419595874636734, -1.093292145837836, 0.9779210254000051, -0.9829416309817547, 0.6001980698810186, -1.1528206754294879, 1.1432951149196022, -0.7392854639133735, 0.923399759871376, -1.2120417508285, 0.8196417080437747, -1.4137921021912065, 0.6648531277327931, -1.1940322077224057, 0.5291760485880426, -1.4963646111265392, 1.060518154121329, -1.3113823265748998, 0.7906851324369472, -0.7985587663553273, 1.0593676822591007, -1.3591385103276472, 0.6295247192698596, -0.907852435444867, 0.5976930266882067, -0.9428800497799341, 0.6573280005689863, -1.1409297729279484, 0.8024398876439257, -1.1819090403279888, 0.6722998793620469, -0.8976496619121156, 0.4718004272497603, -0.8582869609394548, 1.098341113052012, -1.0821793534024104, 1.6263575679707742, -0.847897764988585, 0.9572447874614085, -1.2353772203198539, 0.8074578041962286, -1.2630613365005554, 0.7898422774391011, -1.0475922719393302, 1.1594892945636224, -1.0698296564849687, 0.8304226179191547, -0.5345315692691903, 0.6259467829714399, -1.1468367178425793, 1.0329197366847263, -1.1881213250243692, 0.8754815959405061, -1.2104209595628945, 0.5004152465161344, -1.186117380600609, 0.6203934155672699, -0.8736651887422116, 0.2659035487585314, -0.7620865869826917, 0.9390087210051961, -1.057508896257164, 0.942803312170257, -1.350631977756532, 0.6000104375643049, -1.3356960857669637, 0.9002169108739614, -0.6950892921455704, 1.0455989643320174, -1.1520001264028146, 1.301829070846126]|21034.0683593750000000|      4.00000000|[240, 34, 1, 18]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | iterate success | actual_k=2
       5|[-1.1580481376823024, 1.073488682891199, -1.0547236190062645, 0.9779389845258564, -0.8146159129027596, 1.3922083763838562, -1.1151459297843718, 0.8539701736678463, -1.1342233123714502, 0.9397306316883233, -1.060876677152517, 1.5528867705886014, -1.0821685006531763, 0.9244355585247817, -0.8128735450307079, 0.4045494467558928, -1.010996216097177, 1.110544547569383, -1.45038394761494, 0.6656228777151925, -1.609118641498821, 0.6663978423465637, -0.8008998679789534, 0.9773352527024299, -1.0209998076463793, 0.2926568148913583, -1.096313249479886, 0.711960294372245, -0.7636570879920968, 0.8419595874636734, -1.093292145837836, 0.9779210254000051, -0.9829416309817547, 0.6001980698810186, -1.1528206754294879, 1.1432951149196022, -0.7392854639133735, 0.923399759871376, -1.2120417508285, 0.8196417080437747, -1.4137921021912065, 0.6648531277327931, -1.1940322077224057, 0.5291760485880426, -1.4963646111265392, 1.060518154121329, -1.3113823265748998, 0.7906851324369472, -0.7985587663553273, 1.0593676822591007, -1.3591385103276472, 0.6295247192698596, -0.907852435444867, 0.5976930266882067, -0.9428800497799341, 0.6573280005689863, -1.1409297729279484, 0.8024398876439257, -1.1819090403279888, 0.6722998793620469, -0.8976496619121156, 0.4718004272497603, -0.8582869609394548, 1.098341113052012, -1.0821793534024104, 1.6263575679707742, -0.847897764988585, 0.9572447874614085, -1.2353772203198539, 0.8074578041962286, -1.2630613365005554, 0.7898422774391011, -1.0475922719393302, 1.1594892945636224, -1.0698296564849687, 0.8304226179191547, -0.5345315692691903, 0.6259467829714399, -1.1468367178425793, 1.0329197366847263, -1.1881213250243692, 0.8754815959405061, -1.2104209595628945, 0.5004152465161344, -1.186117380600609, 0.6203934155672699, -0.8736651887422116, 0.2659035487585314, -0.7620865869826917, 0.9390087210051961, -1.057508896257164, 0.942803312170257, -1.350631977756532, 0.6000104375643049, -1.3356960857669637, 0.9002169108739614, -0.6950892921455704, 1.0455989643320174, -1.1520001264028146, 1.301829070846126]|21034.0683593750000000|      2.00000000|[353, 50, 2, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-1.0138299307973697, 1.169047415038046, -1.1762929747522546, 0.8811041348955677, -0.8705316783543189, 1.2652440735641304, -1.1737958188714273, 0.9568909521627241, -1.1807639385771398, 0.9472748529311245, -0.9831255965226683, 1.4822947502688504, -0.9353421063250473, 0.8297996346263683, -1.0224753750997504, 0.3632548881836967, -0.8864360963458702, 1.3835483868015772, -1.3683735617575428, 0.7354453502191262, -1.6694737649681068, 0.5295242498007813, -0.9197644490265923, 0.7645825749533021, -0.9825749120236054, -0.075733364434879, -1.0835948855585822, 0.4038796309921316, -0.9931537880108645, 0.830065765511758, -0.6272774199903167, 1.189179590781161, -0.6465057258920398, 0.85816551144534, -1.2990119098385515, 0.8901387763157611, -0.5853764904507341, 0.6024647898490317, -1.2121633939656586, 0.6959634218526909, -1.4603462235323783, 1.04960399753984, -1.0424398756232462, 0.3700118350675669, -1.6351110558711381, 0.8556655669415127, -0.9531510922356135, 0.805463789562081, -0.6694954685694647, 1.1204095991225707, -1.1980932665549107, 0.9139030974948434, -0.9731283236434511, 0.4599305115631168, -0.4849655150764242, 0.7558507858885416, -1.365954984237964, 0.5959452354114729, -1.1705862333232644, 0.4922727078507327, -0.7082555860388322, 0.5713480494847152, -1.0529809345938697, 1.2385307706228965, -0.9296272316235465, 1.1767951943567603, -0.9040286355796779, 0.8073820161480743, -1.4179442845758614, 0.7937595711482983, -0.9496375193022379, 0.8529801210030735, -1.3154314624050756, 1.2353603711815637, -0.7665372596280705, 0.6184281769143694, -0.2296130688652677, 0.443886199287665, -1.4974204262538637, 1.2721832879062671, -1.0396376540894112, 1.1490778727993434, -0.7445625614135454, 0.698594363565654, -1.0282163340873898, 0.7036873851537653, -0.6669108465560072, 0.0936491604735128, -0.784732364613504, 0.8545978310114145, -0.8016185395079816, 0.9273678322284967, -1.14797077136649, 0.2799351895478543, -1.390385871729966, 0.802229358600069, -0.6077353025072627, 0.9767644437831894, -0.9441000072426695, 1.5221271306368385]|19787.6445312500000000|      4.00000000|[395, 56, 2, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       7|[-1.302522383631903, 0.8018110086982572, -0.8779894681801634, 1.162932346480389, -0.8370319379561901, 1.0910068450786568, -1.4877941018325982, 0.6191255407895228, -1.2339622428977794, 1.1052031579035468, -1.4138558420066774, 1.2576665809947039, -0.4171787111916347, 0.4795568394169024, -1.1497473367731845, 0.5158071763295987, -0.6027150005516199, 1.4506585279978428, -0.9173187422951754, 1.301486807591576, -1.5554015606110325, -0.0742519515866796, -1.1507083708605332, 0.6087408268898665, -1.1508531150670864, -0.0206623563568132, -0.9846341846923653, 0.7128811061087137, -1.1519808042085715, 0.5243411317453969, -0.4825009460893324, 1.2270284472953898, -0.1729703049492478, 1.276362887877916, -0.6439167810470099, 0.6982958819762695, -0.6701849923806321, -0.3490754302112844, -1.1301605487992343, 0.0422384554654848, -1.693524072854237, 1.4459968170459447, -0.8258113512373115, 0.0506297627085809, -1.603306153027824, 0.6002680378715386, -0.3520961932628673, 0.7615588000790559, -0.4277180195509176, 1.0144453361228445, -0.5756036267732395, 1.2428052510295517, -0.8113024824755714, 0.3616157941821152, -1.1477937275125574, 0.520801193035272, -1.0564895435643105, 0.8190644986659068, -1.378284279088426, -0.3283158831746247, -0.536429081908446, -0.0471226015201907, -1.134443074326772, 0.4381527732846781, -0.1551224147682296, 1.16708262670993, -0.714639916692558, 0.8223966543429667, -1.158100200692807, 1.0378355678748044, -1.2969391230697687, 1.558426958423742, -0.5555825510117675, 0.5476054245031505, -0.3050350933172463, 1.3155617371150463, -0.3449374345283325, 0.1353142002879201, -0.6397333674746103, 1.2244191490453318, -1.085996882992043, 0.934689752527488, -1.0419047007838793, -0.0042358305092185, -0.5813077461223215, 0.2732841135879452, -1.0672909913527733, -0.4866963816959191, -0.6633432940388225, 0.6308516773839188, -0.1605647246711345, 0.4418724906881963, -0.7699834284786864, 0.3712868495760245, -1.1421222861200815, 0.7357746892148396, -0.2981519360913182, 0.2103708755179804, -1.0637957062635774, 1.9674291325535658]|19255.2578125000000000|      8.00000000|[466, 66, 3, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       8|[-1.302522383631903, 0.8018110086982572, -0.8779894681801634, 1.162932346480389, -0.8370319379561901, 1.0910068450786568, -1.4877941018325982, 0.6191255407895228, -1.2339622428977794, 1.1052031579035468, -1.4138558420066774, 1.2576665809947039, -0.4171787111916347, 0.4795568394169024, -1.1497473367731845, 0.5158071763295987, -0.6027150005516199, 1.4506585279978428, -0.9173187422951754, 1.301486807591576, -1.5554015606110325, -0.0742519515866796, -1.1507083708605332, 0.6087408268898665, -1.1508531150670864, -0.0206623563568132, -0.9846341846923653, 0.7128811061087137, -1.1519808042085715, 0.5243411317453969, -0.4825009460893324, 1.2270284472953898, -0.1729703049492478, 1.276362887877916, -0.6439167810470099, 0.6982958819762695, -0.6701849923806321, -0.3490754302112844, -1.1301605487992343, 0.0422384554654848, -1.693524072854237, 1.4459968170459447, -0.8258113512373115, 0.0506297627085809, -1.603306153027824, 0.6002680378715386, -0.3520961932628673, 0.7615588000790559, -0.4277180195509176, 1.0144453361228445, -0.5756036267732395, 1.2428052510295517, -0.8113024824755714, 0.3616157941821152, -1.1477937275125574, 0.520801193035272, -1.0564895435643105, 0.8190644986659068, -1.378284279088426, -0.3283158831746247, -0.536429081908446, -0.0471226015201907, -1.134443074326772, 0.4381527732846781, -0.1551224147682296, 1.16708262670993, -0.714639916692558, 0.8223966543429667, -1.158100200692807, 1.0378355678748044, -1.2969391230697687, 1.558426958423742, -0.5555825510117675, 0.5476054245031505, -0.3050350933172463, 1.3155617371150463, -0.3449374345283325, 0.1353142002879201, -0.6397333674746103, 1.2244191490453318, -1.085996882992043, 0.934689752527488, -1.0419047007838793, -0.0042358305092185, -0.5813077461223215, 0.2732841135879452, -1.0672909913527733, -0.4866963816959191, -0.6633432940388225, 0.6308516773839188, -0.1605647246711345, 0.4418724906881963, -0.7699834284786864, 0.3712868495760245, -1.1421222861200815, 0.7357746892148396, -0.2981519360913182, 0.2103708755179804, -1.0637957062635774, 1.9674291325535658]|19255.2578125000000000|      4.00000000|[579, 82, 4, 45]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-1.8255727529697263, 0.5350442562106886, -0.5582348212919017, 1.5017787531016498, -0.7648143810078084, 0.6417845038428853, -1.2670323910051269, 0.1933765368622294, -1.4361995146534159, 1.0319072258716713, -1.161933494501814, 0.7208114235636461, 0.1971140513312402, 0.2722234951190799, -1.0463751840382334, 0.5212156968971947, -0.3319757436363369, 0.7067703750523914, -1.7692724794651542, 0.648578512820276, -1.4346155738441275, -0.1579509502571953, -1.4087223362759627, 1.0321790459830475, -1.1685484262760995, 0.0497092800676307, -1.163962292297078, 0.6743778181433575, -1.1237273510601593, 0.1630064429842686, -0.4925020193573407, 1.1281814803134147, -0.2256942223148385, 0.6351467930956376, -0.0927359289807105, 0.3573231494064247, -0.1061573655057996, -0.2750124202241933, -1.0435863022206564, -0.1773709439867338, -1.4998104893995676, 2.071732251692016, -0.5633684980621172, 0.434535509903735, -1.4490112821087109, 0.3459875298026885, -0.8233409264575795, 0.0858014251771329, 0.2747132363423649, 0.6702764848840546, -1.6870533290303151, 0.8722351909125626, -0.6937886422697189, 0.3498295918079024, -1.0655459546020805, 0.4144998512691094, -1.5574821282959788, 1.2006076056617465, -1.1052436940691786, -0.1591671214324234, -0.1933215782401806, 0.1245004610246158, -0.9200772675382668, -0.2889910197167717, 0.433841330336078, -0.1155844783078193, -1.3004780251551697, 0.7470599818403931, -0.7747294294073391, 1.230874720055561, -1.0769001008420906, 1.01190533161052, 0.0457216143637417, 0.536473203500364, -0.0534975173636215, 0.9820587057985168, 0.0232251864781479, 0.3413714145120723, -0.6306097496682919, 1.1899561643927892, -1.0622310358166374, 0.5726216603167525, -1.3596353556304523, -0.6434975763487206, -0.1223526942779086, 0.8024812890746511, -1.3268780990010438, -0.433732964029136, -0.2919004035442983, 0.3106870808211761, 0.00939455262546, 0.6793768780488596, -0.9304927749181724, 0.23276548203589, -0.8137018535696277, 0.461538001370635, -0.6798613328666163, 0.4774170769509006, -1.3569526565806527, 1.3077852906650036]|19113.7910156250000000|      8.00000000|[635, 90, 4, 49]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      10|[-1.8255727529697263, 0.5350442562106886, -0.5582348212919017, 1.5017787531016498, -0.7648143810078084, 0.6417845038428853, -1.2670323910051269, 0.1933765368622294, -1.4361995146534159, 1.0319072258716713, -1.161933494501814, 0.7208114235636461, 0.1971140513312402, 0.2722234951190799, -1.0463751840382334, 0.5212156968971947, -0.3319757436363369, 0.7067703750523914, -1.7692724794651542, 0.648578512820276, -1.4346155738441275, -0.1579509502571953, -1.4087223362759627, 1.0321790459830475, -1.1685484262760995, 0.0497092800676307, -1.163962292297078, 0.6743778181433575, -1.1237273510601593, 0.1630064429842686, -0.4925020193573407, 1.1281814803134147, -0.2256942223148385, 0.6351467930956376, -0.0927359289807105, 0.3573231494064247, -0.1061573655057996, -0.2750124202241933, -1.0435863022206564, -0.1773709439867338, -1.4998104893995676, 2.071732251692016, -0.5633684980621172, 0.434535509903735, -1.4490112821087109, 0.3459875298026885, -0.8233409264575795, 0.0858014251771329, 0.2747132363423649, 0.6702764848840546, -1.6870533290303151, 0.8722351909125626, -0.6937886422697189, 0.3498295918079024, -1.0655459546020805, 0.4144998512691094, -1.5574821282959788, 1.2006076056617465, -1.1052436940691786, -0.1591671214324234, -0.1933215782401806, 0.1245004610246158, -0.9200772675382668, -0.2889910197167717, 0.433841330336078, -0.1155844783078193, -1.3004780251551697, 0.7470599818403931, -0.7747294294073391, 1.230874720055561, -1.0769001008420906, 1.01190533161052, 0.0457216143637417, 0.536473203500364, -0.0534975173636215, 0.9820587057985168, 0.0232251864781479, 0.3413714145120723, -0.6306097496682919, 1.1899561643927892, -1.0622310358166374, 0.5726216603167525, -1.3596353556304523, -0.6434975763487206, -0.1223526942779086, 0.8024812890746511, -1.3268780990010438, -0.433732964029136, -0.2919004035442983, 0.3106870808211761, 0.00939455262546, 0.6793768780488596, -0.9304927749181724, 0.23276548203589, -0.8137018535696277, 0.461538001370635, -0.6798613328666163, 0.4774170769509006, -1.3569526565806527, 1.3077852906650036]|19113.7910156250000000|      4.00000000|[747, 106, 4, 57]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-1.628404397622242, 0.3357486854361963, -0.4678301414924394, 1.406692973978327, -0.3317242343210542, 0.2920237000813912, -1.5030223776103189, 0.5156330095022981, -0.6174470169067288, 1.1943626313213864, -0.6696563743082004, 1.4427295789041348, 0.5623494539626295, 0.4703754300693818, -1.0352329381237966, 0.3822497653038524, 0.4595188029843874, 0.6503716291890267, -1.645769344381507, 0.0490902562678037, -1.0610056080338965, -0.4865050299938309, -1.4385878170631574, 1.7120450332917108, -0.8080706568358655, 0.0222745884936087, -0.6683276257762066, 0.4476264961151878, -1.571380233505108, 0.1769753326138907, -0.038828359085242, 1.299888534195986, -0.0689453125479506, 0.6339668843413236, 0.540949621483633, 0.2612492353187554, 0.3038608764568327, -0.0146181061706283, -1.6382163254158204, -0.4395415567310859, -0.8741791414848902, 1.552677857080024, -0.7329787536823571, 0.2635237485842667, -1.149858912388732, 0.3946108568807961, -0.4646841857618116, 0.7974793416650985, 0.7908130414052118, 0.5832872045441725, -1.4511159540757788, 0.617182707714899, -0.8897721244487112, 0.0902269226206204, -0.9358972916342476, 0.4274056658031004, -0.6742052353761854, 0.947929980404342, -1.1712583538607966, -0.0136867599772066, -0.3581555993447627, 0.5412943982933492, -0.2105398145182484, 0.063491219022044, 0.7239565328239208, 0.1614974980377891, -0.7542742166650476, 0.5165527762499228, -0.7373398928963789, 1.0285048862792923, -0.0733945038941319, 0.4136057501645637, -0.0963989585029952, 0.1993647946147796, 0.5005024154799763, 0.3744036440216509, 0.1353841770255053, 0.1939571002175323, -0.0028502877788843, 1.1640117564699974, -1.0414009177224668, 0.2852425685024378, -1.3110760245511126, -0.8583427113582396, -0.4211639511357266, 0.7077252475485515, -1.4012654901413895, -0.1397701901510092, -0.9755739659381564, -0.2419646230170394, 0.4055304054666706, -0.0310830395099845, -0.7407836875460243, 0.0222432375367047, -0.5175239523797156, 0.0058365218887916, -0.5712180184079797, -0.0321456231916288, -1.2932733731253179, 2.247238362849061]|16085.0947265625000000|      8.00000000|[804, 114, 5, 62]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | iterate success | actual_k=2
