k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 14.5560907917588516|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0159245673567057, 0.2378400415182114]                                       |  9.4680871963500977|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.0159245673567057, 0.2378400415182114]                                       |  9.4680871963500977|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.0159245673567057, 0.2378400415182114]                                       |  9.4680871963500977|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.1209629271179438, 0.4527105242013931]                                       |  9.1812381744384766|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.1209629271179438, 0.4527105242013931]                                       |  9.1812381744384766|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.1209629271179438, 0.4527105242013931]                                       |  9.1812381744384766|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0441010985523462, 0.271007165312767]                                        |  6.5118126869201660|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[-0.0441010985523462, 0.271007165312767]                                        |  6.5118126869201660|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0441010985523462, 0.271007165312767]                                        |  6.5118126869201660|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0441010985523462, 0.271007165312767]                                        |  6.5118126869201660|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0441010985523462, 0.271007165312767]                                        |  6.5118126869201660|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.0581663548946381, 0.2494710385799408]                                       |  6.4116220474243164|      0.06250000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
