k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, 4.726860284805298]                                         | 89.2074890136718750|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4989514946937561, 2.78069806098938]                                          | 37.7711105346679688|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.4989514946937561, 2.78069806098938]                                          | 37.7711105346679688|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[2.0631558299064636, 1.5343976020812988]                                        |  2.6896197795867920|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[2.165137067437172, 1.6066805571317673]                                         |  2.5848782062530518|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[1.923038825392723, 1.6690379902720451]                                         |  2.4938921928405762|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[1.923038825392723, 1.6690379902720451]                                         |  2.4938921928405762|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.923038825392723, 1.6690379902720451]                                         |  2.4938921928405762|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
