k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5966827869415283, 0.7955896854400635]                                       | 21.6370983123779297|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.5966827869415283, 0.7955896854400635]                                       | 21.6370983123779297|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-1.1065481901168823, -0.0646644234657288]                                      | 21.3210067749023438|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[-3.0932997465133667, 0.1651575565338135]                                       | 10.3297882080078125|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[-3.0932997465133667, 0.1651575565338135]                                       | 10.3297882080078125|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-3.0932997465133667, 0.1651575565338135]                                       | 10.3297882080078125|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-3.0932997465133667, 0.1651575565338135]                                       | 10.3297882080078125|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-3.0932997465133667, 0.1651575565338135]                                       | 10.3297882080078125|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-3.1204549595713615, -0.0833632498979568]                                      |  9.9286909103393555|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[-3.1204549595713615, -0.0833632498979568]                                      |  9.9286909103393555|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-2.9724895879626274, 0.1181466728448868]                                       |  9.9051055908203125|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-2.9724895879626274, 0.1181466728448868]                                       |  9.9051055908203125|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-2.9724895879626274, 0.1181466728448868]                                       |  9.9051055908203125|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
