k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0000729814055376, -1.0001094721155823, -1.0001459628110752, -1.000182453513844, -1.0002189442311646, -1.0002554349193815, -1.0002919256221503, -1.000328416324919, -0.9993115430697799, -1.0004013977595605, -0.0002185106277466, -1.000474379165098, -1.000510869838763, -1.0005473605706356, -1.0000081545213106, -1.0006203419761732, -1.0006568326498382, -1.0006933233817108, -1.0007298140553758, -1.000766304845456, -1.000802795519121, -1.0008392862509936, -1.0008757769246586, -1.0009122676565312, -1.0009487583301961, -1.0009852489456534, -1.001021739677526, -1.0010582304093987, -1.0010947211412713, -1.0011312117567286, -1.0011677024886012, -1.0012041932204738, -1.0012406839523464, -1.0012771745678037, -1.0013136652996764, -1.001350156031549, -1.0013866467634216, -1.001423137378879, -1.0014596281107515, -1.0014961188426241, -1.001532609690912, -1.0015691003063694, -1.001605591038242, -1.0016420817701146, -1.0016785725019872, -1.0017150631174445, -1.0017515538493171, -1.0017880445811898, -1.0018245353130624, -1.0018610259285197, -1.0018975166603923, -1.001934007392265, -1.0019704978913069, -1.0020069887395948, -1.0020434793550521, -1.0020799699705094, -1.0021164608187973, -1.0021529514342546, -1.0021894422825426, -1.0022259328979999, -1.0022624235134572, -1.0022989143617451, -1.0023354049772024, -1.0023718958254904, -1.0024083864409477, -1.002444877056405, -1.0024813679046929, -1.0025178585201502, -1.0025543491356075, -1.0025908399838954, -1.0026273305993527, -1.0026638214476407, -1.002700312063098, -1.0027368026785553, -1.0027732935268432, -1.0028097841423005, -1.0028462747577578, -1.0028827656060457, -1.002919256221503, -1.002955747069791, -1.0029922376852483, -1.0030287283007056, -1.0030652193818241, -1.0031017099972814, -1.0031382006127387, -1.0031746914610267, -1.003211182076484, -1.003247672924772, -1.0032841635402292, -1.0033206541556865, -1.0033571450039744, -1.0033936356194317, -1.003430126234889, -1.003466617083177, -1.0035031076986343, -1.0035395985469222, -1.0035760891623795, -1.0036125797778368]|63951.0976562500000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[-1.0001216261953232, -1.0001824392966228, 0.9998056382173672, -1.00030406548467, -1.0003648785932455, -1.0004256916872691, -1.0004865047812928, -1.0005473178898683, -0.999554767011432, -1.0006689441215713, -0.0005103793519083, -1.0007905702805147, -1.0008513833745383, -1.0009121964685619, -1.0003973128395955, -1.001033822685713, -1.0010946357797366, -1.0011554488737602, -1.00121626193868, -1.0012770750909112, -1.0013378882431425, -1.0013987013371661, -1.001459514372982, -1.0015203275252134, -0.9998094969196245, -1.0016419535968453, -1.0017027667490765, -1.0017635798431002, -1.0018243929371238, -1.0018852060311474, -1.001946019125171, -1.0020068322774023, -1.002067645371426, -1.0021284583490342, -1.0021892715594731, -1.0022500846534967, -1.0023108977475204, -1.0023717107833363, -1.00243252387736, -1.0024933370295912, -1.0025541501818225, -1.0026149633340538, -1.002675776486285, -1.002736589522101, -1.0027974026743323, -1.0028582157101482, -1.0029190287459642, -1.0010652918135747, -1.0030406550504267, -1.0031014679698274, -1.0031622811220586, -1.0032230943907052, -1.0032839071936905, -1.0033447204623371, -1.003405533498153, -1.0034663464175537, -1.0035271596862003, -1.0035879727220163, -1.0036487858742476, -1.0037095989100635, -1.0037704120622948, -1.0038312253309414, -1.003892038250342, -1.0039528515189886, -1.0040136645548046, -1.0040744774742052, -1.0041352907428518, -1.0041961037786677, -1.0042569166980684, -1.0043177300831303, -1.0043785431189463, -1.0044393562711775, -1.0045001693069935, -1.0045609823428094, -1.0046217954950407, -1.0046826085308567, -1.0047434215666726, -1.004804234718904, -1.0048650477547199, -1.0049258610233665, -1.0049866740591824, -1.0050474870949984, -1.005108300363645, -1.0051691136322916, -1.0052299266681075, -1.0052907397039235, -1.00535155297257, -1.005412366008386, -1.005473179044202, -1.005533992080018, -1.0055948053486645, -1.0056556181516498, -1.0057164314202964, -1.005777244688943, -1.0058380574919283, -1.0058988709934056, -1.005959683796391, -1.0060204968322068]|63539.3203125000000000|      4.00000000|[46, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       3|[-0.9485600799260501, -0.8887264093781718, 1.1384722123985183, -0.850441090906888, -0.7793714627899709, -0.9015132439800306, -1.691317520538583, -0.917548000123008, -0.7516958699565102, -0.9945841783939842, 0.1325356591546466, -0.9308292118209555, -1.0697208773251938, -1.5396964232538388, -0.8181930518943987, -0.9690646640459432, -0.7222326929015612, -0.9260871129270578, -0.7675175182993528, -0.6610496015879983, -0.8570368064627439, -0.8116192012355133, -0.9708073306944813, -0.797312987419295, -0.7315935663201495, -0.8117899844109844, -0.968606324057352, -0.9612212274322679, -0.939223927650835, -0.9630225755592979, -0.7658389845374906, -0.8358360541550844, -0.9574543285408823, -0.5976970381744195, -0.6217022757458787, -0.9730053265059186, -0.9139858583946272, -1.597681669942156, -0.900470828749474, -1.6293573187430095, -0.4947847937421209, -0.7466038848185637, -0.6362546789163823, -0.7170891367075463, -0.762002852276455, -0.7631178505143652, -0.7236620150287303, -0.5412438450471874, -1.609744304888285, -0.4864236758597661, -0.8122723843442274, -0.6045053972735152, -0.7359224383619922, -0.7074532683964333, -0.6243463808611749, -0.7318106585002072, -0.7716474514347569, -0.7973911147901673, -0.396513739719667, -0.5428048017404161, -0.4662899899428264, -0.750106670406342, -0.902547056101841, -1.5762770789875433, -0.451619680576918, -0.6592042738729436, -0.6720940589795618, -1.5249624437731255, -0.4726688166371941, -0.5701598751209587, -0.5111814383344624, -0.5890452059522631, -0.673003713513295, -0.4886796498811122, -0.6115115591393825, -0.1418774272128346, -0.3835596478622864, -0.535242974973285, -0.3215241281863472, -1.4936529481459195, -0.5125322662694737, -0.4438712708869907, -0.3441137799314093, -0.8649263245855259, -0.2375331343504918, -0.9509039489509928, -0.2541920304754102, -0.3857892304572575, -0.4568120856721767, -0.4085659202491062, -0.4708740866698358, -0.4473568376701103, -0.8489945862366045, -0.3681301362746534, -0.5442144581331841, -0.3985714387227414, -0.3385836476273583, -0.4669557345583771]|55243.1992187500000000|      8.00000000|[76, 5, 0, 5]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[-0.9485600799260501, -0.8887264093781718, 1.1384722123985183, -0.850441090906888, -0.7793714627899709, -0.9015132439800306, -1.691317520538583, -0.917548000123008, -0.7516958699565102, -0.9945841783939842, 0.1325356591546466, -0.9308292118209555, -1.0697208773251938, -1.5396964232538388, -0.8181930518943987, -0.9690646640459432, -0.7222326929015612, -0.9260871129270578, -0.7675175182993528, -0.6610496015879983, -0.8570368064627439, -0.8116192012355133, -0.9708073306944813, -0.797312987419295, -0.7315935663201495, -0.8117899844109844, -0.968606324057352, -0.9612212274322679, -0.939223927650835, -0.9630225755592979, -0.7658389845374906, -0.8358360541550844, -0.9574543285408823, -0.5976970381744195, -0.6217022757458787, -0.9730053265059186, -0.9139858583946272, -1.597681669942156, -0.900470828749474, -1.6293573187430095, -0.4947847937421209, -0.7466038848185637, -0.6362546789163823, -0.7170891367075463, -0.762002852276455, -0.7631178505143652, -0.7236620150287303, -0.5412438450471874, -1.609744304888285, -0.4864236758597661, -0.8122723843442274, -0.6045053972735152, -0.7359224383619922, -0.7074532683964333, -0.6243463808611749, -0.7318106585002072, -0.7716474514347569, -0.7973911147901673, -0.396513739719667, -0.5428048017404161, -0.4662899899428264, -0.750106670406342, -0.902547056101841, -1.5762770789875433, -0.451619680576918, -0.6592042738729436, -0.6720940589795618, -1.5249624437731255, -0.4726688166371941, -0.5701598751209587, -0.5111814383344624, -0.5890452059522631, -0.673003713513295, -0.4886796498811122, -0.6115115591393825, -0.1418774272128346, -0.3835596478622864, -0.535242974973285, -0.3215241281863472, -1.4936529481459195, -0.5125322662694737, -0.4438712708869907, -0.3441137799314093, -0.8649263245855259, -0.2375331343504918, -0.9509039489509928, -0.2541920304754102, -0.3857892304572575, -0.4568120856721767, -0.4085659202491062, -0.4708740866698358, -0.4473568376701103, -0.8489945862366045, -0.3681301362746534, -0.5442144581331841, -0.3985714387227414, -0.3385836476273583, -0.4669557345583771]|55243.1992187500000000|      4.00000000|[196, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-1.0922820738037233, -1.0199104657930835, 1.500885124145528, -0.8083533780030732, -0.7511378077194528, -0.8131929209492509, -1.6536543341026058, -0.90849869247239, -1.6554509655702616, -0.9809024370993927, 0.3817099259275271, -0.8033070224909322, -1.0038113576869068, -1.5008085909202014, -0.6789867987362307, -0.847910771647209, -0.7329198919587728, -0.5737733592105424, -0.7078277139007431, -0.5621913189819691, -0.7534633262989194, -0.7033435217766819, -0.910255055400405, -0.6796136341979724, -0.9123470870311806, -0.8036866359583661, -0.8367755324615385, -0.9637024534349464, -0.7979886799380258, -0.99566678510163, -0.4109348944987006, -0.7846947230532194, -0.7973737843453947, -0.4329267582261905, -0.3215037158843708, -0.8459304858602612, -0.7350870076203087, -0.912772324258122, -0.5335939019076896, -1.4363276719220746, -0.2028501537826458, -0.5441497359188704, -0.4291091769836352, -0.6148569945367334, -0.5454354464264576, -0.4223644813875713, -0.4350741638751208, -0.6573561262948595, -1.0016740963492383, -0.2463212039415794, -0.5674436918639739, -0.4285537228925066, -0.3033255998948815, -0.7366255348674596, -0.1529850971826346, -0.6755545852538439, -0.3874617627362101, -0.4713447501048533, -0.1140404405206265, -0.544779347301705, -0.1661421537826435, -0.6583707112566317, -0.69568509031898, -1.2702433287415882, -0.4291399747760748, -0.3900389328163152, -0.3519515532012187, -1.2000960202762818, -0.0448804790779904, -0.2358923572503457, -0.1722066502747692, -0.2453432758679766, -0.5238598642175492, -0.1355804618568004, -0.0627969898349036, 0.2420202927873059, 2.2854984615081344, -0.4089745248013498, 0.0551091373437749, -0.60695653940829, -0.126453870526652, -0.0531058503768482, 0.0379453070997584, -0.4647247491563101, 0.290140461048999, -0.7964743375881557, -0.1462637860190987, 0.033213419460908, -0.2876920061088023, 0.0066335574728553, -0.3213085022765668, -0.0647121066281863, -0.8839514374931081, -0.0386661601515911, -0.0922396122548069, -0.1616249318416424, 0.1176534662942602, -0.0008620040547158]|50686.1132812500000000|      8.00000000|[257, 17, 1, 18]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 32 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       6|[-0.750761674948514, -0.7106707802576526, 1.335761572061559, -0.47093926233573, -1.0110487488434152, -0.8894743716380898, -1.6916470462128868, -1.4132724880770957, -1.5713949681389834, -0.7991200722541169, 0.6916360483545138, -0.9662065166620748, -0.8469962907532749, -0.7213461938216601, -1.0168212463585298, -0.6270503201873243, -0.666239497845709, -0.5509378381830966, -1.4245750574409346, -0.6550096760323879, -0.8861048205730588, -0.0770122520356236, -0.9016344421457982, 0.0258569277832288, -0.65652502453881, -0.7294098235837743, -0.0693632275833036, -1.8358924520616555, -0.6563908725306467, -1.2109743635461108, -0.4216795164759106, -0.7888156885414744, -1.2797382302701537, -0.548516965504919, -0.3697948626395893, -0.6700685013689129, -1.2099236253285148, -0.2020386125386091, -0.3298444240443779, -1.548596417821275, 0.1014224680873951, -0.9332348797234206, -0.9362858146331713, 0.2703599568335059, -0.442546042725629, -0.7078845283369579, -0.2274564935774981, -1.2586591672761522, -0.4093797013792981, -0.056810783976789, -0.6865591637038787, -0.5161300451500254, -0.7043145065168145, -0.6084788864604772, -0.1284073417016299, -0.3818501947280261, -0.2816765567759364, -0.6659380306586711, -0.3038255037873807, -0.0389712919008566, -0.7770980477760212, 0.3494888764127408, -0.3469260053790233, -0.961529803207912, -0.4007235143961166, -0.7576754048030858, 0.1253757936005391, -0.910770097548697, -0.5345692331597165, -0.5278243142568002, -0.3644173543629802, -0.8589951475491899, -1.0897424278085526, -0.6989009793967784, -0.5520827569133032, -0.6584355396940784, 1.6861862156623397, 0.3093583022898672, 0.1027414516085493, -0.2809482195535536, -0.571316444865565, -0.2933716072223225, -0.0151636011362684, -0.4339386353427906, 0.3966971150254395, -0.9514576643808726, 0.4877671521293998, 0.2329853154655848, -0.934409196851295, 0.2028093264442985, -0.6625005987483533, -0.2566747808883258, -0.7593611821730359, -0.4453510356398723, 0.6048905313876186, -0.4620353515441723, 0.1547614815633012, -0.0969001369606758]|50154.8945312500000000|     16.00000000|[347, 23, 1, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       7|[-0.750761674948514, -0.7106707802576526, 1.335761572061559, -0.47093926233573, -1.0110487488434152, -0.8894743716380898, -1.6916470462128868, -1.4132724880770957, -1.5713949681389834, -0.7991200722541169, 0.6916360483545138, -0.9662065166620748, -0.8469962907532749, -0.7213461938216601, -1.0168212463585298, -0.6270503201873243, -0.666239497845709, -0.5509378381830966, -1.4245750574409346, -0.6550096760323879, -0.8861048205730588, -0.0770122520356236, -0.9016344421457982, 0.0258569277832288, -0.65652502453881, -0.7294098235837743, -0.0693632275833036, -1.8358924520616555, -0.6563908725306467, -1.2109743635461108, -0.4216795164759106, -0.7888156885414744, -1.2797382302701537, -0.548516965504919, -0.3697948626395893, -0.6700685013689129, -1.2099236253285148, -0.2020386125386091, -0.3298444240443779, -1.548596417821275, 0.1014224680873951, -0.9332348797234206, -0.9362858146331713, 0.2703599568335059, -0.442546042725629, -0.7078845283369579, -0.2274564935774981, -1.2586591672761522, -0.4093797013792981, -0.056810783976789, -0.6865591637038787, -0.5161300451500254, -0.7043145065168145, -0.6084788864604772, -0.1284073417016299, -0.3818501947280261, -0.2816765567759364, -0.6659380306586711, -0.3038255037873807, -0.0389712919008566, -0.7770980477760212, 0.3494888764127408, -0.3469260053790233, -0.961529803207912, -0.4007235143961166, -0.7576754048030858, 0.1253757936005391, -0.910770097548697, -0.5345692331597165, -0.5278243142568002, -0.3644173543629802, -0.8589951475491899, -1.0897424278085526, -0.6989009793967784, -0.5520827569133032, -0.6584355396940784, 1.6861862156623397, 0.3093583022898672, 0.1027414516085493, -0.2809482195535536, -0.571316444865565, -0.2933716072223225, -0.0151636011362684, -0.4339386353427906, 0.3966971150254395, -0.9514576643808726, 0.4877671521293998, 0.2329853154655848, -0.934409196851295, 0.2028093264442985, -0.6625005987483533, -0.2566747808883258, -0.7593611821730359, -0.4453510356398723, 0.6048905313876186, -0.4620353515441723, 0.1547614815633012, -0.0969001369606758]|50154.8945312500000000|      8.00000000|[468, 31, 2, 33]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.750761674948514, -0.7106707802576526, 1.335761572061559, -0.47093926233573, -1.0110487488434152, -0.8894743716380898, -1.6916470462128868, -1.4132724880770957, -1.5713949681389834, -0.7991200722541169, 0.6916360483545138, -0.9662065166620748, -0.8469962907532749, -0.7213461938216601, -1.0168212463585298, -0.6270503201873243, -0.666239497845709, -0.5509378381830966, -1.4245750574409346, -0.6550096760323879, -0.8861048205730588, -0.0770122520356236, -0.9016344421457982, 0.0258569277832288, -0.65652502453881, -0.7294098235837743, -0.0693632275833036, -1.8358924520616555, -0.6563908725306467, -1.2109743635461108, -0.4216795164759106, -0.7888156885414744, -1.2797382302701537, -0.548516965504919, -0.3697948626395893, -0.6700685013689129, -1.2099236253285148, -0.2020386125386091, -0.3298444240443779, -1.548596417821275, 0.1014224680873951, -0.9332348797234206, -0.9362858146331713, 0.2703599568335059, -0.442546042725629, -0.7078845283369579, -0.2274564935774981, -1.2586591672761522, -0.4093797013792981, -0.056810783976789, -0.6865591637038787, -0.5161300451500254, -0.7043145065168145, -0.6084788864604772, -0.1284073417016299, -0.3818501947280261, -0.2816765567759364, -0.6659380306586711, -0.3038255037873807, -0.0389712919008566, -0.7770980477760212, 0.3494888764127408, -0.3469260053790233, -0.961529803207912, -0.4007235143961166, -0.7576754048030858, 0.1253757936005391, -0.910770097548697, -0.5345692331597165, -0.5278243142568002, -0.3644173543629802, -0.8589951475491899, -1.0897424278085526, -0.6989009793967784, -0.5520827569133032, -0.6584355396940784, 1.6861862156623397, 0.3093583022898672, 0.1027414516085493, -0.2809482195535536, -0.571316444865565, -0.2933716072223225, -0.0151636011362684, -0.4339386353427906, 0.3966971150254395, -0.9514576643808726, 0.4877671521293998, 0.2329853154655848, -0.934409196851295, 0.2028093264442985, -0.6625005987483533, -0.2566747808883258, -0.7593611821730359, -0.4453510356398723, 0.6048905313876186, -0.4620353515441723, 0.1547614815633012, -0.0969001369606758]|50154.8945312500000000|      4.00000000|[588, 39, 2, 41]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.7510049300021608, -0.7110356628090191, 1.3352750619542653, -0.4715473999698472, -1.0117785139461482, -0.8903257643258539, -1.6926200664274742, -1.414367135760299, 2.427998018158624, -0.8004579749909669, 0.6901765181490479, -0.9677876744525717, -0.8486990761288029, -0.7231706067822192, -1.0187672867877047, -0.629117988085115, -0.6684287932121155, -0.5532487612509495, -1.4270076079774032, -0.6511866795184699, -0.888780626046759, -0.0798096852107701, -0.90455350255673, 0.0228162396708507, -0.6551434446358556, -0.7326937668662146, -0.0727687983343597, -1.8394196502813274, -0.6600396984517649, -1.2147448167030142, -0.4255715973342604, -0.79282939686844, -1.283873566065735, -0.5527739287691161, -0.3741734533724022, -0.6745687200360029, -1.2145454714642205, -0.2067820856772693, -0.3347095251173151, -1.553583146362828, 0.0963141120772263, -0.9384648632022051, -0.9416374255805716, 0.2648867184174898, -0.4481409090759222, -0.7136010221558668, -0.2332946143993616, -1.2646189160322927, -0.4154610776040544, -0.0630137881358223, -0.6928837948658665, -0.5225763037806289, -0.7108823930816951, -0.6151684004939736, -0.135218483203742, -0.388782963698754, -0.2887309532152801, -0.6731140545666305, -0.3111231556296172, -0.0463905707460476, -0.784638954089828, 0.341826342164657, -0.3547101670957229, -0.9694355928588887, -0.4087509310500478, -0.765824449391294, 0.1171051220093764, -0.9191623961428141, -0.5430831596881107, -0.5364598687194715, -0.373174535828606, -0.8678739569490928, -1.0987428651427324, -0.7080230437339128, -0.5613264491847146, -0.6678008589684443, 1.6766992693850193, 0.2997497280782698, 0.0930112494626747, -0.2908000487023826, -0.581289901948671, -0.3034666922397056, -0.0253803131566059, -0.4442769752974052, 0.3862371480678704, -0.9620392583413963, 0.4770639302345991, 0.2221604656365071, -0.9453556736833272, 0.1917412216779892, -0.6736903314489396, -0.2679861405918666, -0.7707941698108538, -0.4569056502806447, 0.5932142897438918, -0.4738332211221762, 0.1428419840510203, -0.1089412614759113]|49025.9101562500000000|      8.00000000|[633, 42, 2, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      10|[-0.7510049300021608, -0.7110356628090191, 1.3352750619542653, -0.4715473999698472, -1.0117785139461482, -0.8903257643258539, -1.6926200664274742, -1.414367135760299, 2.427998018158624, -0.8004579749909669, 0.6901765181490479, -0.9677876744525717, -0.8486990761288029, -0.7231706067822192, -1.0187672867877047, -0.629117988085115, -0.6684287932121155, -0.5532487612509495, -1.4270076079774032, -0.6511866795184699, -0.888780626046759, -0.0798096852107701, -0.90455350255673, 0.0228162396708507, -0.6551434446358556, -0.7326937668662146, -0.0727687983343597, -1.8394196502813274, -0.6600396984517649, -1.2147448167030142, -0.4255715973342604, -0.79282939686844, -1.283873566065735, -0.5527739287691161, -0.3741734533724022, -0.6745687200360029, -1.2145454714642205, -0.2067820856772693, -0.3347095251173151, -1.553583146362828, 0.0963141120772263, -0.9384648632022051, -0.9416374255805716, 0.2648867184174898, -0.4481409090759222, -0.7136010221558668, -0.2332946143993616, -1.2646189160322927, -0.4154610776040544, -0.0630137881358223, -0.6928837948658665, -0.5225763037806289, -0.7108823930816951, -0.6151684004939736, -0.135218483203742, -0.388782963698754, -0.2887309532152801, -0.6731140545666305, -0.3111231556296172, -0.0463905707460476, -0.784638954089828, 0.341826342164657, -0.3547101670957229, -0.9694355928588887, -0.4087509310500478, -0.765824449391294, 0.1171051220093764, -0.9191623961428141, -0.5430831596881107, -0.5364598687194715, -0.373174535828606, -0.8678739569490928, -1.0987428651427324, -0.7080230437339128, -0.5613264491847146, -0.6678008589684443, 1.6766992693850193, 0.2997497280782698, 0.0930112494626747, -0.2908000487023826, -0.581289901948671, -0.3034666922397056, -0.0253803131566059, -0.4442769752974052, 0.3862371480678704, -0.9620392583413963, 0.4770639302345991, 0.2221604656365071, -0.9453556736833272, 0.1917412216779892, -0.6736903314489396, -0.2679861405918666, -0.7707941698108538, -0.4569056502806447, 0.5932142897438918, -0.4738332211221762, 0.1428419840510203, -0.1089412614759113]|49025.9101562500000000|      4.00000000|[753, 50, 2, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.3781025366610964, -0.4080454944759655, 1.2417441686284596, -0.5147165035326791, -0.7659013821264231, -1.1284746324098078, -1.5767578831546356, -1.0983492100210106, 2.2932943968903516, -0.858931390663746, 0.7689460976788102, -0.9703906372295903, -0.6013932805784565, -0.7616384647689078, -0.9947739622993033, -0.6253225438182444, -0.3976774361335632, -0.2998867612623936, -1.2106026484179626, -0.4659093367221442, -0.9759959527731956, 0.4565754337505641, -0.8068953824610001, -0.4019082795819264, -0.5776252646231527, -0.8513339438180998, -0.2270948945114608, -1.3183768264898235, -0.9171572380960062, -1.216007820033692, -0.4381813129077501, -0.4620236779696668, -1.4303703686341707, -0.823902613051419, -0.4475513159450722, -0.5513517333798139, -1.0856316218720117, -0.6232918033801349, -0.4158440381378306, -1.895641685753392, 0.2245969868998429, -0.7926269154759554, -0.8999434550195441, 0.4830618614209535, -0.4829155962171022, -0.5083829156476118, -0.2139662269452094, -1.4592408813214086, -0.2780845605466356, -0.3506151100714761, -0.6594985702254971, -0.3027538821106689, -0.7449314011233154, -0.9038195092357338, 0.0211846113263636, -0.4293752876874301, -0.1975371729122787, -0.8616113147795288, -0.2658499969303431, -0.0582589665886594, -1.0318548360335307, 0.7044949458233332, -0.2897354269481323, -1.0444392391730328, -0.5214218592898702, -0.786814402000237, -0.0356394841278993, -0.9554585030177569, -0.1781134889155582, -0.9040801282428632, -0.1902832116661228, -0.8186289011841792, -1.0420821608280237, -0.9907293342173875, -0.4953723674705613, -0.5822704065381961, 1.5214393174358998, 0.1525631507581709, 0.1489443300762879, -0.4612930405074592, -0.7444552626378342, -0.0791687217063346, -0.270069256185056, -0.5099254938001174, 0.7963831162666466, -0.8945068530841712, 0.3746944727513075, 0.2633925262775574, -0.6591215034848866, 0.1371813352224533, -0.5690458466309579, -0.4752228925058909, -0.8730057569418772, -0.5650439731108449, 0.7326934500527297, -0.5507944851364203, -0.0236090677802251, 0.1724708333555554]|48238.5781250000000000|      8.00000000|[783, 52, 2, 54]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
