k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-11.179372549057007, 10.571463525295258]                                       |100.9856643676757812|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-9.17944848537445, 10.554048778489232]                                         |100.9720382690429688|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-5.588591456413269, 8.791736485436559]                                         |100.7792968750000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[2.0166646242141724, 6.309788586571813]                                         | 83.9255752563476562|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[2.0166646242141724, 6.309788586571813]                                         | 83.9255752563476562|      8.00000000|[21, 0, 0, 5]                                                              |  | used linear model with 5 points | actual_k=0
       6|[-0.5581861734390259, -1.2645193319767714]                                      | 72.0061569213867188|     16.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[-0.5581861734390259, -1.2645193319767714]                                      | 72.0061569213867188|      8.00000000|[29, 0, 0, 7]                                                              |  | used linear model with 5 points | actual_k=0
       8|[-2.2863112688064575, 6.546599747613072]                                        | 64.4290924072265625|     16.00000000|[33, 0, 0, 8]                                                              | | GPS sucess | actual_k=0
       9|[-2.2863112688064575, 6.546599747613072]                                        | 64.4290924072265625|      8.00000000|[37, 0, 0, 9]                                                              |  | used linear model with 5 points | actual_k=0
      10|[-2.2863112688064575, 6.546599747613072]                                        | 64.4290924072265625|      4.00000000|[41, 0, 0, 10]                                                             |  | used linear model with 5 points | actual_k=0
      11|[-2.2863112688064575, 6.546599747613072]                                        | 64.4290924072265625|      2.00000000|[45, 0, 0, 11]                                                             |  | used linear model with 5 points | actual_k=0
      12|[-2.2863112688064575, 6.546599747613072]                                        | 64.4290924072265625|      1.00000000|[49, 0, 0, 12]                                                             |  | used linear model with 5 points | actual_k=0
      13|[-2.1411411613225937, 5.5571930427104235]                                       | 49.5247383117675781|      2.00000000|[53, 0, 0, 13]                                                             | | GPS sucess | actual_k=0
      14|[-1.8646754175424576, 3.57639348693192]                                         |  1.8693410158157349|      4.00000000|[57, 0, 0, 14]                                                             | | GPS sucess | actual_k=0
      15|[-1.8646754175424576, 3.57639348693192]                                         |  1.8693410158157349|      2.00000000|[61, 0, 1, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      16|[-1.8646754175424576, 3.57639348693192]                                         |  1.8693410158157349|      1.00000000|[66, 0, 2, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      17|[-1.8646754175424576, 3.57639348693192]                                         |  1.8693410158157349|      0.50000000|[71, 0, 3, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
