k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4285364747047424, 0.9206274509429931]                                        |  2.5675189495086670|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4285364747047424, 0.9206274509429931]                                        |  2.5675189495086670|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.4285364747047424, 0.9206274509429931]                                        |  2.5675189495086670|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.2734147310256958, 0.4452988862991333]                                        |  0.1643700450658798|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.3781549334526062, -0.3132899045944214]                                      |  0.1183198839426041|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[-0.3781549334526062, -0.3132899045944214]                                      |  0.1183198839426041|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.3781549334526062, -0.3132899045944214]                                      |  0.1183198839426041|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.1100400686264038, -0.2052820861339569]                                       |  0.0067879445850849|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[0.1100400686264038, -0.2052820861339569]                                       |  0.0067879445850849|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.1100400686264038, -0.2052820861339569]                                       |  0.0067879445850849|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0392080843448639, -0.0047203987836838]                                      |  0.0000071596305133|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[-0.0392080843448639, -0.0047203987836838]                                      |  0.0000071596305133|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0392080843448639, -0.0047203987836838]                                      |  0.0000071596305133|      0.12500000|[47, 13, 7, 20]                                                            |  | used linear model with 5 points | actual_k=1
