k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.66278725862503, 10.112213000655174]                                          | 16.1738796234130859|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[9.842208608984947, 8.929426774382591]                                          | 14.2094211578369141|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[9.399010971188545, 9.102346122264862]                                          | 14.2071332931518555|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[3.3568366318941116, 4.728747069835663]                                         |  9.0445289611816406|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[1.488331750035286, -3.12735253572464]                                          |  5.9135127067565918|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[1.488331750035286, -3.12735253572464]                                          |  5.9135127067565918|     16.00000000|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[1.488331750035286, -3.12735253572464]                                          |  5.9135127067565918|      8.00000000|[22, 7, 0, 7]                                                              |  | used linear model with 5 points | actual_k=1
       8|[1.488331750035286, -3.12735253572464]                                          |  5.9135127067565918|      4.00000000|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-0.4573476761579514, -2.948715478181839]                                       |  4.9280838966369629|      8.00000000|[28, 9, 0, 9]                                                              | | GPS sucess | actual_k=1
      10|[-0.4573476761579514, -2.948715478181839]                                       |  4.9280838966369629|      4.00000000|[31, 10, 0, 10]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-0.6822640150785446, 0.9980122745037079]                                       |  1.4650520086288452|      8.00000000|[34, 11, 0, 11]                                                            | | GPS sucess | actual_k=1
      12|[-0.6822640150785446, 0.9980122745037079]                                       |  1.4650520086288452|      4.00000000|[37, 12, 1, 13]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.6822640150785446, 0.9980122745037079]                                       |  1.4650520086288452|      2.00000000|[41, 13, 1, 14]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-0.2680580466985703, -0.628001481294632]                                       |  0.7397372722625732|      4.00000000|[44, 14, 1, 15]                                                            | | GPS sucess | actual_k=1
      15|[-0.2680580466985703, -0.628001481294632]                                       |  0.7397372722625732|      2.00000000|[47, 15, 1, 16]                                                            |  | used linear model with 5 points | actual_k=1
      16|[0.6237825900316238, -0.2255479693412781]                                       |  0.5556753277778625|      4.00000000|[50, 16, 1, 17]                                                            | | GPS sucess | actual_k=1
      17|[0.6237825900316238, -0.2255479693412781]                                       |  0.5556753277778625|      2.00000000|[53, 17, 2, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      18|[0.1442777663469315, -0.4854406416416168]                                       |  0.3703303933143616|      4.00000000|[57, 18, 2, 20]                                                            | | GPS sucess | actual_k=1
