k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0708773136138916, -0.5084523856639862]                                       |107644.4140625000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0708773136138916, -0.5084523856639862]                                       |107644.4140625000000000|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.0708773136138916, -0.5084523856639862]                                       |107644.4140625000000000|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0096293948590755, -0.2338095605373383]                                       |129.9193572998046875|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.3627215959131718, -0.037651315331459]                                       |  0.3277024030685425|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[-0.3627215959131718, -0.037651315331459]                                       |  0.3277024030685425|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.3627215959131718, -0.037651315331459]                                       |  0.3277024030685425|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0978895463049412, 0.0401136949658394]                                       |  0.2022505998611450|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[-0.0978895463049412, 0.0401136949658394]                                       |  0.2022505998611450|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0978895463049412, 0.0401136949658394]                                       |  0.2022505998611450|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0978895463049412, 0.0401136949658394]                                       |  0.2022505998611450|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0978895463049412, 0.0401136949658394]                                       |  0.2022505998611450|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
