k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5489702820777893, 0.1163929924368858, 0.328338623046875, 0.7496638894081116, 0.1525867283344269, 0.4345364570617676, 0.6576316952705383, 0.4257676005363464, -0.1848170608282089, -0.505072295665741, -0.7533788084983826, -0.0325717180967331, 0.4159857630729675, -0.2395432144403458, 0.0127339018508792, -0.188658282160759, 0.1669849455356598, 0.0615657716989517, 0.7095125317573547, -0.0780480951070786, -0.7219283580780029, 0.0546883046627045]| 13.1938056945800781|      2.00000000|[208, 68, 0, 18]                                                           | | GPS sucess | actual_k=4
       2|[1.5611323714256287, 1.0115333423018456, -0.5681097507476807, 1.905549705028534, -0.5230580866336823, 0.2160762399435043, 2.370158016681671, 0.770030677318573, -0.746761366724968, 0.1401759386062622, -2.442946135997772, 0.1400559097528458, -0.2199139595031738, -0.3001825921237469, 0.7552294982597232, -1.723369762301445, 0.4174838960170746, 0.4880272597074509, 0.7297241967171431, -0.7454424351453781, 0.1933935880661011, 0.1945785582065582]| 12.1467084884643555|      4.00000000|[415, 136, 0, 36]                                                          | | GPS sucess | actual_k=4
       3|[0.9966379404067993, 0.434060238301754, 0.3832162618637085, 2.2486571669578552, -0.2412422597408295, -0.648712769150734, 2.4504339918494225, -0.7485272288322449, -0.9421004951000214, 1.2283650636672974, -1.2229779362678528, -0.0193830281496048, -0.1540309637784958, -0.9493645541369915, 1.5244481218978763, -1.4934496134519577, 1.5552224814891815, 0.274637907743454, -0.0072006899863482, 0.547749474644661, 1.9656305313110352, 1.0208825767040253]| 12.1440067291259766|      8.00000000|[622, 204, 0, 54]                                                          | | GPS sucess | actual_k=4
       4|[0.0197525024414062, -0.3904717341065407, 1.6914864778518677, 2.901994824409485, 0.1636168956756592, -0.2907007485628128, 3.1722258552908897, 1.0577372908592224, 0.6322276890277863, 1.5492677688598633, -2.039802134037018, -0.0986695513129234, -0.9448425024747849, -1.1990274004638195, 1.176552171818912, -1.3115799129009247, 1.421901747584343, -1.0387645065784454, 1.2760446351021528, -0.158533975481987, 2.2745891511440277, 1.2876268029212952]| 12.1406250000000000|     16.00000000|[827, 274, 0, 72]                                                          | | GPS sucess | actual_k=4
       5|[-3.5785984992980957, 7.879490576684475, 1.8422925770282745, 5.062960743904114, -0.3808921575546265, -3.954531267285347, 3.1573814395815134, 1.522021472454071, 2.984350472688675, -2.1108005046844482, -4.147701323032379, -2.0979347452521324, -6.202446147799492, 0.9450127072632313, -0.9560445593670011, -9.606209963560104, -0.5657461434602737, 0.6003375947475433, -2.339501352980733, -1.9702833145856857, 2.414421036839485, 1.5376203209161758]| 12.1385097503662109|     32.00000000|[1033, 343, 0, 90]                                                         | | GPS sucess | actual_k=4
       6|[-7.41888689994812, 8.302131526172161, 17.502766400575638, 5.326594293117523, 7.32178270816803, -6.478551939129829, -4.585607623681426, 3.4062538743019104, -0.0038990676403046, 2.717700719833374, -6.155036509037018, -3.5019511207938194, -17.079194232821465, 5.448022026568651, 2.5384238911792636, -19.08416196703911, 4.917541190981865, -4.139566332101822, -11.302955599501729, -11.100103184580803, -8.346050307154655, -3.3266551345586777]| 12.1271715164184570|     64.00000000|[1240, 411, 0, 108]                                                        | | GPS sucess | actual_k=4
       7|[-20.72789454460144, -18.668272145092487, 25.875883847475052, 16.458986222743988, 10.930549025535583, -11.310154989361763, 12.236347103491426, -3.944703996181488, 18.414084941148758, -4.321518659591675, -15.09149032831192, 10.665970899164677, -15.976073548197746, 19.494869370013475, -15.517133359797299, -22.645137757062912, -15.495909050107002, 1.36131152510643, 4.8938675206154585, -9.191265150904655, -30.43213276565075, 11.394917741417885]| 12.0993700027465820|    128.00000000|[1446, 480, 0, 126]                                                        | | GPS sucess | actual_k=4
       8|[-50.843199491500854, -26.521633751690388, -5.2268325984478, 45.198430955410004, 30.68677270412445, 32.0152882784605, 14.809040689840913, -2.528078854084015, 31.0831256210804, -6.991358757019043, -11.15361338853836, 5.987731076776981, 8.829043105244637, -2.8707922510802746, 30.86950909625739, 5.801382094621658, -13.469148233532906, -30.222365766763687, -26.541112871840596, 4.850223496556282, -10.60423855483532, 78.36104322969913]| 12.0690526962280273|    256.00000000|[1653, 548, 0, 144]                                                        | | GPS sucess | actual_k=4
       9|[-50.843199491500854, -26.521633751690388, -5.2268325984478, 45.198430955410004, 30.68677270412445, 32.0152882784605, 14.809040689840913, -2.528078854084015, 31.0831256210804, -6.991358757019043, -11.15361338853836, 5.987731076776981, 8.829043105244637, -2.8707922510802746, 30.86950909625739, 5.801382094621658, -13.469148233532906, -30.222365766763687, -26.541112871840596, 4.850223496556282, -10.60423855483532, 78.36104322969913]| 12.0690526962280273|    128.00000000|[1860, 616, 0, 162]                                                        |  | used quadratic model with 276 points | actual_k=4
      10|[-78.42746043205261, 14.618602149188519, 24.831572324037552, 59.25407117605209, 25.157533526420593, 24.308102056384087, 35.38276925124228, -22.061144649982452, 29.371913224458694, 28.633965492248535, -2.2104762196540833, 28.197829343378544, 67.35656996071339, -6.510846000164747, 33.798791284672916, -23.3043632209301, 23.80422441661358, -8.917676359415054, -80.3872699458152, 12.799008324742317, 20.0299701243639, 85.48020435869694]| 11.9634151458740234|    256.00000000|[2066, 685, 0, 180]                                                        | | GPS sucess | actual_k=4
      11|[-78.42746043205261, 14.618602149188519, 24.831572324037552, 59.25407117605209, 25.157533526420593, 24.308102056384087, 35.38276925124228, -22.061144649982452, 29.371913224458694, 28.633965492248535, -2.2104762196540833, 28.197829343378544, 67.35656996071339, -6.510846000164747, 33.798791284672916, -23.3043632209301, 23.80422441661358, -8.917676359415054, -80.3872699458152, 12.799008324742317, 20.0299701243639, 85.48020435869694]| 11.9634151458740234|    128.00000000|[2273, 753, 0, 198]                                                        |  | used quadratic model with 276 points | actual_k=4
