k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9341647177934647, 1.1034224778413773, 1.1868470013141632, 0.6918935179710388, 0.8994680494070053, 0.8061300367116928, 0.925543837249279, 0.5652575492858887, 0.9842645060271025, 0.6621399521827698, 0.7686031758785248, 0.6821156442165375, 0.8699545413255692, 0.863540306687355, 1.1394546031951904, 1.364743322134018, 0.773713156580925, 0.9193959534168243, 0.8771094232797623, 1.2283921986818314, 0.9172437638044357, 0.8448733240365982]|  1.3757127523422241|      2.00000000|[25, 8, 0, 2]                                                              | | GPS sucess | actual_k=4
       2|[0.2696841508150101, 1.4064118415117264, 0.8975295722484589, 0.8152693957090378, 0.2394749969244003, 1.0739610344171524, 0.7334908172488213, 0.9031293094158173, 0.8057112228125334, 0.7205337584018707, 0.894622802734375, 0.1203276813030243, 0.8325797691941261, 0.9738164842128754, 0.7690397799015045, 0.0293980538845062, 0.5233274847269058, 1.3549031913280487, 0.7972729653120041, 1.2915345877408981, 1.222886100411415, 1.074097529053688]|  1.2072938680648804|      4.00000000|[49, 16, 0, 4]                                                             | | GPS sucess | actual_k=4
       3|[0.6000183671712875, 1.7521066814661026, 1.2486159205436707, 0.1234567612409592, 0.3072093650698662, -0.0115426629781723, 1.1345577463507652, 0.251856654882431, 2.257124735042453, 0.9405111223459244, 1.160757064819336, -1.1984749138355255, 2.3063656464219093, 2.0552341639995575, 0.3653950095176697, 0.9069124758243561, 0.8221798092126846, -0.2384538948535919, 0.3087997883558273, 1.6621520072221756, 2.269313231110573, 0.0430814176797867]|  1.0888032913208008|      8.00000000|[73, 24, 0, 6]                                                             | | GPS sucess | actual_k=4
       4|[0.2220362573862076, 0.6690068393945694, -0.4603292346000671, -1.0984724313020706, 2.1601335927844048, -2.3012655824422836, -0.2115434184670448, -0.6114858686923981, 2.4111287724226713, 3.1038690954446793, 2.3911463022232056, -4.145272761583328, 1.2583496943116188, -0.9231131374835968, 4.5715689063072205, -0.4597416818141937, -0.007408007979393, -0.3384242281317711, -0.8318211585283279, 1.825278028845787, 2.956661596894264, 0.3729004412889481]|  0.8113594055175781|     16.00000000|[97, 32, 0, 8]                                                             | | GPS sucess | actual_k=4
       5|[0.2220362573862076, 0.6690068393945694, -0.4603292346000671, -1.0984724313020706, 2.1601335927844048, -2.3012655824422836, -0.2115434184670448, -0.6114858686923981, 2.4111287724226713, 3.1038690954446793, 2.3911463022232056, -4.145272761583328, 1.2583496943116188, -0.9231131374835968, 4.5715689063072205, -0.4597416818141937, -0.007408007979393, -0.3384242281317711, -0.8318211585283279, 1.825278028845787, 2.956661596894264, 0.3729004412889481]|  0.8113594055175781|      8.00000000|[121, 40, 0, 10]                                                           |  | used linear model with 33 points | actual_k=4
       6|[1.180305376648903, -1.1621596664190292, -1.9037818312644958, -0.0798674374818802, 2.785807840526104, -3.440644606947899, -1.7339272275567055, 0.5035615861415863, 2.0614153873175383, 4.51559342443943, -0.229261040687561, -5.92527762055397, 2.3850430622696877, 0.2474406659603119, 3.413511097431183, -1.6171798408031464, -1.8981288522481918, -4.891236327588558, -0.4807026535272598, 3.1432102769613266, 1.3484771400690079, 2.6393436938524246]|  0.7887362837791443|     16.00000000|[145, 48, 0, 12]                                                           | | GPS sucess | actual_k=4
       7|[-4.192314729094505, -4.288441643118858, 1.9033685326576233, 2.063103124499321, -0.2625236585736275, -3.9076558500528336, -0.8924880400300026, 1.3078131973743439, 6.687520219013095, 0.3247159868478775, 2.724371075630188, -10.648614794015884, 0.928870715200901, -3.5997757017612457, 5.804245054721832, 2.613362818956375, -3.2930171340703964, -4.402520082890987, -7.413365617394447, 5.761684522032738, 2.4101457744836807, 6.957520440220833]|  0.7545374631881714|     32.00000000|[169, 56, 0, 14]                                                           | | GPS sucess | actual_k=4
       8|[-4.192314729094505, -4.288441643118858, 1.9033685326576233, 2.063103124499321, -0.2625236585736275, -3.9076558500528336, -0.8924880400300026, 1.3078131973743439, 6.687520219013095, 0.3247159868478775, 2.724371075630188, -10.648614794015884, 0.928870715200901, -3.5997757017612457, 5.804245054721832, 2.613362818956375, -3.2930171340703964, -4.402520082890987, -7.413365617394447, 5.761684522032738, 2.4101457744836807, 6.957520440220833]|  0.7545374631881714|     16.00000000|[193, 64, 0, 16]                                                           |  | used linear model with 33 points | actual_k=4
       9|[-4.192314729094505, -4.288441643118858, 1.9033685326576233, 2.063103124499321, -0.2625236585736275, -3.9076558500528336, -0.8924880400300026, 1.3078131973743439, 6.687520219013095, 0.3247159868478775, 2.724371075630188, -10.648614794015884, 0.928870715200901, -3.5997757017612457, 5.804245054721832, 2.613362818956375, -3.2930171340703964, -4.402520082890987, -7.413365617394447, 5.761684522032738, 2.4101457744836807, 6.957520440220833]|  0.7545374631881714|      8.00000000|[217, 72, 0, 18]                                                           |  | used linear model with 33 points | actual_k=4
      10|[-6.653340205550194, -3.9582702666521072, 0.0280844569206238, 3.3124576061964035, 0.1167729422450066, -2.8283106237649918, -2.9161408320069313, 2.063268333673477, 4.134947253391147, -1.257891520857811, 3.120765298604965, -10.638880058191717, -2.782468281686306, -2.920757442712784, 5.628696009516716, 2.0767292082309723, -0.4609541743993759, -4.434466101229191, -7.025358125567436, 5.7755495915189385, 2.2519613802433014, 3.103526547551155]|  0.6799909472465515|     16.00000000|[241, 80, 0, 20]                                                           | | GPS sucess | actual_k=4
