k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 0.5]                                                                      |  0.4598493014643029|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 0.5]                                                                      |  0.4598493014643029|      0.50000000|[5, 0, 0, 1]                                                               |  | used linear model with 5 points | actual_k=0
       2|[0.6152314692735672, 0.0134594440460205]                                        |  0.4040003716945648|      1.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.6152314692735672, 0.0134594440460205]                                        |  0.4040003716945648|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1185435801744461, 0.0709149390459061]                                        |  0.0357373207807541|      1.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.1185435801744461, 0.0709149390459061]                                        |  0.0357373207807541|      0.50000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.1185435801744461, 0.0709149390459061]                                        |  0.0357373207807541|      0.25000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.1185435801744461, 0.0709149390459061]                                        |  0.0357373207807541|      0.12500000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.0205901527247826, -0.0067389472114057]                                       |  0.0009706113298758|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[0.0205901527247826, -0.0067389472114057]                                       |  0.0009706113298758|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0205901527247826, -0.0067389472114057]                                       |  0.0009706113298758|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0205901527247826, -0.0067389472114057]                                       |  0.0009706113298758|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.0093887856759628, 0.0020829444093495]                                       |  0.0001907027326524|      0.06250000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
