k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.712389, -1.0]                                                                |  5.5516525218302499|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.06250000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[4.681139385567546, -1.0053126928396523]                                        |  5.5119171142578125|      0.12500000|[20, 5, 4, 9]                                                              | | GPS sucess | actual_k=1
       6|[4.681139385567546, -1.0053126928396523]                                        |  5.5119171142578125|      0.06250000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[4.669140389428973, -0.992677632253617]                                         |  5.4910154342651367|      0.12500000|[27, 7, 5, 12]                                                             | | GPS sucess | actual_k=1
       8|[4.669140389428973, -0.992677632253617]                                         |  5.4910154342651367|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[4.669140389428973, -0.992677632253617]                                         |  5.4910154342651367|      0.03125000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[4.6821003540023565, -0.9969312297180295]                                       |  5.4873285293579102|      0.06250000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[4.6821003540023565, -0.9969312297180295]                                       |  5.4873285293579102|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[4.6821003540023565, -0.9969312297180295]                                       |  5.4873285293579102|      0.01562500|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
