k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5555902421474457, 0.8706246614456177]                                        | 76.2673873901367188|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5555902421474457, 0.8706246614456177]                                        | 76.2673873901367188|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.9130999743938446, 0.858079344034195]                                         |  3.0273623466491699|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.9130999743938446, 0.858079344034195]                                         |  3.0273623466491699|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9130999743938446, 0.858079344034195]                                         |  3.0273623466491699|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.9130999743938446, 0.858079344034195]                                         |  3.0273623466491699|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.8879128320464584, 1.1068073236833942]                                        |  2.1723418541411905|      0.50000000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[0.8879128320464584, 1.1068073236833942]                                        |  2.1723418541411905|      0.25000000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9037391616353485, 0.989094632257117]                                         |  1.4453741312026978|      0.50000000|[34, 9, 6, 15]                                                             | | GPS sucess | actual_k=1
      10|[0.9037391616353485, 0.989094632257117]                                         |  1.4453741312026978|      0.25000000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.9898466242799255, 1.03833381323923]                                          |  0.1165668144822121|      0.50000000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[0.9898466242799255, 1.03833381323923]                                          |  0.1165668144822121|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
