k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.432082623243332, 4.816756710410118]                                          |2728.9311523437500000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[3.240528553724289, 4.179706797003746]                                          |2223.7773437500000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.6538994014263153, 3.210528716444969]                                         |447.1700744628906250|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[2.8588392436504364, -3.785396233201027]                                        |429.8106079101562500|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[4.206190317869186, -1.8721594959497452]                                        |106.2297134399414062|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[4.206190317869186, -1.8721594959497452]                                        |106.2297134399414062|     16.00000000|[19, 6, 1, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[4.206190317869186, -1.8721594959497452]                                        |106.2297134399414062|      8.00000000|[23, 7, 2, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.231880396604538, -2.6324294954538345]                                        | 73.2411575317382812|     16.00000000|[27, 8, 2, 10]                                                             | | GPS sucess | actual_k=1
       9|[2.231880396604538, -2.6324294954538345]                                        | 73.2411575317382812|      8.00000000|[30, 9, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.231880396604538, -2.6324294954538345]                                        | 73.2411575317382812|      4.00000000|[34, 10, 4, 14]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.6554469168186188, -2.534962944686413]                                        | 57.4991226196289062|      8.00000000|[38, 11, 4, 15]                                                            | | GPS sucess | actual_k=1
      12|[1.1475435197353363, 1.763414092361927]                                         | 46.4877128601074219|     16.00000000|[41, 12, 4, 16]                                                            | | GPS sucess | actual_k=1
      13|[1.1475435197353363, 1.763414092361927]                                         | 46.4877128601074219|      8.00000000|[44, 13, 5, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[1.1475435197353363, 1.763414092361927]                                         | 46.4877128601074219|      4.00000000|[48, 14, 6, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
