k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646135926247, 0.2747186124324799, -0.1371344774961472, 0.4579889476299286, 0.2082384824752808, -0.3116141855716705, -0.1069749742746353, -0.1159370169043541, 0.1397458463907242, 0.0341021008789539, -0.1914674788713455, -0.0652851238846779, -0.0144762769341469, 0.3372019827365875, 0.0044242618605494, 0.0833753123879433, 0.1970299333333969, 0.3441072106361389, 0.0740230232477188, 0.0973721370100975, -0.072860524058342, -0.4003027379512787]| 14.1187686920166016|      2.00000000|[25, 8, 0, 2]                                                              | | GPS sucess | actual_k=4
       2|[0.4199729338288307, 0.4848651140928268, 0.0137902349233627, 1.5193719565868378, -0.4800477623939514, -0.0606125593185425, -0.543024554848671, -0.3426791056990623, -0.5373474806547165, 0.0342656855500536, -0.3939835578203201, -0.007014162838459, 0.5667050704360008, 0.3250682363286614, -0.3890505852177739, 0.3064623400568962, 0.6398978382349014, 0.0634193122386932, -0.1381497532129288, -0.5346542969346046, -0.4656404405832291, -0.3108566105365753]| 12.6099729537963867|      4.00000000|[49, 16, 0, 4]                                                             | | GPS sucess | actual_k=4
       3|[0.0205185487866402, 1.5752656906843185, 1.1272891610860825, 3.106788009405136, -0.5141150802373886, 0.4285697340965271, 0.5317360013723373, -1.928902231156826, -0.319617360830307, 0.7742895965493517, 0.4533228725194931, -0.2333609685301781, 0.1647019609808922, -0.1809442630037665, -0.7433639587834477, 1.6608433052897453, 0.7789883613586426, 1.092795580625534, -1.4808349758386612, -0.5981187671422958, -1.0541060715913773, -0.2321686297655106]| 12.1615638732910156|      8.00000000|[73, 24, 0, 6]                                                             | | GPS sucess | actual_k=4
       4|[0.8431654646992683, 3.344331666827202, 1.610917642712593, 1.7931533753871918, -2.9897243827581406, 2.735381543636322, 0.0742023438215256, -1.933207287453115, -0.215633362531662, 1.6482693438447313, 0.8754270225763321, -0.8617688044905663, 1.822606585919857, -0.3553996225818992, 1.0232294974848628, 2.3236207887530327, 1.4477633833885193, -4.232676297426224, -2.8156546503305435, 1.3398378044366837, -1.0544639121799264, -2.363489344716072]| 12.1570930480957031|     16.00000000|[97, 32, 0, 8]                                                             | | GPS sucess | actual_k=4
       5|[0.7961229644715786, 8.288758680224419, 0.3606003075838089, 1.7838765662163496, -6.335544094443321, 3.228044718503952, -3.1046945601701736, 3.4041373590007424, 1.3471470177173615, 0.327606368533452, 3.1024136692285538, -5.6793423518538475, 4.069889806210995, -1.8562599560245872, 9.628773587755859, 6.702923767268658, -0.82217937707901, -3.8716889023780823, -2.8449127711355686, -4.49189780652523, -3.7448542606143747, -1.6322942525148392]| 12.1539869308471680|     32.00000000|[121, 40, 0, 10]                                                           | | GPS sucess | actual_k=4
       6|[0.7961229644715786, 8.288758680224419, 0.3606003075838089, 1.7838765662163496, -6.335544094443321, 3.228044718503952, -3.1046945601701736, 3.4041373590007424, 1.3471470177173615, 0.327606368533452, 3.1024136692285538, -5.6793423518538475, 4.069889806210995, -1.8562599560245872, 9.628773587755859, 6.702923767268658, -0.82217937707901, -3.8716889023780823, -2.8449127711355686, -4.49189780652523, -3.7448542606143747, -1.6322942525148392]| 12.1539869308471680|     16.00000000|[145, 48, 0, 12]                                                           |  | used linear model with 33 points | actual_k=4
       7|[0.7961229644715786, 8.288758680224419, 0.3606003075838089, 1.7838765662163496, -6.335544094443321, 3.228044718503952, -3.1046945601701736, 3.4041373590007424, 1.3471470177173615, 0.327606368533452, 3.1024136692285538, -5.6793423518538475, 4.069889806210995, -1.8562599560245872, 9.628773587755859, 6.702923767268658, -0.82217937707901, -3.8716889023780823, -2.8449127711355686, -4.49189780652523, -3.7448542606143747, -1.6322942525148392]| 12.1539869308471680|      8.00000000|[169, 56, 0, 14]                                                           |  | used linear model with 33 points | actual_k=4
       8|[2.2474666200578213, 5.155083820223808, 1.0111925154924393, 0.8063422720879316, -7.036851987242699, 3.4361394941806793, -2.4953838735818863, 3.506728553213179, 1.4841610938310623, -1.2042450423323316, 3.192517638206482, -3.071057878434658, 0.2157907709479332, -2.318520142696798, 8.469899672083557, 6.713673691265285, 0.0082186460494995, -0.3033235669136047, -0.9214861430227757, -3.6798876971006393, -6.270972062280634, -1.7979650050401688]| 12.1514253616333008|     16.00000000|[193, 64, 0, 16]                                                           | | GPS sucess | actual_k=4
       9|[2.2474666200578213, 5.155083820223808, 1.0111925154924393, 0.8063422720879316, -7.036851987242699, 3.4361394941806793, -2.4953838735818863, 3.506728553213179, 1.4841610938310623, -1.2042450423323316, 3.192517638206482, -3.071057878434658, 0.2157907709479332, -2.318520142696798, 8.469899672083557, 6.713673691265285, 0.0082186460494995, -0.3033235669136047, -0.9214861430227757, -3.6798876971006393, -6.270972062280634, -1.7979650050401688]| 12.1514253616333008|      8.00000000|[217, 72, 0, 18]                                                           |  | used linear model with 33 points | actual_k=4
      10|[-0.0055956281721592, 7.345690414309502, 2.2020211964845657, 2.1708050053566694, -6.367964372038841, 4.938275963068008, -3.309341624379158, 4.9017315143719316, 1.96929831802845, -0.4713931198202772, 1.9883664846420288, -3.299776889383793, -0.2148025408387184, -4.686744286678731, 6.376725929789245, 4.077327589504421, -1.3145374059677124, -0.7282299399375916, 1.7862491570413113, -3.6161146089434624, -9.940201092889765, 0.0467724055051804]| 12.1499986648559570|     16.00000000|[241, 80, 0, 20]                                                           | | GPS sucess | actual_k=4
      11|[-0.0055956281721592, 7.345690414309502, 2.2020211964845657, 2.1708050053566694, -6.367964372038841, 4.938275963068008, -3.309341624379158, 4.9017315143719316, 1.96929831802845, -0.4713931198202772, 1.9883664846420288, -3.299776889383793, -0.2148025408387184, -4.686744286678731, 6.376725929789245, 4.077327589504421, -1.3145374059677124, -0.7282299399375916, 1.7862491570413113, -3.6161146089434624, -9.940201092889765, 0.0467724055051804]| 12.1499986648559570|      8.00000000|[265, 88, 0, 22]                                                           |  | used linear model with 33 points | actual_k=4
