k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7284981608390808, 1.5787347555160522]                                        |184851.9218750000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[3.3381910920143127, 0.6685368418693542]                                        |182276.6093750000000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[5.327838361263275, 4.0249568819999695]                                         |177470.9375000000000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[6.434057056903839, 9.123513400554657]                                          |175239.0312500000000000|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[6.690861850976944, 10.085053265094757]                                         |174727.5781250000000000|     32.00000000|[21, 0, 0, 5]                                                              | | GPS sucess | actual_k=0
       6|[31.91765323281288, 2.612131416797638]                                          |128761.6718750000000000|     64.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[95.90052640977039, 4.092651602871037]                                          |45023.7720825360302115|    128.00000000|[29, 0, 1, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       8|[137.25325239243642, 103.95526146615228]                                        |17225.5000000000000000|    256.00000000|[34, 0, 1, 9]                                                              | | GPS sucess | actual_k=0
       9|[137.25325239243642, 103.95526146615228]                                        |17225.5000000000000000|    128.00000000|[38, 0, 2, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[190.9022697264208, 134.0117342444726]                                          |11803.3613281250000000|    256.00000000|[43, 0, 2, 12]                                                             | | GPS sucess | actual_k=0
      11|[190.9022697264208, 134.0117342444726]                                          |11803.3613281250000000|    128.00000000|[47, 0, 3, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[190.9022697264208, 134.0117342444726]                                          |11803.3613281250000000|     64.00000000|[52, 0, 4, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[163.9282478147997, 81.36726402962884]                                          |10212.3496093750000000|    128.00000000|[57, 0, 4, 17]                                                             | | GPS sucess | actual_k=0
      14|[163.9282478147997, 81.36726402962884]                                          |10212.3496093750000000|     64.00000000|[61, 0, 5, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[163.9282478147997, 81.36726402962884]                                          |10212.3496093750000000|     32.00000000|[66, 0, 6, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
