k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.1613485074043274, 0.0305702996253967]                                        |79062.0390625000000000|      0.06250000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.1675647195801139, 0.025370679590851]                                         |55686.1523437500000000|      0.12500000|[27, 7, 5, 12]                                                             | | GPS sucess | actual_k=1
       8|[0.1675647195801139, 0.025370679590851]                                         |55686.1523437500000000|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.1675647195801139, 0.025370679590851]                                         |55686.1523437500000000|      0.03125000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.1675647195801139, 0.025370679590851]                                         |55686.1523437500000000|      0.01562500|[38, 10, 8, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.1675647195801139, 0.025370679590851]                                         |55686.1523437500000000|      0.00781250|[42, 11, 9, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
