k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1107087731361389, 1.0256565064191818]                                        |  4.4917316436767578|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.1107087731361389, 1.0256565064191818]                                        |  4.4917316436767578|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.0804818123579025, 0.3820290416479111]                                       |  0.3074345588684082|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.5053285509347916, -0.3210387974977493]                                       |  0.1745777279138565|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.5053285509347916, -0.3210387974977493]                                       |  0.1745777279138565|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.5053285509347916, -0.3210387974977493]                                       |  0.1745777279138565|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.3520961552858353, -0.231606625020504]                                        |  0.0726289227604866|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.3520961552858353, -0.231606625020504]                                        |  0.0726289227604866|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.3520961552858353, -0.231606625020504]                                        |  0.0726289227604866|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.3520961552858353, -0.231606625020504]                                        |  0.0726289227604866|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.1433673799037933, -0.1770757809281349]                                       |  0.0278947316110134|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[0.1433673799037933, -0.1770757809281349]                                       |  0.0278947316110134|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.1433673799037933, -0.1770757809281349]                                       |  0.0278947316110134|      0.12500000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
