k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7153294682502747, 1.0715542361140251]                                        |184985.4062500000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[3.200511872768402, 0.5833446010947227]                                         |182672.4375000000000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[3.200511872768402, 0.5833446010947227]                                         |182672.4375000000000000|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[3.1630074940621853, 1.8718494400382042]                                        |181950.1406250000000000|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[3.7629820071160793, 1.0758622512221336]                                        |181054.3437500000000000|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[10.20275604352355, 3.9314554557204247]                                         |167854.5625000000000000|     16.00000000|[20, 6, 1, 7]                                                              | | GPS sucess | actual_k=1
       7|[22.24866211041808, 2.876711092889309]                                          |145462.1718750000000000|     32.00000000|[23, 7, 1, 8]                                                              | | GPS sucess | actual_k=1
       8|[22.24866211041808, 2.876711092889309]                                          |145462.1718750000000000|     16.00000000|[26, 8, 2, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[25.720853205770254, 6.196690998971462]                                         |139044.9531250000000000|     32.00000000|[30, 9, 2, 11]                                                             | | GPS sucess | actual_k=1
      10|[48.49319588765502, 20.465724430978298]                                         |102037.6250000000000000|     64.00000000|[33, 10, 2, 12]                                                            | | GPS sucess | actual_k=1
      11|[87.27008187398314, 49.58262010663748]                                          |53356.3320312500000000|    128.00000000|[36, 11, 2, 13]                                                            | | GPS sucess | actual_k=1
      12|[185.46183907613158, 83.59668489545584]                                         |10779.5556640625000000|    256.00000000|[39, 12, 2, 14]                                                            | | GPS sucess | actual_k=1
      13|[185.46183907613158, 83.59668489545584]                                         |10779.5556640625000000|    128.00000000|[42, 13, 3, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[181.2450431548059, 169.57256837934256]                                         |10230.3544921875000000|    256.00000000|[46, 14, 3, 17]                                                            | | GPS sucess | actual_k=1
      15|[181.2450431548059, 169.57256837934256]                                         |10230.3544921875000000|    128.00000000|[49, 15, 4, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      16|[181.2450431548059, 169.57256837934256]                                         |10230.3544921875000000|     64.00000000|[53, 16, 5, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
