k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-500.0, -700.0]                                                                |  6.5525197919342713|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-500.57146352529526, -699.179372549057]                                        |  6.5516452789306641|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-500.5540489554405, -697.1794484853745]                                        |  6.5484890937805176|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-498.79173666238785, -693.5885912179947]                                       |  6.5433368682861328|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-496.3097887635231, -685.9833341836929]                                        |  6.5323100090026855|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[-508.44720941782, -675.5582195520401]                                          |  6.5170364379882812|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[-498.1478062272072, -645.2609878778458]                                        |  6.4712076187133789|     64.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       7|[-476.58293348550797, -585.0035759210587]                                       |  6.3733258247375488|    128.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[-351.6050129532814, -557.3535743951797]                                        |  6.3254356384277344|    256.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       9|[-306.74785810709, -305.31422197818756]                                         |  5.7342982292175293|    512.00000000|[28, 9, 0, 9]                                                              | | GPS sucess | actual_k=1
      10|[-306.74785810709, -305.31422197818756]                                         |  5.7342982292175293|    256.00000000|[31, 10, 0, 10]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-101.37269026041031, -152.48411333560944]                                      |  5.0337491035461426|    512.00000000|[34, 11, 0, 11]                                                            | | GPS sucess | actual_k=1
      12|[-101.37269026041031, -152.48411333560944]                                      |  5.0337491035461426|    256.00000000|[37, 12, 0, 12]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-101.37269026041031, -152.48411333560944]                                      |  5.0337491035461426|    128.00000000|[40, 13, 0, 13]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-101.37269026041031, -152.48411333560944]                                      |  5.0337491035461426|     64.00000000|[43, 14, 0, 14]                                                            |  | used linear model with 5 points | actual_k=1
      15|[-62.258539259433746, -101.82760012149811]                                      |  4.6345643997192383|    128.00000000|[46, 15, 0, 15]                                                            | | GPS sucess | actual_k=1
      16|[-6.574632704257965, 13.425611853599548]                                        |  3.3249540328979492|    256.00000000|[49, 16, 0, 16]                                                            | | GPS sucess | actual_k=1
      17|[-6.574632704257965, 13.425611853599548]                                        |  3.3249540328979492|    128.00000000|[52, 17, 0, 17]                                                            |  | used linear model with 5 points | actual_k=1
      18|[-6.574632704257965, 13.425611853599548]                                        |  3.3249540328979492|     64.00000000|[55, 18, 0, 18]                                                            |  | used linear model with 5 points | actual_k=1
      19|[-6.574632704257965, 13.425611853599548]                                        |  3.3249540328979492|     32.00000000|[58, 19, 0, 19]                                                            |  | used linear model with 5 points | actual_k=1
      20|[-6.574632704257965, 13.425611853599548]                                        |  3.3249540328979492|     16.00000000|[61, 20, 0, 20]                                                            |  | used linear model with 5 points | actual_k=1
