k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8378999978303909, 5.870704114437103]                                         |  2.0514848232269287|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8378999978303909, 5.870704114437103]                                         |  2.0514848232269287|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.2116474658250809, 5.914458028972149]                                         |  1.8294810056686401|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.129548616707325, 7.2315938398242]                                            |  1.1210819482803345|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.129548616707325, 7.2315938398242]                                            |  1.1210819482803345|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.129548616707325, 7.2315938398242]                                            |  1.1210819482803345|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.058730848133564, 7.4358244612813]                                            |  0.6508233547210693|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[1.058730848133564, 7.4358244612813]                                            |  0.6508233547210693|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.0471067861207928, 8.43575689959017]                                          |  0.2047823131425475|      2.00000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[1.0471067861207928, 8.43575689959017]                                          |  0.2047823131425475|      1.00000000|[46, 0, 5, 15]                                                             |  | used linear model with 5 points | actual_k=0
      11|[0.9428690732010807, 9.399706281895316]                                         |  0.0205019377171993|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[0.9428690732010807, 9.399706281895316]                                         |  0.0205019377171993|      1.00000000|[54, 0, 5, 17]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.9428690732010807, 9.399706281895316]                                         |  0.0205019377171993|      0.50000000|[58, 0, 6, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[0.9428690732010807, 9.399706281895316]                                         |  0.0205019377171993|      0.25000000|[63, 0, 7, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
