k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2535898089408875, 4.5991310477256775]                                        |6347.9130859375000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.0583667755126953, 2.7686761021614075]                                        |788.2283325195312500|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.0583667755126953, 2.7686761021614075]                                        |788.2283325195312500|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.1078906655311584, 2.1051888465881348]                                        | 31.6598262786865234|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[1.1503523737192154, 2.04959674179554]                                          | 28.1873664855957031|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[1.1503523737192154, 2.04959674179554]                                          | 28.1873664855957031|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.1503523737192154, 2.04959674179554]                                          | 28.1873664855957031|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.1503523737192154, 2.04959674179554]                                          | 28.1873664855957031|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.4319662600755692, 1.5671699792146683]                                        | 15.8338823318481445|      2.00000000|[32, 9, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[-0.0976245254278183, 1.5211838968098164]                                       | 14.3109159469604492|      4.00000000|[35, 10, 4, 14]                                                            | | GPS sucess | actual_k=1
      11|[-0.0976245254278183, 1.5211838968098164]                                       | 14.3109159469604492|      2.00000000|[38, 11, 5, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.5161433964967728, 0.0747591741383076]                                       |  9.1673479080200195|      4.00000000|[42, 12, 5, 17]                                                            | | GPS sucess | actual_k=1
      13|[-0.5161433964967728, 0.0747591741383076]                                       |  9.1673479080200195|      2.00000000|[45, 13, 6, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-0.5161433964967728, 0.0747591741383076]                                       |  9.1673479080200195|      1.00000000|[49, 14, 7, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
