k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[500.0, 0.0001]                                                                 |10994.3172075699985726|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.01562500|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[500.0107113821432, 0.0001741323892726]                                         |2675.8203125000000000|      0.03125000|[35, 0, 6, 13]                                                             | | GPS sucess | actual_k=0
       8|[500.0107113821432, 0.0001741323892726]                                         |2675.8203125000000000|      0.01562500|[39, 0, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[500.0107113821432, 0.0001741323892726]                                         |2675.8203125000000000|      0.00781250|[44, 0, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[500.0107113821432, 0.0001741323892726]                                         |2675.8203125000000000|      0.00390625|[49, 0, 9, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[500.0107113821432, 0.0001741323892726]                                         |2675.8203125000000000|      0.00195312|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
