k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 0.1793725490570068]                                        |  1.5804717540740967|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5540489554405212, -1.8205515146255493]                                       |  1.5313211679458618|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.5540489554405212, -1.8205515146255493]                                       |  1.5313211679458618|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[2.1745359301567078, 0.0807627439498901]                                        |  1.1987096071243286|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[2.1745359301567078, 0.0807627439498901]                                        |  1.1987096071243286|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.1745359301567078, 0.0807627439498901]                                        |  1.1987096071243286|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.8375847935676575, -0.8607593178749084]                                       |  0.0653108209371567|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[1.8375847935676575, -0.8607593178749084]                                       |  0.0653108209371567|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.8375847935676575, -0.8607593178749084]                                       |  0.0653108209371567|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.8375847935676575, -0.8607593178749084]                                       |  0.0653108209371567|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.9868329465389252, -1.0613210052251816]                                       |  0.0041289227083325|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[1.9868329465389252, -1.0613210052251816]                                       |  0.0041289227083325|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.9868329465389252, -1.0613210052251816]                                       |  0.0041289227083325|      0.12500000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
