k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3793725490570068, 1.5714634656906128]                                       |  1.1835527420043945|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.3967871189117431, -0.4284605979919434]                                      |  0.7058917284011841|      4.00000000|[4, 1, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.3967871189117431, -0.4284605979919434]                                      |  0.7058917284011841|      2.00000000|[6, 1, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[-0.3967871189117431, -0.4284605979919434]                                      |  0.7058917284011841|      1.00000000|[8, 2, 2, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[0.3618016719818116, -1.0800302624702454]                                       |  0.2592502236366272|      2.00000000|[11, 2, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.3618016719818116, -1.0800302624702454]                                       |  0.2592502236366272|      1.00000000|[13, 2, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.6987529277801514, -0.1385080814361572]                                       |  0.0010984792606905|      2.00000000|[16, 2, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.6987529277801514, -0.1385080814361572]                                       |  0.0010984792606905|      1.00000000|[18, 2, 4, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[-0.2857757329940795, 0.036715179681778]                                        |  0.0007045748643577|      2.00000000|[20, 3, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[-0.2857757329940795, 0.036715179681778]                                        |  0.0007045748643577|      1.00000000|[21, 4, 5, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[-0.2857757329940795, 0.036715179681778]                                        |  0.0007045748643577|      0.50000000|[24, 4, 6, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      12|[-0.2857757329940795, 0.036715179681778]                                        |  0.0007045748643577|      0.25000000|[26, 5, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      13|[-0.5331274092197418, 0.000422652810812]                                        |  0.0000036300793909|      0.50000000|[29, 5, 7, 20]                                                             | | GPS sucess | actual_k=1
