k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[124, 44, 1, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[238, 84, 1, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.12500000|[353, 128, 1, 33]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 84 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.06250000|[469, 172, 1, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.0180841159834851, -0.0187086964273803, -0.035053806960661, -0.0437905968951428, -0.0435789727342417, -0.0444762022088761, -0.0653532623656172, -0.0733234172540324, -0.0845245431018526, -0.0820638807505691, -0.0965305331713164, -0.107633601568664, -0.1062645496931582, -0.1269363364606109, -0.1290307233460462, -0.1443704125183932, -0.1403329202049725, -0.1496563223657574, -0.1544789771646048, -0.1571391259889296, -0.1684735800128812, -0.1637514904959179, -0.1880215800761016, -0.1796999864827144, -0.1764588756034313, -0.1843535199618107, -0.1995807659391245, -0.2074771631054699, -0.2103203697818104, -0.2172681520805168, -0.2158669083259921, -0.2231408608039674, -0.2243557031417408, -0.2299336026975453, -0.2225398058439345, -0.2217746681029285, -0.2414275768943472, -0.2290959343661394, -0.2380145768377665, -0.2469375741981929, -0.2399519987502504, -0.2471164281706849, -0.2452047476446399, -0.2402898319351646, -0.2397015870299763, -0.2432683977690046, -0.2529642111967114, -0.2470415455366953, -0.2496229809326959, -0.2494140447276854, -0.2598570067245722, -0.2491910510285432, -0.25050378121282, -0.2513907316951809, -0.2546626130510573, -0.243438281606195, -0.2504169963586304, -0.2452950265043558, -0.2504911621328035, -0.239154815031718, -0.2369017282814747, -0.2374568851640183, -0.2424321513970222, -0.2341403120927854, -0.2381619505079771, -0.2201885264734477, -0.2208753539802075, -0.2036000065656521, -0.2041783573930916, -0.2138979991545822, -0.2042939783186126, -0.2166908238771144, -0.2066958602994799, -0.1993548829618773, -0.1943938157377905, -0.1881645691594272, -0.1847959723172012, -0.1700491172655256, -0.1787427944017626, -0.1617247274600351, -0.1671518698671079, -0.1617684443112249, -0.1501669942402656, -0.1377741439984027, -0.1236770991879813, -0.1330601745169824, -0.1283765984169152, -0.104557422375372, -0.1071976436507204, -0.0927167636775987, -0.0974119771287167, -0.0708486997363622, -0.0754208068274966, -0.05330942694499, -0.0609329035359914, -0.0524718325321665, -0.0380114324538782, -0.0151302759759911, -0.0210114815403685, -0.0148826676248898]| 99.9846115112304688|      0.12500000|[481, 176, 1, 45]                                                          | | GPS sucess | actual_k=4
       6|[-0.0587971491670023, -0.0165717980406568, -0.0267806643807402, -0.0317306543480896, -0.05313325865027, -0.0549108360119236, -0.0613291572494274, -0.0799675373293325, -0.0859054510902085, -0.0657981503514215, -0.0898141959973927, -0.0906387316445684, -0.1128193667980226, -0.1258831113979722, -0.1372031182886963, -0.1513628399432745, -0.1246728223088892, -0.1565855113355251, -0.1341495816651929, -0.1615791916099694, -0.1755311818917504, -0.1644162725426611, -0.1912239084978344, -0.209773849052957, -0.1814720727539575, -0.1745594200489177, -0.2143486963779027, -0.1975132474698761, -0.2305852853830326, -0.2231891798541341, -0.223849249077837, -0.2224156661533087, -0.2292448573606931, -0.2465866742449566, -0.2285523925941889, -0.2242971861127981, -0.2366267059855393, -0.2244348130845698, -0.2209488554776373, -0.2201147752434591, -0.2392205743579061, -0.25436791638601, -0.256581940192774, -0.2440817971501238, -0.2306714566780174, -0.2312744889298686, -0.2623304330468433, -0.2397968017421556, -0.244631124999944, -0.2331567719278613, -0.2546839893909448, -0.2561807961650406, -0.2657393279360156, -0.2701685027569684, -0.2501684716970706, -0.2539129088199277, -0.2566961827432942, -0.2248943132080029, -0.2400817296229855, -0.2462870977265717, -0.2373702046312696, -0.2296555998609822, -0.2447452665166834, -0.2376715507247372, -0.2107928923993085, -0.2187743309380435, -0.2243709604177151, -0.2081403890874582, -0.1994049358264364, -0.2103996450491285, -0.1969394528400727, -0.225067084489613, -0.20105586705471, -0.2114441693266157, -0.176019638643654, -0.1861319956028475, -0.2065121764980755, -0.1580955587488087, -0.1876957021545244, -0.1711024553214261, -0.1454769115633287, -0.1699087454007056, -0.1234883644642471, -0.1516107099874233, -0.1167222757956959, -0.1282588907914125, -0.1150017244130706, -0.1004012995936328, -0.1091407333139593, -0.1089253569130323, -0.1273419787113567, -0.0869767606635309, -0.0822562470288641, -0.0425705838031784, -0.063544291937714, -0.0675299203406681, -0.0305613286980747, -0.0032392514226973, -0.0084333082160772, -0.0299923240242751]| 99.9702682495117188|      0.25000000|[556, 204, 1, 52]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       7|[-0.0587971491670023, -0.0165717980406568, -0.0267806643807402, -0.0317306543480896, -0.05313325865027, -0.0549108360119236, -0.0613291572494274, -0.0799675373293325, -0.0859054510902085, -0.0657981503514215, -0.0898141959973927, -0.0906387316445684, -0.1128193667980226, -0.1258831113979722, -0.1372031182886963, -0.1513628399432745, -0.1246728223088892, -0.1565855113355251, -0.1341495816651929, -0.1615791916099694, -0.1755311818917504, -0.1644162725426611, -0.1912239084978344, -0.209773849052957, -0.1814720727539575, -0.1745594200489177, -0.2143486963779027, -0.1975132474698761, -0.2305852853830326, -0.2231891798541341, -0.223849249077837, -0.2224156661533087, -0.2292448573606931, -0.2465866742449566, -0.2285523925941889, -0.2242971861127981, -0.2366267059855393, -0.2244348130845698, -0.2209488554776373, -0.2201147752434591, -0.2392205743579061, -0.25436791638601, -0.256581940192774, -0.2440817971501238, -0.2306714566780174, -0.2312744889298686, -0.2623304330468433, -0.2397968017421556, -0.244631124999944, -0.2331567719278613, -0.2546839893909448, -0.2561807961650406, -0.2657393279360156, -0.2701685027569684, -0.2501684716970706, -0.2539129088199277, -0.2566961827432942, -0.2248943132080029, -0.2400817296229855, -0.2462870977265717, -0.2373702046312696, -0.2296555998609822, -0.2447452665166834, -0.2376715507247372, -0.2107928923993085, -0.2187743309380435, -0.2243709604177151, -0.2081403890874582, -0.1994049358264364, -0.2103996450491285, -0.1969394528400727, -0.225067084489613, -0.20105586705471, -0.2114441693266157, -0.176019638643654, -0.1861319956028475, -0.2065121764980755, -0.1580955587488087, -0.1876957021545244, -0.1711024553214261, -0.1454769115633287, -0.1699087454007056, -0.1234883644642471, -0.1516107099874233, -0.1167222757956959, -0.1282588907914125, -0.1150017244130706, -0.1004012995936328, -0.1091407333139593, -0.1089253569130323, -0.1273419787113567, -0.0869767606635309, -0.0822562470288641, -0.0425705838031784, -0.063544291937714, -0.0675299203406681, -0.0305613286980747, -0.0032392514226973, -0.0084333082160772, -0.0299923240242751]| 99.9702682495117188|      0.12500000|[673, 248, 1, 63]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-0.0745028668945442, -0.046339782565026, -0.0194573294558635, -0.0357878414694511, -0.0602661120316057, -0.056057775129385, -0.0637917019607341, -0.0935928694836661, -0.0682186221192994, -0.0844425763694212, -0.0793524418318029, -0.0736406641463613, -0.1151005164144876, -0.1236386980332936, -0.1344826314503257, -0.157838058514997, -0.1229796820591898, -0.1613314636548789, -0.1528675784412969, -0.1458711530265716, -0.1590335307766905, -0.1686098658249136, -0.2027481042806747, -0.2179268992595587, -0.1960731478444255, -0.1990833562609805, -0.2111737858232404, -0.1946194913261274, -0.2431880598093736, -0.2214161055848393, -0.2124960012788577, -0.2262079464845627, -0.2381042365777217, -0.2756759779321714, -0.225492458933637, -0.2041524534438022, -0.2298577119522026, -0.2265606662915322, -0.199478182095355, -0.2214447271630744, -0.2300795706448943, -0.2458394481869357, -0.2351577714719326, -0.2453935681396834, -0.2179826578481043, -0.2312300995530152, -0.2797326014101761, -0.2220091142617059, -0.2277107000021375, -0.2186623621431867, -0.259725798677867, -0.2561182870452971, -0.2719296344430666, -0.2781154820114525, -0.2503493479724787, -0.2741203157729049, -0.2671568295663428, -0.2293852391384433, -0.229654934512879, -0.2392281350126447, -0.2202661339976198, -0.2513745712922376, -0.2446811044739929, -0.2278188964241071, -0.2261314995317433, -0.2067349349575066, -0.2210922020408783, -0.2066534150176096, -0.2112387656316913, -0.2052143222130871, -0.1949182320945539, -0.2150420526249699, -0.2085320669386776, -0.2129416655953277, -0.1947218625406343, -0.1935655986548974, -0.200046168706616, -0.1634622156780632, -0.1741169147085023, -0.1754066175480434, -0.1236190296447791, -0.156709623709419, -0.1267177364347665, -0.1289072579516386, -0.1042651490441538, -0.1002277073847019, -0.1056808962807392, -0.1044635894313806, -0.0995841250393803, -0.0907612847272776, -0.1340038338613709, -0.0748877084259607, -0.0697883458064563, -0.0387850506711468, -0.0447487048152737, -0.0611871395643462, -0.0257955215127527, -0.0002314622802675, 0.0100511706003129, -0.032303577711642]| 99.9701919555664062|      0.25000000|[752, 276, 1, 70]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       9|[-0.0745028668945442, -0.046339782565026, -0.0194573294558635, -0.0357878414694511, -0.0602661120316057, -0.056057775129385, -0.0637917019607341, -0.0935928694836661, -0.0682186221192994, -0.0844425763694212, -0.0793524418318029, -0.0736406641463613, -0.1151005164144876, -0.1236386980332936, -0.1344826314503257, -0.157838058514997, -0.1229796820591898, -0.1613314636548789, -0.1528675784412969, -0.1458711530265716, -0.1590335307766905, -0.1686098658249136, -0.2027481042806747, -0.2179268992595587, -0.1960731478444255, -0.1990833562609805, -0.2111737858232404, -0.1946194913261274, -0.2431880598093736, -0.2214161055848393, -0.2124960012788577, -0.2262079464845627, -0.2381042365777217, -0.2756759779321714, -0.225492458933637, -0.2041524534438022, -0.2298577119522026, -0.2265606662915322, -0.199478182095355, -0.2214447271630744, -0.2300795706448943, -0.2458394481869357, -0.2351577714719326, -0.2453935681396834, -0.2179826578481043, -0.2312300995530152, -0.2797326014101761, -0.2220091142617059, -0.2277107000021375, -0.2186623621431867, -0.259725798677867, -0.2561182870452971, -0.2719296344430666, -0.2781154820114525, -0.2503493479724787, -0.2741203157729049, -0.2671568295663428, -0.2293852391384433, -0.229654934512879, -0.2392281350126447, -0.2202661339976198, -0.2513745712922376, -0.2446811044739929, -0.2278188964241071, -0.2261314995317433, -0.2067349349575066, -0.2210922020408783, -0.2066534150176096, -0.2112387656316913, -0.2052143222130871, -0.1949182320945539, -0.2150420526249699, -0.2085320669386776, -0.2129416655953277, -0.1947218625406343, -0.1935655986548974, -0.200046168706616, -0.1634622156780632, -0.1741169147085023, -0.1754066175480434, -0.1236190296447791, -0.156709623709419, -0.1267177364347665, -0.1289072579516386, -0.1042651490441538, -0.1002277073847019, -0.1056808962807392, -0.1044635894313806, -0.0995841250393803, -0.0907612847272776, -0.1340038338613709, -0.0748877084259607, -0.0697883458064563, -0.0387850506711468, -0.0447487048152737, -0.0611871395643462, -0.0257955215127527, -0.0002314622802675, 0.0100511706003129, -0.032303577711642]| 99.9701919555664062|      0.12500000|[870, 320, 1, 81]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.1054709779029499, -0.0425204650081084, -0.0222029647977164, -0.0416787831824564, -0.0691574682092337, -0.0429565941140128, -0.0743372602568781, -0.0947161991081998, -0.0740185927088775, -0.0777517473084494, -0.0538331769698615, -0.0853311242918348, -0.1172522918211612, -0.1335752486654128, -0.1497059510925715, -0.1519195133322027, -0.1359865005399795, -0.1563915629437002, -0.1396673326436628, -0.1578179373589662, -0.1449981391553989, -0.1794000173688289, -0.1932044423212054, -0.2085066179834518, -0.2210437426379836, -0.1854720591378464, -0.1921200509842778, -0.2033155296020845, -0.2179372747565973, -0.216460730483422, -0.2355466689969105, -0.2256644336149364, -0.2343465208868407, -0.2621077852117582, -0.2202536134548936, -0.1985702470269271, -0.2263855323121181, -0.2359144120202633, -0.1920628082857194, -0.2104017569304089, -0.2483705224929244, -0.2564769252272265, -0.2406872203276009, -0.2414812170454971, -0.2023030674440706, -0.2256122593374515, -0.2716790490508335, -0.2361518249772382, -0.2291916796142346, -0.2295689886135736, -0.24052104243285, -0.2562980622354875, -0.294584903574131, -0.2805213941611501, -0.2342103268291615, -0.2568527104830881, -0.2690134014446494, -0.2000950547598194, -0.2309802941972942, -0.2317333068145396, -0.2170904653463817, -0.2525222504618999, -0.2587070701795069, -0.2228445460908933, -0.2333494790560279, -0.2232382634149813, -0.2134929115805302, -0.210535716290434, -0.197253678467945, -0.2100528610348737, -0.2007827144675531, -0.197019370107203, -0.1983457598064335, -0.2155285348854262, -0.1848881578604299, -0.1669370522381379, -0.2052266579784952, -0.1625458627750584, -0.1600155454020572, -0.1797773078714558, -0.1324564035720147, -0.1363126441837337, -0.1573296631245105, -0.1177539651094293, -0.1019906302115895, -0.0983709178097435, -0.1029800310120319, -0.0963353803918117, -0.119380518851083, -0.0829806918386839, -0.1317465451949289, -0.0710205565117962, -0.0670419337415761, -0.0413866031929568, -0.0446156788460114, -0.0764679525430907, -0.024019104493907, -0.0068965509822607, -0.006677353518349, -0.0452038072550895]| 99.9235839843750000|      0.25000000|[935, 344, 1, 87]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
